theme,comparison_group,comparability_flag,comparability_reason,analysis_mode,series_id,series_family,country,period,frequency,flow,source_name,dataset_or_table_id,metric,coverage,unit_raw,value_raw,unit_standardized,value_standardized,value_index_base100,index_base_period,analysis_unit,analysis_value,notes
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2022-08,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",76903151.000,,,113.704,2022-01,index (series base=100),113.704,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2022-09,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",83976209.000,,,124.161,2022-01,index (series base=100),124.161,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2022-10,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",80255721.000,,,118.660,2022-01,index (series base=100),118.660,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2022-11,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",83693006.000,,,123.743,2022-01,index (series base=100),123.743,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2022-12,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",76427831.000,,,113.001,2022-01,index (series base=100),113.001,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-01,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",80553849.000,,,119.101,2022-01,index (series base=100),119.101,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-02,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",73165263.000,,,108.177,2022-01,index (series base=100),108.177,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-03,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",83018765.000,,,122.746,2022-01,index (series base=100),122.746,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-04,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",67254278.000,,,99.437,2022-01,index (series base=100),99.437,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-05,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",74441452.000,,,110.064,2022-01,index (series base=100),110.064,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-06,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",78402222.000,,,115.920,2022-01,index (series base=100),115.920,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-07,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",68756134.000,,,101.658,2022-01,index (series base=100),101.658,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-08,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",72448395.000,,,107.117,2022-01,index (series base=100),107.117,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-09,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",72011692.000,,,106.471,2022-01,index (series base=100),106.471,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-10,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",75503306.000,,,111.634,2022-01,index (series base=100),111.634,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-11,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",75748365.000,,,111.996,2022-01,index (series base=100),111.996,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2023-12,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",64715438.000,,,95.684,2022-01,index (series base=100),95.684,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-01,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",72913948.000,,,107.805,2022-01,index (series base=100),107.805,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-02,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",73364194.000,,,108.471,2022-01,index (series base=100),108.471,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-03,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",75949324.000,,,112.293,2022-01,index (series base=100),112.293,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-04,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",75726757.000,,,111.964,2022-01,index (series base=100),111.964,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-05,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",75948626.000,,,112.292,2022-01,index (series base=100),112.292,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-06,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",81494667.000,,,120.492,2022-01,index (series base=100),120.492,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-07,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",76459899.000,,,113.048,2022-01,index (series base=100),113.048,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-08,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",76825474.000,,,113.589,2022-01,index (series base=100),113.589,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-09,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",75226920.000,,,111.225,2022-01,index (series base=100),111.225,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-10,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",84906030.000,,,125.536,2022-01,index (series base=100),125.536,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-11,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",80374811.000,,,118.837,2022-01,index (series base=100),118.837,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2024-12,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",72616224.000,,,107.365,2022-01,index (series base=100),107.365,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-01,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",80239578.000,,,118.637,2022-01,index (series base=100),118.637,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-02,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",74579667.000,,,110.268,2022-01,index (series base=100),110.268,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-03,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",84668623.000,,,125.185,2022-01,index (series base=100),125.185,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-04,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",78546762.000,,,116.134,2022-01,index (series base=100),116.134,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-05,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",82021584.000,,,121.271,2022-01,index (series base=100),121.271,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-06,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",84586458.000,,,125.064,2022-01,index (series base=100),125.064,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-07,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",84155859.000,,,124.427,2022-01,index (series base=100),124.427,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-08,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",75455756.000,,,111.564,2022-01,index (series base=100),111.564,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-09,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",86269971.000,,,127.553,2022-01,index (series base=100),127.553,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-10,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",84749276.000,,,125.304,2022-01,index (series base=100),125.304,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-11,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",84441634.000,,,124.849,2022-01,index (series base=100),124.849,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2025-12,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",77839385.000,,,115.088,2022-01,index (series base=100),115.088,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_exports,total_goods_trade_monthly,DK,2026-01,monthly,exports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",79362895.000,,,117.340,2022-01,index (series base=100),117.340,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-01,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",68699520.000,,,100.000,2022-01,index (series base=100),100.000,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-02,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",66935568.000,,,97.432,2022-01,index (series base=100),97.432,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-03,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",80930886.000,,,117.804,2022-01,index (series base=100),117.804,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-04,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",74304926.000,,,108.159,2022-01,index (series base=100),108.159,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-05,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",79128507.000,,,115.181,2022-01,index (series base=100),115.181,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-06,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",79553319.000,,,115.799,2022-01,index (series base=100),115.799,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-07,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",72421541.000,,,105.418,2022-01,index (series base=100),105.418,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-08,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",81451154.000,,,118.561,2022-01,index (series base=100),118.561,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-09,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",79992465.000,,,116.438,2022-01,index (series base=100),116.438,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-10,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",79694742.000,,,116.005,2022-01,index (series base=100),116.005,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-11,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",78075508.000,,,113.648,2022-01,index (series base=100),113.648,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2022-12,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",72583957.000,,,105.654,2022-01,index (series base=100),105.654,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-01,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",70625461.000,,,102.803,2022-01,index (series base=100),102.803,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-02,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",66062819.000,,,96.162,2022-01,index (series base=100),96.162,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-03,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",75675822.000,,,110.155,2022-01,index (series base=100),110.155,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-04,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",62707652.000,,,91.278,2022-01,index (series base=100),91.278,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-05,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",72694340.000,,,105.815,2022-01,index (series base=100),105.815,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-06,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",70601642.000,,,102.769,2022-01,index (series base=100),102.769,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-07,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",64352738.000,,,93.673,2022-01,index (series base=100),93.673,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-08,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",68259643.000,,,99.360,2022-01,index (series base=100),99.360,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-09,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",70253991.000,,,102.263,2022-01,index (series base=100),102.263,"SITC=TOT, LAND=W1, UHBEGREB=GP."
trade,nordic_total_goods_trade_change,index_only,"Native currencies and source construction differ, so use rebased movement rather than raw levels.",index,dk_total_goods_imports,total_goods_trade_monthly,DK,2023-10,monthly,imports,StatBank imports and exports SITC,SITC2R4,Trade value,all goods,"DKK 1,000",70638099.000,,,102.822,2022-01,index (series base=100),102.822,"SITC=TOT, LAND=W1, UHBEGREB=GP."
