theme,comparison_group,comparability_flag,comparability_reason,analysis_mode,series_id,series_family,country,period,frequency,flow,source_name,dataset_or_table_id,metric,coverage,unit_raw,value_raw,unit_standardized,value_standardized,value_index_base100,index_base_period,analysis_unit,analysis_value,notes
production,nordic_oats_production_volume,level_comparable,"FI, NO and SE are aligned to oats production in 1,000 tonnes.",level,fi_oats_production,oats_production_quantity,FI,2020,annual,,Luke food commodity balance,02_Ravintotase.px,Oats production,national,"1,000 tonnes",1194.600,"1,000 tonnes",1194.600,147.536,2010,"1,000 tonnes",1194.600,"Luke commodity balance reports oats production in million kg, equivalent to 1,000 tonnes."
production,nordic_oats_production_volume,level_comparable,"FI, NO and SE are aligned to oats production in 1,000 tonnes.",level,fi_oats_production,oats_production_quantity,FI,2021,annual,,Luke food commodity balance,02_Ravintotase.px,Oats production,national,"1,000 tonnes",790.200,"1,000 tonnes",790.200,97.592,2010,"1,000 tonnes",790.200,"Luke commodity balance reports oats production in million kg, equivalent to 1,000 tonnes."
production,nordic_oats_production_volume,level_comparable,"FI, NO and SE are aligned to oats production in 1,000 tonnes.",level,fi_oats_production,oats_production_quantity,FI,2022,annual,,Luke food commodity balance,02_Ravintotase.px,Oats production,national,"1,000 tonnes",1174.300,"1,000 tonnes",1174.300,145.029,2010,"1,000 tonnes",1174.300,"Luke commodity balance reports oats production in million kg, equivalent to 1,000 tonnes."
production,nordic_oats_production_volume,level_comparable,"FI, NO and SE are aligned to oats production in 1,000 tonnes.",level,fi_oats_production,oats_production_quantity,FI,2023,annual,,Luke food commodity balance,02_Ravintotase.px,Oats production,national,"1,000 tonnes",1008.000,"1,000 tonnes",1008.000,124.491,2010,"1,000 tonnes",1008.000,"Luke commodity balance reports oats production in million kg, equivalent to 1,000 tonnes."
production,nordic_oats_production_volume,level_comparable,"FI, NO and SE are aligned to oats production in 1,000 tonnes.",level,fi_oats_production,oats_production_quantity,FI,2024,annual,,Luke food commodity balance,02_Ravintotase.px,Oats production,national,"1,000 tonnes",1207.500,"1,000 tonnes",1207.500,149.129,2010,"1,000 tonnes",1207.500,"Luke commodity balance reports oats production in million kg, equivalent to 1,000 tonnes."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-01,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.500,index (2015=100),99.500,100.000,2015-01,index (2015=100),99.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-02,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.200,index (2015=100),99.200,99.698,2015-01,index (2015=100),99.200,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-03,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.700,index (2015=100),99.700,100.201,2015-01,index (2015=100),99.700,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-04,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.800,index (2015=100),99.800,100.302,2015-01,index (2015=100),99.800,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-05,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.000,index (2015=100),100.000,100.503,2015-01,index (2015=100),100.000,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-06,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.800,index (2015=100),100.800,101.307,2015-01,index (2015=100),100.800,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-07,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.700,index (2015=100),100.700,101.206,2015-01,index (2015=100),100.700,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-08,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.200,index (2015=100),100.200,100.704,2015-01,index (2015=100),100.200,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-09,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.400,index (2015=100),100.400,100.905,2015-01,index (2015=100),100.400,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-10,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.400,index (2015=100),100.400,100.905,2015-01,index (2015=100),100.400,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-11,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.600,index (2015=100),99.600,100.101,2015-01,index (2015=100),99.600,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2015-12,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.800,index (2015=100),99.800,100.302,2015-01,index (2015=100),99.800,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-01,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.400,index (2015=100),99.400,99.899,2015-01,index (2015=100),99.400,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-02,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.900,index (2015=100),99.900,100.402,2015-01,index (2015=100),99.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-03,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.000,index (2015=100),99.000,99.497,2015-01,index (2015=100),99.000,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-04,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.500,index (2015=100),99.500,100.000,2015-01,index (2015=100),99.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-05,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.400,index (2015=100),100.400,100.905,2015-01,index (2015=100),100.400,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-06,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.500,index (2015=100),100.500,101.005,2015-01,index (2015=100),100.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-07,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.500,index (2015=100),100.500,101.005,2015-01,index (2015=100),100.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-08,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.600,index (2015=100),100.600,101.106,2015-01,index (2015=100),100.600,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-09,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.200,index (2015=100),100.200,100.704,2015-01,index (2015=100),100.200,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-10,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),99.800,index (2015=100),99.800,100.302,2015-01,index (2015=100),99.800,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-11,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.600,index (2015=100),100.600,101.106,2015-01,index (2015=100),100.600,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2016-12,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),100.900,index (2015=100),100.900,101.407,2015-01,index (2015=100),100.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-01,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),101.400,index (2015=100),101.400,101.910,2015-01,index (2015=100),101.400,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-02,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.500,index (2015=100),102.500,103.015,2015-01,index (2015=100),102.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-03,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),101.400,index (2015=100),101.400,101.910,2015-01,index (2015=100),101.400,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-04,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),101.500,index (2015=100),101.500,102.010,2015-01,index (2015=100),101.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-05,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.200,index (2015=100),102.200,102.714,2015-01,index (2015=100),102.200,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-06,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.900,index (2015=100),102.900,103.417,2015-01,index (2015=100),102.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-07,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),104.600,index (2015=100),104.600,105.126,2015-01,index (2015=100),104.600,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-08,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),104.000,index (2015=100),104.000,104.523,2015-01,index (2015=100),104.000,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-09,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),103.900,index (2015=100),103.900,104.422,2015-01,index (2015=100),103.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-10,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),103.700,index (2015=100),103.700,104.221,2015-01,index (2015=100),103.700,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-11,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),104.000,index (2015=100),104.000,104.523,2015-01,index (2015=100),104.000,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2017-12,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.900,index (2015=100),102.900,103.417,2015-01,index (2015=100),102.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-01,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),103.000,index (2015=100),103.000,103.518,2015-01,index (2015=100),103.000,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-02,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),103.400,index (2015=100),103.400,103.920,2015-01,index (2015=100),103.400,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-03,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.400,index (2015=100),102.400,102.915,2015-01,index (2015=100),102.400,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-04,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.900,index (2015=100),102.900,103.417,2015-01,index (2015=100),102.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-05,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.900,index (2015=100),102.900,103.417,2015-01,index (2015=100),102.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-06,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.900,index (2015=100),102.900,103.417,2015-01,index (2015=100),102.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-07,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),103.600,index (2015=100),103.600,104.121,2015-01,index (2015=100),103.600,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-08,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.500,index (2015=100),102.500,103.015,2015-01,index (2015=100),102.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-09,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),103.100,index (2015=100),103.100,103.618,2015-01,index (2015=100),103.100,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-10,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.900,index (2015=100),102.900,103.417,2015-01,index (2015=100),102.900,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-11,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),103.200,index (2015=100),103.200,103.719,2015-01,index (2015=100),103.200,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2018-12,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),102.700,index (2015=100),102.700,103.216,2015-01,index (2015=100),102.700,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2019-01,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),104.100,index (2015=100),104.100,104.623,2015-01,index (2015=100),104.100,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2019-02,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),104.500,index (2015=100),104.500,105.025,2015-01,index (2015=100),104.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2019-03,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),104.100,index (2015=100),104.100,104.623,2015-01,index (2015=100),104.100,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,nordic_food_price_index,level_comparable,Shared Eurostat HICP food index with common methodology and common 2015=100 base.,level,hicp_food_dk,food_hicp_monthly,DK,2019-04,monthly,,Eurostat HICP monthly,prc_hicp_midx,HICP food and non-alcoholic beverages,food and non-alcoholic beverages,index (2015=100),103.500,index (2015=100),103.500,104.020,2015-01,index (2015=100),103.500,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
