id,pakke,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,status,relevans,kommentar
G4-NO-014,G4,K3,NO,import og innsatsvarer;avfall og sidestrømmer,"SUSFEED (Ruralis m.fl., 2021–2026) utvikler modell for norsk fôrforsyning med 18 nærings-/interessentpartnere.",fakta,,,2021,https://ruralis.no/en/projects/susfeed-baerekraftig-norsk-forproduksjon/,Ruralis,,Collaboration partners,"working closely with 18 business partners, stakeholders",primær,lest_i_kilde,hvitbok_kap7,Konverteringskanal industri
G4-NO-015,G4,K3,NO,"forbruk, storhusholdning og kjøkken;distribusjon og handel","FOODprepared (SIFO/OsloMet, NFR, 2026–2029) skal lage veikart for styrket kommunal matberedskap og database over regional selvforsyning.",fakta,,,2026,https://www.oslomet.no/forskning/forskningsprosjekter/foodprepared,OsloMet / SIFO,2026,Leveranser,veikart for styrket matberedskap for en koordinert kommunal innsats,primær,lest_i_kilde,søknad,"Partnere KS, Mattilsynet, NIBIO, KU"
G4-NO-016,G4,K3,NO,,"NMBU, Nofima, NIBIO, SINTEF, Ruralis og OsloMet/SIFO er forskningsutførende organisasjoner i Norge og kan dermed være NordForsk-prosjekteier i matsecurity-utlysningen.",vurdering,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ,project owner must be a research performing organisation,primær,lest_i_kilde,søknad,Institusjonstype verifisert via institusjonssider
G4-SE-001,G4,K3,SE,"primærproduksjon;foredling;forbruk, storhusholdning og kjøkken",SLU deltar som akademisk partner i alle fem Formas-sentre for økt beredskap og konkurransekraft i livsmedelssystemet (kunngjort nov/des 2024).,fakta,,,2024,https://www.slu.se/nyheter/2024/12/slu-medverkar-i-fem-nya-centrumbildningar/,SLU,2024-12-13,Ingress,SLU medverkar som akademisk partner i alla fem,primær,lest_i_kilde,aktørkart,"PLATE, Food Defence, PLENTY, AgroDrive, FORCE"
G4-SE-002,G4,K3,SE,primærproduksjon,"Food Defence Research Centre (FOI-koordinert) inkluderer SLU, SVA, Livsmedelsverket og Jordbruksverket for å håndtere angrep mot livsmedelssystemet.",fakta,,,2024,https://www.slu.se/nyheter/2024/12/slu-medverkar-i-fem-nya-centrumbildningar/,SLU,2024-12-13,Food Defence-avsnitt,"tillsammans med SLU, SVA, Livsmedelsverket och Jordbruksverket",primær,lest_i_kilde,hvitbok_kap10,Myndighetsintegrert FoU
G4-SE-003,G4,K3,SE,foredling;avfall og sidestrømmer,"FORCE (Lund-koordinert Formas-senter) skal styrke beredskap, bærekraft og konkurransekraft i svensk livsmedelssystem med akademi, industri og offentlig sektor.",fakta,,,2024,https://force-sweden.se/,FORCE / Lunds universitet,2024,Om centret,"stärka beredskap, hållbarhet och konkurrenskraft",primær,lest_i_kilde,aktørkart,
G4-SE-004,G4,K3,SE,distribusjon og handel,Länsstyrelsen Skåne oppgir som FORCE-partner at senteret vil bidra til deres arbeid med försörjnings- och förmågeplanering i livsmedelssektoren.,case,,,2024,https://force-sweden.se/,FORCE,,Partners – Länsstyrelsen Skåne,bidra mycket till vårt arbete med försörjnings- och förmågeplanering,primær,lest_i_kilde,hvitbok_kap10,Dokumentert forventet myndighetsbruk
G4-SE-005,G4,K3,SE,primærproduksjon;foredling,AgroDrive (RISE-ledet Formas-senter) skal bidra til fossilfri energi i jordbruk/livsmedel og samtidig styrke Sveriges evne til å produsere mat i krisetid.,fakta,,,2024,https://www.slu.se/nyheter/2024/12/slu-medverkar-i-fem-nya-centrumbildningar/,SLU (omtale av RISE-senter),2024-12-13,AgroDrive-avsnitt,stärka Sveriges förmåga att producera livsmedel i kristider,primær,lest_i_kilde,hvitbok_kap7,RISE.se blokkert i søk; SLU primær for denne påstanden
G4-SE-006,G4,K3,SE,primærproduksjon;distribusjon og handel;avfall og sidestrømmer,"RegioFoodS (Lund koordinator, Vinnova/FutureFoodS, feb 2026–jan 2029) utvikler metode for å kartlegge langsiktig resiliens i regionale nordisk-baltiske matsystemer.",fakta,,,2026,https://www.vinnova.se/p/fran-regionalt-till-transnationellt-varde---hur-regionala-livsmedelssystem-kan-starka-resiliens-och-sjalvforsorjning-i-norden-och-baltikum---regiofoods/,Vinnova,2025,Prosjektinfo,långsiktiga motståndskraften hos regionala livsmedelssystem,primær,lest_i_kilde,søknad,Diarienummer 2025-00081
G4-SE-007,G4,K3,SE,primærproduksjon,"AgroMixNorth (NordForsk 2023–2026), ledet av Anke Herrmann ved SLU, forsker på klimasmarte diversifiserte dyrkingssystemer i Norden/Baltikum.",fakta,,,2023,https://nordforsk.org/projects/climate-smart-resilience-through-diversified-cropping-systems-identifying-springboards,NordForsk,2023,Project facts,Project leader Anke Herrmann. Swedish University of Agricultural Sciences SLU,primær,lest_i_kilde,aktørkart,Prior NordForsk-deltakelse SLU
G4-SE-008,G4,K3,SE,,"SLU tilbyr master Sustainable Food Systems (120 credits, Uppsala) med bredde langs verdikjeden; dedikert livsmedelsberedskap-kurs ikke funnet i avgrenset søk.",fakta,,,2026,https://www.slu.se/en/study/programmes-courses/masters-programmes/sustainable-food-systems/,SLU,,Programme information,challenges throughout the food chain,primær,lest_i_kilde,søknad,
G4-SE-009,G4,K3,SE,,Lunds universitet mottar ca. 45 av 60 millioner kroner i FORCE-senteret for forskerstillinger ved LTH og Ekonomihögskolan.,tall,45,MSEK (ca.),2024,https://www.lu.se/artikel/nytt-centrum-livsmedelsberedskap-far-60-miljoner-kronor,Lunds universitet,2024-12-04,Artikkeltekst,varav knappt 45 miljoner går till Lunds universitet,primær,lest_i_kilde,aktørkart,
G4-FI-001,G4,K3,FI,primærproduksjon;distribusjon og handel,"TREFORM (Luke, Suomen Akatemia, 2020–2023) utviklet løsninger og anbefalinger for beslutningstaking for mer resilient matsystem og kriseberedskap.",fakta,,,2023,https://www.luke.fi/en/projects/treform,Luke,,Introduction,recommendations for short and long term decision-making,primær,lest_i_kilde,hvitbok_kap10,
G4-FI-002,G4,K3,FI,primærproduksjon,"BuildBackBetter (Luke, 2021–2023) identifiserte systemiske løftestenger for resiliens og adaptiv kapasitet i finsk matsystem.",fakta,,,2023,https://www.luke.fi/en/projects/bbb-buildbackbetter,Luke,,Objective,enhancing resilience and adaptive capacity of the system,primær,lest_i_kilde,aktørkart,
G4-FI-003,G4,K3,FI,primærproduksjon;foredling;distribusjon og handel,"SecureFood (Horizon Europe 101136583, 2024–2027) inkluderer Luke (LUONNONVARAKESKUS) som partner; total EU-bidrag ca. 8 M€.",tall,7999093.75,EUR,2024,https://cordis.europa.eu/project/id/101136583,European Commission / CORDIS,2023-12-06,Project Information / Participants,LUONNONVARAKESKUS,primær,lest_i_kilde,søknad,Horizon-deltakelse Luke
G4-FI-004,G4,K3,FI,primærproduksjon,"ARMAS (Ruralia/Helsinki, 2024–2027) skal styrke matsystemaktørers kompetanse om huoltovarmuus/resilienssi og utrulle planleggingsverktøy for elintarvikehuoltovarmuus.",fakta,,,2024,https://researchportal.helsinki.fi/fi/projects/huoltovarmuutta-ja-resilienssi%C3%A4-ruokaj%C3%A4rjestelm%C3%A4%C3%A4n-2/,Helsingin yliopisto / Ruralia,2024,Kuvaus,tuottaa elintarvikkeiden huoltovarmuussuunnittelun työvälineitä,primær,lest_i_kilde,hvitbok_kap10,Planlagt konvertering
G4-DK-001,G4,K3,DK,,"Danske forskningsmiljøer kan være partnere i NordForsk food security-utlysningen, men ikke prosjekteier.",policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ,project owner cannot be from Denmark,primær,lest_i_kilde,søknad,"Gjelder DTU, Aarhus, KU"
G4-DK-002,G4,K3,DK,import og innsatsvarer;primærproduksjon,IFRO/Københavns universitet leverte Food security in Denmark: A data-driven assessment (2024) på oppdrag fra Fødevarestyrelsen.,case,,,2024,https://researchprofiles.ku.dk/en/publications/food-security-in-denmark-a-data-driven-assessment/,University of Copenhagen / IFRO,2024,Commissioning body,Commissioning body Danish Veterinary and Food Administration,primær,lest_i_kilde,hvitbok_kap10,Dokumentert konvertering
G4-DK-003,G4,K3,DK,"forbruk, storhusholdning og kjøkken;distribusjon og handel","FoodCLIC (Horizon, 2022–2027) ved Aarhus universitet utvikler urbane matpolicyer og Living Labs for sunne/bærekraftige matomgivelser.",fakta,,,2022,https://pure.au.dk/portal/en/projects/integrated-urban-food-policies-developing-sustainability-co-benef/,Aarhus University,2022,Description,urban food environments that make healthy and sustainable food available,primær,lest_i_kilde,aktørkart,"Resiliens/tilgjengelighet, ikke eksplisitt kriseberedskap"
G4-DK-004,G4,K3,DK,foredling,"DTU Food arbeider primært med mattrygghet, helse og bærekraftig matteknologi; formell forsyningsberedskapsprofil ikke funnet som hovedspor i avgrenset søk.",vurdering,,,2026,https://www.food.dtu.dk/english,DTU National Food Institute,,Forside,"Healthy, safe, and sustainable food",primær,lest_i_kilde,aktørkart,status=lest_i_kilde; negativt funn avgrenset
G4-IS-001,G4,K3,IS,primærproduksjon,Landbúnaðarháskóli Íslands publiserte rapporten Fæðuöryggi á Íslandi for Ministry of Industries and Innovation; Matís omtaler domestisk korn til mat ca. 1 % av konsum.,case,1,%,2021,https://matis.is/en/frettir/faeduoryggi-a-islandi-taekifaeri-i-framleidslu-a-korni/,Matís (omtale av LbhÍ-rapport),2021-04-07,Artikkel,domestic production of cereals for human consumption is only about 1%,primær,lest_i_kilde,hvitbok_kap10,Myndighetsoppdrag ifølge Matís; tall fra LbhÍ-rapport
G4-IS-002,G4,K3,IS,primærproduksjon;foredling,Matís driver FoU på islandsk bygg og havre i verdikjede fra høsting til matproduksjon i samarbeid med Landbúnaðarháskóli og industri.,fakta,,,2021,https://matis.is/en/frettir/faeduoryggi-a-islandi-taekifaeri-i-framleidslu-a-korni/,Matís,2021-04-07,Artikkel,value chain of grain from grain cutting to food production,primær,lest_i_kilde,aktørkart,
G4-EE-001,G4,K3,EE,avfall og sidestrømmer,Eesti Maaülikool deltar i BioBaltic – nordisk-baltisk samarbeid om sirkulær bioøkonomi.,fakta,,,,https://www.emu.ee/biobaltic-nordicbaltic-cooperation-on-circular-bioeconomy,Eesti Maaülikool,,Prosjektside,Nordic-Baltic Cooperation on circular bioeconomy,primær,lest_i_kilde,aktørkart,Eksplisitt matberedskap ikke funnet
G4-LT-001,G4,K3,LT,primærproduksjon;distribusjon og handel,Vytautas Magnus-universitetet er partner i RegioFoodS (FutureFoodS 2026–2029) om regionale matsystemers resiliens i Norden og Baltikum.,fakta,,,2026,https://www.helsinki.fi/en/ruralia-institute/regiofoods,University of Helsinki Ruralia (RegioFoodS),2026,Prosjektomtale,regional food systems,primær,lest_i_kilde,aktørkart,Bekreftet også via Vinnova/Lund; VMU i partnerliste i søk
G4-EE-002,G4,K3,EE,,Estiske og litauiske forskningsutførende organisasjoner kan være NordForsk-prosjekteier; ved baltisk eier kreves nordisk co-host for nordisk finansieringsavtale (call FAQ).,policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ consortia / eligibility,"from Norway, Sweden, Finland, Faroe Islands, Iceland, Estonia or Lithuania",primær,lest_i_kilde,søknad,Co-host-krav beskrevet i ETAG/FAQ
G4-XX-001,G4,K3,Norden,foredling,"Nofimas nordiske akvatiske matsystem-prosjekt inkluderer partnere i NO, SE, DK, FI, IS/Færøyene og knytter eksplisitt akvatisk mat til beredskap.",fakta,,,2024,https://nofima.no/prosjekt/akvatiske-matsystemer-i-norden/,Nofima,2024,Samarbeid,Island: Islands Universitet,primær,lest_i_kilde,aktørkart,
G4-XX-002,G4,K3,Norden,,Dedikerte etterutdanningstilbud med eksplisitt tittel matberedskap/livsmedelsberedskap ble ikke funnet i avgrenset søk blant startmiljøene; nærmeste er matsystemmastere (NMBU/SLU) og ARMAS-kompetanseformidling.,vurdering,,,2026,https://www.nmbu.no/en/studies/master-2-year/sustainable-food-systems,NMBU m.fl.,,Søkelogg G4,Sustainable Food Systems,primær,lest_i_kilde,søknad,Negativt funn – ikke bevis for at tilbud ikke finnes
G4-XX-003,G4,K3,NO,import og innsatsvarer,Ifølge Nofima ble kun 8 % av ingrediensene i laksefôr produsert i Norge i 2020 – brukt som bakgrunn for sjømat-matsikkerhetsprosjektet.,tall,8,%,2020,https://nofima.com/projects/the-role-of-seafood-in-norwegian-food-security/,Nofima,2025,Background,only 8% of the ingredients in salmon feed were produced in Norway,primær,lest_i_kilde,bakgrunn,Sitert prosjektbakgrunn; ikke ny egenanalyse
G4-SE-010,G4,K3,SE,"forbruk, storhusholdning og kjøkken","PLATE-senteret (Stockholm Resilience Centre m. SLU) skal forske på måltiders rolle for økt beredskap, bærekraft og konkurransekraft.",fakta,,,2024,https://www.slu.se/nyheter/2024/12/slu-medverkar-i-fem-nya-centrumbildningar/,SLU,2024-12-13,PLATE-avsnitt,"måltidens roll för ökad beredskap, hållbarhet och konkurrenskraft",primær,lest_i_kilde,hvitbok_kap7,
G4-FI-005,G4,K3,FI,,Luke og Ruralia (Helsinki) er forskningsutførende og kan være NordForsk-prosjekteier; SecureFood viser Lukes Horizon-deltakelse på food systems resilience.,vurdering,,,2026,https://www.luke.fi/en/projects/securefood,Luke,2024,Project page,"enhance resilience, contribute to food security",primær,lest_i_kilde,søknad,
