priority,source,id,title,year,url,url_type,access,target_path,note
P1,theses.ts,simonsen-2017,Digitaliseringen av norsk dagligvarehandel,2017,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2456020,landing_page,open,research/evidence-pack/akademia/simonsen-2017.pdf,thesis; inst=NTNU
P1,theses.ts,granlund-lindskog-2024,The Status of Operational Technology Cybersecurity within The Norwegian Food Supply Sector,2024,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/3156088,landing_page,open,research/evidence-pack/akademia/granlund-lindskog-2024.pdf,thesis; inst=NTNU
P1,theses.ts,sandbraaten-2023,Hvordan kan Norge vri matkonsumet gronnere?,2023,https://www.duo.uio.no/handle/10852/103341,landing_page,open,research/evidence-pack/akademia/sandbraaten-2023.pdf,thesis; inst=UiO
P1,theses.ts,tallaksen-2022,Mot baerekraftige kostholdsendringer,2022,https://uia.brage.unit.no/uia-xmlui/handle/11250/3008873,landing_page,open,research/evidence-pack/akademia/tallaksen-2022.pdf,thesis; inst=UiO
P1,theses.ts,vangelsten-2017,Mot et baerekraftig norsk matsystem: Effekt pa selvforsyningsgrad og norsk jordbruk ved redusert konsum av kjott,2017,https://nordopen.nord.no/nord-xmlui/handle/11250/2491452,landing_page,open,research/evidence-pack/akademia/vangelsten-2017.pdf,thesis; inst=Nord Universitet
P1,theses.ts,moe-2018,Alternative Food Networks — the Case of CSA in Norway,2018,https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/2569075,landing_page,open,research/evidence-pack/akademia/moe-2018.pdf,thesis; inst=NMBU
P1,theses.ts,jevne-schiotz-2021,"Digitaliseringsstrategier for alternative matsystemer, med utgangspunkt i REKO-ringen",2021,https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/2788657,landing_page,open,research/evidence-pack/akademia/jevne-schiotz-2021.pdf,thesis; inst=NMBU
P1,theses.ts,tesdal-2013,Nokkelhull pa matvarer — private aktorers okonomiske interesser og konsekvensene for myndighetenes merkeordning,2013,https://www.duo.uio.no/handle/10852/34009,landing_page,open,research/evidence-pack/akademia/tesdal-2013.pdf,thesis; inst=UiO
P1,theses.ts,handlykken-2023,Nudging som atferdsoekonomisk virkemiddel for forbrukeratferd i dagligvare,2023,https://oda.oslomet.no/oda-xmlui/handle/11250/3101983,landing_page,open,research/evidence-pack/akademia/handlykken-2023.pdf,thesis; inst=OsloMet
P1,theses.ts,paschen-eriksen-2014,Matpolitikk i Norge — fremdeles norsk? Norsk forvaltnings arbeid med politikkutvikling innenfor EOS,2014,https://uia.brage.unit.no/uia-xmlui/handle/11250/276369,landing_page,open,research/evidence-pack/akademia/paschen-eriksen-2014.pdf,thesis; inst=UiA
P1,theses.ts,storm-teigland-2017,The Business of Food Waste: A Case Study of REMA 1000,2017,https://research.cbs.dk/en/studentProjects/f94eaa1d-15c1-404b-8e1b-b7ce56fe317d,landing_page,open,research/evidence-pack/akademia/storm-teigland-2017.pdf,thesis; inst=CBS
P1,theses.ts,schuler-2017,Food Loss and Waste in the Fresh Potato Supply Chain of Denmark,2017,https://research.cbs.dk/da/studentProjects/4d595881-09e8-4903-a8ee-8884cb878a8b,landing_page,open,research/evidence-pack/akademia/schuler-2017.pdf,thesis; inst=CBS
P1,theses.ts,nielsen-andersen-2016,Danish Grocery Retail: Does Preference Structure Influence the Perception of Price and Quality?,2016,https://research.cbs.dk/en/studentProjects/danish-grocery-retail-does-preference-structure-influence-the-per,landing_page,open,research/evidence-pack/akademia/nielsen-andersen-2016.pdf,thesis; inst=CBS
P1,theses.ts,syroegina-2016,Retailer\'s role in reducing food waste: Case study of Finnish retailers,2016,https://aaltodoc.aalto.fi/handle/123456789/21500,landing_page,open,research/evidence-pack/akademia/syroegina-2016.pdf,thesis; inst=Aalto University
P1,theses.ts,naess-2024,To-rolle-plattformer og egne merkevarer: en analyse av konkurranse- og velferdseffekter,2024,https://www.uib.no/econ/38279/masteroppgaver,landing_page,open,research/evidence-pack/akademia/naess-2024.pdf,thesis; inst=UiB
P1,theses.ts,hagan-2025,The Impact of Food Loss and Waste Reduction Practices on Consumer Grocery Store Choice,2025,https://trace.tennessee.edu/cgi/viewcontent.cgi?article=14738&context=utk_gradthes,landing_page,open,research/evidence-pack/akademia/hagan-2025.pdf,thesis; inst=University of Tennessee
P1,theses.ts,segersven-2024,Development of risk management and resilience of supply chains in Finnish food industry companies post-COVID-19,2024,https://urn.fi/URN:NBN:fi-fe2024043024001,landing_page,open,research/evidence-pack/akademia/segersven-2024.pdf,thesis; inst=LUT University
P1,theses.ts,lund-beijer-2026,Impact of food retail market power on small food producers in Sweden: Challenges and opportunities,2026,https://www.sciencedirect.com/science/article/pii/S305083552600001X,landing_page,open,research/evidence-pack/akademia/lund-beijer-2026.pdf,thesis; inst=Lund University
P1,theses.ts,desilva-2023,Circular value creation in the Swedish seafood processing industry,2023,https://gupea.ub.gu.se/bitstreams/6e66da02-1db0-42e1-9271-dab77e2ec243/download,landing_page,open,research/evidence-pack/akademia/desilva-2023.pdf,thesis; inst=University of Gothenburg
P1,theses.ts,slu-house-crickets-2025,Integrating house crickets in circular food systems,2025,https://pub.epsilon.slu.se/id/document/20453027,landing_page,open,research/evidence-pack/akademia/slu-house-crickets-2025.pdf,thesis; inst=Swedish University of Agricultural Sciences (SLU)
P1,theses.ts,bojo-2023,Circular food systems: a content and discourse analysis,2023,https://kth.diva-portal.org/smash/get/diva2:1802630/FULLTEXT01.pdf,direct_pdf,open,research/evidence-pack/akademia/bojo-2023.pdf,thesis; inst=KTH
P1,theses.ts,mirza-2016,Circular economy in the food and retail industry: a case study of ICA,2016,https://uu.diva-portal.org/smash/get/diva2:938165/FULLTEXT01.pdf,direct_pdf,open,research/evidence-pack/akademia/mirza-2016.pdf,thesis; inst=Uppsala University
P1,theses.ts,van-straten-2025,Circular business models in Finnish food companies,2025,https://www.diva-portal.org/smash/get/diva2:2041632/FULLTEXT01.pdf,direct_pdf,open,research/evidence-pack/akademia/van-straten-2025.pdf,thesis; inst=Södertörn University
P1,theses.ts,bueso-bordils-2021,Circular economy mapping on Bornholm island,2021,https://vbn.aau.dk/ws/files/423552694/Master_Thesis_Vicente_Bueso_Bordils.pdf,direct_pdf,open,research/evidence-pack/akademia/bueso-bordils-2021.pdf,thesis; inst=Aalborg University
P1,theses.ts,nmbu-circular-vegetables-2022,Barriers and drivers to a circular economy for vegetables in the Norwegian food sector,2022,https://agris.fao.org/search/en/providers/122576/records/6474afcaf2e6fe92b3632ace,landing_page,open,research/evidence-pack/akademia/nmbu-circular-vegetables-2022.pdf,thesis; inst=NMBU
P2,pubmed-wave1,meltzer-hm-2025-what-is-a-sustainable-diet,What is a sustainable diet in the Norwegian context?,2025,https://doi.org/10.1177/14034948241269763,doi,paywalled,research/evidence-pack/akademia/pubmed/meltzer-hm-2025-what-is-a-sustainable-diet.pdf,metadata_only
P2,pubmed-wave1,parra-lopez-c-2026-enabling-the-circular-food-economy,Enabling the Circular Food Economy Through Industry 4.0,2026,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1541-4337.70431,landing_page,open,research/evidence-pack/akademia/pubmed/parra-lopez-c-2026-enabling-the-circular-food-economy.pdf,curl download failed
P2,pubmed-wave1,stoknes-k-2016-efficiency-of-a-novel-food,"Efficiency of a novel ""Food to waste to food"" system",2016,https://doi.org/10.1016/j.wasman.2016.06.027,doi,paywalled,research/evidence-pack/akademia/pubmed/stoknes-k-2016-efficiency-of-a-novel-food.pdf,metadata_only
P2,pubmed-wave1,feng-l-2023-developing-a-biogas-centralised-circular,Developing a biogas centralised circular bioeconomy using agricultural residues,2023,https://doi.org/10.1016/j.scitotenv.2023.161656,doi,paywalled,research/evidence-pack/akademia/pubmed/feng-l-2023-developing-a-biogas-centralised-circular.pdf,metadata_only
P2,pubmed-wave1,aschemann-witzel-j-2017-consumer-behaviour-towards-price-reduced,Consumer behaviour towards price-reduced suboptimal foods,2017,https://doi.org/10.1016/j.appet.2017.05.013,doi,paywalled,research/evidence-pack/akademia/pubmed/aschemann-witzel-j-2017-consumer-behaviour-towards-price-reduced.pdf,metadata_only
P2,pubmed-wave1,gebreeyessus-gd-2022-towards-the-sustainable-and-circular,Towards the sustainable and circular bioeconomy: Insights on spent coffee grounds valorization,2022,https://doi.org/10.1016/j.scitotenv.2022.155113,doi,paywalled,research/evidence-pack/akademia/pubmed/gebreeyessus-gd-2022-towards-the-sustainable-and-circular.pdf,metadata_only
P2,pubmed-wave1,falch-e-2026-maximizing-the-utilization-of-seafood,Maximizing the utilization of seafood resources,2026,https://doi.org/10.1016/bs.afnr.2025.08.001,doi,paywalled,research/evidence-pack/akademia/pubmed/falch-e-2026-maximizing-the-utilization-of-seafood.pdf,metadata_only
P2,sources.ts,src-13,Foreslår nye hovedmål for inntektsmåling og analyserer primærprodusentens kår.,,https://www.regjeringen.no/no/dokumenter/nou-2022-14/id2930144/,landing_page,unknown,research/evidence-pack/offentlig/src-13.pdf,sourcedoc; filename=nou-2022-14-sammendrag.md
P2,sources.ts,src-16,Kritisk analyse av systemets sårbarhet og manglende kriseplanlegging.,,https://www.riksrevisjonen.no/rapporter-mappe/no-2023-2024/matsikkerhet-og-beredskap-pa-jordbruksomradet/,landing_page,unknown,research/evidence-pack/offentlig/src-16.pdf,sourcedoc; filename=beredskap-2023.md
P2,sources.ts,src-18,Samvirkemodellens resultater og vekst for Extra.,,https://coop.no/om-coop/virksomheten/finansiell-informasjon/,landing_page,unknown,research/evidence-pack/offentlig/src-18.pdf,sourcedoc; filename=coop-2024.md
P2,sources.ts,src-24,Regulering av markedsmakt med automatisk dominans-presumsjon over 30%.,,https://www.kkv.fi/en/,landing_page,unknown,research/evidence-pack/offentlig/src-24.pdf,sourcedoc; filename=kkv-4a-dominans.md
P2,sources.ts,src-27,Status for regjeringens 10-punktsplan for dagligvarebransjen.,,regjeringen.no,unknown,unknown,research/evidence-pack/offentlig/src-27.pdf,sourcedoc; filename=meld-st-4-dagligvare.md
P2,sources.ts,src-30,Dokumenterer infrastruktur og logistikkens rolle i verdikjeden.,,asko.no,unknown,unknown,research/evidence-pack/offentlig/src-30.pdf,sourcedoc; filename=asko-infrastruktur-2025.md
P2,sources.ts,src-31,Metodisk grunnlag for å vurdere matsikkerhet i energi og volum.,,nibio.no,unknown,unknown,research/evidence-pack/offentlig/src-31.pdf,sourcedoc; filename=nibio-selvforsyning-metode.md
P2,sources.ts,src-32,Kvantifiserer ressurstap i hele verdikjeden.,,matvett.no,unknown,unknown,research/evidence-pack/offentlig/src-32.pdf,sourcedoc; filename=matsvinn-2024.md
P2,sources.ts,src-33,Dokumenterer Norges prisposisjon sammenlignet med EU.,,ec.europa.eu/eurostat,unknown,unknown,research/evidence-pack/offentlig/src-33.pdf,sourcedoc; filename=price-levels-2024.md
P2,sources.ts,src-35,Sosial bærekraft og etisk handel i matsystemet.,,framtiden.no,unknown,unknown,research/evidence-pack/offentlig/src-35.pdf,sourcedoc; filename=fivh-etikk-2025.md
P2,sources.ts,src-36,Status for nye regulatoriske verktøy for å tøyle markedsmakt.,,konkurransetilsynet.no,unknown,unknown,research/evidence-pack/offentlig/src-36.pdf,sourcedoc; filename=markedsundersokelser-status.md
P2,sources.ts,src-37,Vurderer EMVs effekt på konkurranse og innovasjonstakt.,,menon.no,unknown,unknown,research/evidence-pack/offentlig/src-37.pdf,sourcedoc; filename=menon-emv-innovasjon.md
P2,sources.ts,src-38,Teoretisk rammeverk for kjøpermakt og forbrukervelferd.,,uib.no/econ,unknown,unknown,research/evidence-pack/offentlig/src-38.pdf,sourcedoc; filename=uib-kjøpermakt.md
P2,sources.ts,src-39,Gjennomgang av den finske modellen for beredskapslagring.,,nesafinland.fi,unknown,unknown,research/evidence-pack/offentlig/src-39.pdf,sourcedoc; filename=finsk-modell-hvk.md
P2,sources.ts,src-40,Systemkritikk fra produsentens ståsted om selvforsyning og import.,,smabrukarlaget.no,unknown,unknown,research/evidence-pack/offentlig/src-40.pdf,sourcedoc; filename=nbs-systemkritikk.md
P2,sources.ts,src-43,Dokumenterer lekkasje fra det norske matsystemet til Sverige.,,ssb.no/grensehandel,unknown,unknown,research/evidence-pack/offentlig/src-43.pdf,sourcedoc; filename=grensehandel-2025.md
P2,sources.ts,src-48,Leverandørperspektiv på maktbalanse og logistikk-monopol.,,dlf.no,unknown,unknown,research/evidence-pack/offentlig/src-48.pdf,sourcedoc; filename=dlf-leverandør-2025.md
P2,sources.ts,src-49,Nye sporbarhetskrav for fôrimport og kjøttproduksjon.,,miljodirektoratet.no,unknown,unknown,research/evidence-pack/offentlig/src-49.pdf,sourcedoc; filename=eudr-norge-2025.md
P2,sources.ts,src-63,"Bedriftsdata for 14 norske mataktorer: org.nr, eierstruktur, aksjonaerer, styrer, regnskap, tilskudd, IP. Basert paa brreg.no API og offentlige kilder.",,https://data.brreg.no/enhetsregisteret/api,landing_page,unknown,research/evidence-pack/offentlig/src-63.pdf,sourcedoc; filename=09-norsk-bedriftsdata.md
P2,sources.ts,src-65,"10 primaerkilder: NOU 2013:6, Meld. St. 9/11/4, Prop. 33 L, markedsetterforskning, lov om god handelsskikk, konkurranseloven, finsk 4a, EU UTP.",,https://www.regjeringen.no/,landing_page,unknown,research/evidence-pack/offentlig/src-65.pdf,sourcedoc; filename=nou-stortingsdok-juridisk.md
P2,sources.ts,src-72,Wageningen-rammeverk med 4 operative prinsipper for sirkulaere matsystemer og biomassehierarki.,,https://doi.org/10.18174/638397,doi,unknown,research/evidence-pack/offentlig/src-72.pdf,sourcedoc; filename=sirkulaer-matsystem-rammeverk.md
P2,sources.ts,src-74,Oppdatert planetaert referansekoshold med sterkere vekt paa regenerativt landbruk og sirkulaer biomasse.,,https://eatforum.org/eat-lancet-commission/,landing_page,unknown,research/evidence-pack/offentlig/src-74.pdf,sourcedoc; filename=eat-lancet-2025.md
P2,sources.ts,src-80,"7-domene komposittindeks for food access i UK. Kombinerer GIS, kvalitet og oekonomi.",,https://data.cdrc.ac.uk/,landing_page,unknown,research/evidence-pack/offentlig/src-80.pdf,sourcedoc; filename=cdrc-priority-places.md
