url,source_type,source_id,source_priority,domain,protocol
"https://www.kkv.fi/en/current/press-releases/competition-act-provision-on-grocery-trade-became-effective-on-1st-of-january/",report_canonical,kkv-fi-4a-dominans,5.0,kkv.fi,https
"https://www.samkeppni.is/urlausnir/skyrslur/",report_canonical,is-markedsstruktur-2024,5.0,samkeppni.is,https
"https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2024-5.pdf",report_canonical,se-konkurrensverket-2024-5,5.0,konkurrensverket.se,https
"https://www.dagligvaretilsynet.no/s/dagligvare_rapport-yn2p.pdf",report_canonical,dt-samarbeidsklima-2025,5.0,dagligvaretilsynet.no,https
"https://www.regjeringen.no/contentassets/06b381ba03a74b4e9c58822890f7cc2f/utredning-av-funksjonelt-og-regnskapsmessig-skille-i-verdikjeden-for-mat-og-dagligvarer.pdf",report_canonical,menon-funksjonelt-skille-2026,5.0,regjeringen.no,https
"https://www.coop.no/om-coop/virksomheten/arsrapport",report_canonical,coop-2024,5.0,coop.no,https
"https://www.norgesgruppen.no/globalassets/finansiell-informasjon/rapporter/2024/ng_ars--og-barekraftsrapport-2024.pdf",report_canonical,norgesgruppen-2024-25,5.0,norgesgruppen.no,https
"https://www.reitanretail.no/om-oss/rapporter",report_canonical,reitan-2024-25,5.0,reitanretail.no,https
"https://asko.no/en/about-us/",report_canonical,asko-infrastruktur-2025,5.0,asko.no,https
"https://www.virke.no/analyse/statistikk-rapporter/dagligvarehandelen/",report_canonical,dagligvarerapporten-2025,5.0,virke.no,https
"https://www.dlf.no/dagligvaretilsynet-legges-ned-konkurransetilsynet-far-mer-ansvar/",report_canonical,dlf-leverandor-2025,4.5,dlf.no,https
"https://www.smabrukarlaget.no/politikk/mat-og-produksjon/",report_canonical,nbs-systemkritikk,5.0,smabrukarlaget.no,https
"https://www.menon.no/wp-content/uploads/2022-68-EMV-og-innovasjon-i-dagligvare.pdf",report_canonical,menon-emv-innovasjon,5.0,menon.no,https
"https://osloeconomics.no/wp-content/uploads/2024/06/Oslo-Economics-Konkurransen-i-dagligvaremarkedet-betydelig-bedre-enn-sitt-rykte.pdf",report_canonical,oslo-economics-forsvar-2024,5.0,osloeconomics.no,https
"https://www.regjeringen.no/contentassets/41847427caa14feb8b8578af3d6d45bc/r15-2023-kartlegging-av-egne-merkevarer-og-vertikal-integrasjon-i-dagligvaremarkedet.pdf",report_canonical,soa-emv-2023,5.0,regjeringen.no,https
"https://civita.no/okonomi/naeringspolitikk/svak-konkurranse-som-fortjent/",report_canonical,civita-manifest-debatt,4.5,civita.no,https
"https://www.framtiden.no/tema/mat",report_canonical,fivh-etikk-2025,4.5,framtiden.no,https
"https://pub.norden.org/nord2024-007/nord2024-007.pdf",report_canonical,norden-policy-2024,4.5,pub.norden.org,https
"https://www.norden.org/en/publication/solutions-menu-nordic-guide-sustainable-food-policy",report_canonical,solutions-menu-2018,,norden.org,https
"https://pub.norden.org/nord2023-003/",report_canonical,nnr2023-nordic-nutrition-recommendations,,pub.norden.org,https
"https://www.norden.org/en/publication/normo-2025-nordic-monitoring-2014-2024",report_canonical,normo-2025-nordic-monitoring,,norden.org,https
"https://pmc.ncbi.nlm.nih.gov/articles/PMC11075468/",report_canonical,meltzer-2024-sustainable-diets-nordics,,pmc.ncbi.nlm.nih.gov,https
"https://pubmed.ncbi.nlm.nih.gov/39525325/",report_canonical,harwatt-2024-environmental-sustainability-nordic-baltic,,pubmed.ncbi.nlm.nih.gov,https
"https://doi.org/10.29219/fnr.v68.10792",report_canonical,trolle-2024-fbdg-environmental-sustainability,,doi.org,https
"https://pmc.ncbi.nlm.nih.gov/articles/PMC10870971/",report_canonical,jackson-holm-2024-food-sustainability-dimensions,,pmc.ncbi.nlm.nih.gov,https
"https://doi.org/10.1017/S0029665125100682",report_canonical,erkkola-2025-nnr-evidence-to-action,,doi.org,https
"https://www.norden.org/no/declaration/karlstaddeklarasjonen",report_canonical,karlstad-declaration-matberedskap-2024,,norden.org,https
"https://fm.dk/nyheder/2024/juni/aftale-om-groent-danmark/",report_canonical,danmark-groent-danmark-co2-avgift-2024,,fm.dk,https
"https://curis.ku.dk/ws/portalfiles/portal/471376644/IFRO_Documentation_2025_01.pdf",report_canonical,ifro-danish-soy-imports-2025,,curis.ku.dk,https
"https://evida.dk/nyheder/biogas-2024/",report_canonical,evida-biogasstatus-danmark-2024,,evida.dk,https
"https://www.biogas.dk/wp-content/uploads/2024/05/Biogas-Outlook-2024-05-30-WEB-engelsk.pdf",report_canonical,biogas-danmark-outlook-2024,,biogas.dk,https
"https://www.riksrevisionen.se/granskningar/granskningsrapporter/2025/statens-insatser-for-jordbrukets-klimatomstallning.html",report_canonical,riksrevisionen-2025-jordbrukets-klimatomstallning,,riksrevisionen.se,https
"https://www.naturvardsverket.se/data-och-statistik/avfall/avfall-mat/",report_canonical,naturvardsverket-livsmedelsavfall-sverige-2024,,naturvardsverket.se,https
"https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2025-12-11-livsmedelskonsumtion-och-naringsinnehall.--uppgifter-till-och-med-2024",report_canonical,jordbruksverket-livsmedelskonsumtion-sverige-2024,,jordbruksverket.se,https
"https://www.julkari.fi/handle/10024/150005",report_canonical,finland-nutrition-recommendations-2024,,julkari.fi,https
"https://www.luke.fi/en/about-luke/responsibility/vastuullisuusraportti-2024/climatesmart-food-production-on-peat-soils",report_canonical,luke-peat-soils-roadmap-finland-2024,,luke.fi,https
"https://biokierto.fi/wp-content/uploads/2024/05/Biokaasun-tuotanto-ja-kaytto-Suomessa-2030-2035-ja-2040-artikkeli-10052024-1.pdf",report_canonical,biokierto-biogas-finland-2030-2040-2024,,biokierto.fi,https
"https://stat.fi/en/publication/cm1kpvyg5cwuk07vwljv0s760",report_canonical,statistics-finland-biogas-2024,,stat.fi,https
"https://cdn-wp.valio.fi/valio-wp-network/2025/04/Valio-Sustainability-Report-2024-light-version.pdf",report_canonical,valio-sustainability-report-2024,,cdn-wp.valio.fi,https
"https://www.stockholmresilience.org/download/18.66e0efc517643c2b810381d/1618468740819/SRC_Report%20Nordic%20Food%20Systems_%20June%202019%20adapted.pdf",report_canonical,stockholm-resilience-2019,4.0,stockholmresilience.org,https
"https://www.huoltovarmuuskeskus.fi/en/security-of-supply",report_canonical,beredskap-finsk-modell-hvk,5.0,huoltovarmuuskeskus.fi,https
"https://www.icelandreview.com/news/icelands-only-flour-mill-set-to-be-scrapped/",report_canonical,beredskap-island-melmolle-2025,4.5,icelandreview.com,https
"https://www.nibio.no/tema/landbruksokonomi/selvforsyningsgrad-og-engrosforbruk",report_canonical,beredskap-nibio-selvforsyning-2026,5.0,nibio.no,https
"https://hdl.handle.net/11250/3105805",report_canonical,beredskap-nibio-selvforsyning-metode,5.0,hdl.handle.net,https
"https://pub.norden.org/nord2024-034/nord2024-034.pdf",report_canonical,sirkularitet-matsvinn-2024,5.0,pub.norden.org,https
"https://www.ellenmacarthurfoundation.org/topics/food/overview",report_canonical,sirkularitet-definisjoner-wur-emf,5.0,ellenmacarthurfoundation.org,https
"https://www.regjeringen.no/no/aktuelt/forbyr-praksis-som-motvirker-konkurranse-i-dagligvaremarkedet/id2985486/",report_canonical,juridisk-eiendomsmakt-lokal-konkurranse,5.0,regjeringen.no,https
"https://www.landbruksdirektoratet.no/nb/skogbruk/eus-avskogingsforordning-eudr",report_canonical,juridisk-eudr-norge-2025,5.0,landbruksdirektoratet.no,https
"https://www.oslomet.no/om/sifo/publikasjoner",report_canonical,akademia-sifo-retail-media-2025,5.0,oslomet.no,https
"https://www.regjeringen.no/contentassets/139405f88a35456986e5aa579de7f290/sifo-rapport-1-2026-kunnskapsgrunnlag-om-kundeprogrammene-i-dagligvaremarkedet.pdf",report_canonical,akademia-sifo-kundeprogram-2026,5.0,regjeringen.no,https
"https://www.nhh.no/en/research-centres/food/",report_canonical,akademia-nhh-butikkstruktur-2024,5.0,nhh.no,https
"https://www.nhh.no/en/employees/faculty/oystein-foros/",report_canonical,akademia-nhh-foros-media-2025,5.0,nhh.no,https
"https://www.nhh.no/en/research-centres/food/",report_canonical,akademia-nhh-matbors-historie,5.0,nhh.no,https
"https://www.uib.no/en/persons/Tommy.Staahl.Gabrielsen",report_canonical,akademia-uib-kjopermakt,5.0,uib.no,https
"https://www.virke.no/bransjeomrade/dagligvare/",report_canonical,oversikt-bransje-statistikk-beredskap,4.5,virke.no,https
"https://press.nordicopenaccess.no/index.php/noasp/catalog/book/93",report_canonical,oversikt-akademia-dyp-research,4.5,press.nordicopenaccess.no,https
"https://asko.no/globalassets/om-asko/miljo/barekraft-i-asko-2024.pdf",report_canonical,asko-barekraft-2024,5.0,asko.no,https
"https://www.axfood.com/investors/reports-and-presentations/annual-and-sustainability-report-2024/",report_canonical,axfood-annual-report-2024,5.0,axfood.com,https
"https://www.coop.no/om-coop/virksomheten/arsrapport",report_canonical,coop-norge-2024,5.0,coop.no,https
"https://www.hagar.is/media/fgpfwir5/fr%C3%A9ttatilkynning-hagar-4f-2024-25-ensk.pdf",report_canonical,hagar-2024-25,5.0,hagar.is,https
"https://www.icagruppen.se/globalassets/xx.-arsredovisning-2024/250221_icagruppen_annual_report_2024.pdf",report_canonical,ica-gruppen-annual-report-2024,5.0,icagruppen.se,https
"https://www.kesko.fi/annual-reports",report_canonical,kesko-annual-report-2024,5.0,kesko.fi,https
"https://sallinggroup.com/en/publications",report_canonical,salling-group-2024,5.0,sallinggroup.com,https
"https://www.samkeppni.is/urlausnir/skyrslur/4-2025/",report_canonical,is-samkeppni-annual-report-2024,5.0,samkeppni.is,https
"https://kfst.dk/konkurrenceforhold/afgoerelser/afgoerelser-paa-konkurrenceomraadet/raads-og-styrelsesafgoerelser/2025/20250326-salling-group-dele-af-coop-danmark",report_canonical,dk-salling-coop-decision-2025,5.0,kfst.dk,https
"https://projekter.aau.dk/projekter/files/783577089/Afgangsprojekt_HD1_Analyse_af_Salling_Group_AS_og_Coop_Danmark_AS.pdf",report_canonical,salling-coop-danmark-2025,5.0,projekter.aau.dk,https
"https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2024-5.pdf",report_canonical,konkurrensverket-summary-2024,5.0,konkurrensverket.se,https
"https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2023-liitteineen.pdf",report_canonical,finland-food-market-ombudsman-2023,5.0,ruokavirasto.fi,https
"https://mmm.fi/documents/1410837/1923148/lopullinen03032017ruoka2030_en.pdf/d7e44e69-7993-4d47-a5ba-58c393bbac28/lopullinen03032017ruoka2030_en.pdf",report_canonical,finland-food2030,4.5,mmm.fi,https
"https://pub.norden.org/nord2024-023/nord2024-023.pdf",report_canonical,karlstad-declaration-2024,5.0,pub.norden.org,https
"https://pub.norden.org/nord2025-010/nord2025-010.pdf",report_canonical,nordic-food-alert-2025,5.0,pub.norden.org,https
"https://www.regjeringen.no/contentassets/a9f933fc2c5c4d8aaed0a267b45a033d/dagligvaretilsynet-arsrapport-for-2022.pdf",report_canonical,dagligvaretilsynet-aarsrapport-2021,5.0,regjeringen.no,https
"https://www.regjeringen.no/contentassets/a9f933fc2c5c4d8aaed0a267b45a033d/arsrapport_dagligvaretilsynet-2023.pdf",report_canonical,dagligvaretilsynet-aarsrapport-2022,5.0,regjeringen.no,https
"https://www.regjeringen.no/contentassets/036ffda0c81e4b3f99456a78ec31df0e/arsrapport-dagligvaretilsynet-2024.pdf",report_canonical,dagligvaretilsynet-aarsrapport-2023,5.0,regjeringen.no,https
"https://www.regjeringen.no/contentassets/41847427caa14feb8b8578af3d6d45bc/r15-2023-kartlegging-av-egne-merkevarer-og-vertikal-integrasjon-i-dagligvaremarkedet.pdf",report_canonical,dagligvaretilsynet-aarsrapport-2024,5.0,regjeringen.no,https
"https://www.regjeringen.no/contentassets/41847427caa14feb8b8578af3d6d45bc/r15-2023-kartlegging-av-egne-merkevarer-og-vertikal-integrasjon-i-dagligvaremarkedet.pdf",report_canonical,emv-kartlegging-2023,5.0,regjeringen.no,https
"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52024DC0176",report_canonical,eu-utp-report-2024,5.0,eur-lex.europa.eu,https
"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52024SC0106",report_canonical,eu-utp-staff-working-doc-2024,5.0,eur-lex.europa.eu,https
"https://www.regjeringen.no/no/dokumenter/nou-2013-6/id725309/",report_canonical,nou-2013-6-god-handelsskikk,5.0,regjeringen.no,https
"https://doi.org/10.1038/s41538-024-00276-9",report_canonical,pubmed-van-der-fels-klerx-2024,5.0,doi.org,https
"https://doi.org/10.1038/s41538-024-00265-y",report_canonical,pubmed-van-leeuwen-2024,5.0,doi.org,https
"https://doi.org/10.1038/s41598-017-15784-w",report_canonical,pubmed-zamanzadeh-2017,4.5,doi.org,https
"https://doi.org/10.1038/s41586-024-07464-3",report_canonical,pubmed-hiis-2024,5.0,doi.org,https
"https://doi.org/10.1016/j.scitotenv.2018.10.377",report_canonical,pubmed-recanati-2019,4.5,doi.org,https
"https://pmc.ncbi.nlm.nih.gov/articles/PMC11557508/",report_canonical,pubmed-szulecka-2024,5.0,pmc.ncbi.nlm.nih.gov,https
"https://doi.org/10.1016/j.biotechadv.2021.107857",report_canonical,pubmed-javourez-2021,5.0,doi.org,https
"https://doi.org/10.1016/j.wasman.2025.02.044",report_canonical,pubmed-sigala-2025,5.0,doi.org,https
"https://doi.org/10.1016/j.scitotenv.2020.139846",report_canonical,pubmed-wohner-2020,5.0,doi.org,https
"https://www.regjeringen.no/contentassets/5a5cadf8907a4f4c94740d23d7c4c6e4/rapport-fra-matsvinnutvalget-anbefalinger-til-helhetlige-tiltak-og-virkemidler-31.12.23.pdf",report_canonical,matsvinnutvalget-2024,5.0,regjeringen.no,https
"https://www.nature.com/articles/s43016-023-00734-9",report_canonical,van-zanten-circularity-2023,5.0,nature.com,https
"https://www.pty.fi/wp-content/uploads/2024/06/Paivittaistavarakauppa-ry-2024-EN.pdf",report_canonical,pty-finnish-grocery-trade-2024,5.0,pty.fi,https
"https://coop.dk/media/vvwp2bdy/coop-danmark-aarsrapport-2024.pdf",report_canonical,coop-danmark-2024,5.0,coop.dk,https
"https://www.norgesgruppen.no/finans/finans-hjem/rapporter/",report_canonical,norgesgruppen-halvarsrapport-h1-2025,5.0,norgesgruppen.no,https
"https://kfst.dk/media/3wxbfqqe/20241120-evaluering-af-foedevarehandelsloven-2024.pdf",report_canonical,kfst-foedevarehandelslov-evaluering-2024,5.0,kfst.dk,https
"https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2025-5.pdf",report_canonical,konkurrensverket-2025-5-livsmedelsutredning,5.0,konkurrensverket.se,https
"https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2024.pdf",report_canonical,etmv-toimintakertomus-2024,5.0,ruokavirasto.fi,https
"https://www.dagligvaretilsynet.no/s/Rapport-om-Samarbeidsklimaet-i-Dagligvarebransjen-2023.pdf",report_canonical,dt-samarbeidsklima-2023,5.0,dagligvaretilsynet.no,https
"https://plantefonden.dk/",report_canonical,plantefonden-projects-2023-2025,5.0,plantefonden.dk,https
"https://maaltider.kk.dk/for-koebenhavnere/mad-og-maaltidsstrategi",report_canonical,kbh-food-strategy-madhus,5.0,maaltider.kk.dk,https
"https://www.motiva.fi/en/databank/guide-for-the-responsible-procurement-of-food-recommendations-for-requirements-and-evaluation-criteria/",report_canonical,motiva-food-procurement-2026,5.0,motiva.fi,https
"https://www.arla.com/sustainability/",report_canonical,arla-farmahead-check-2024,5.0,arla.com,https
"https://www.diva-portal.org/smash/record.jsf?pid=diva2%3A1915414",report_canonical,sodertaelje-diet-green-planet,5.0,diva-portal.org,https
"https://haku.vainu.com/company/normal-norge-as-omsetning-og-finansiell/NO917019738/bedriftsinformasjon",report_supporting,verdibutikker-utfordrere,4.5,haku.vainu.com,https
"https://financialreports.eu/filings/europris/annual-report/2026/32982811/",report_supporting,verdibutikker-utfordrere,4.5,financialreports.eu,https
"https://www.regjeringen.no/no/dokumenter/horing-av-forslag-til-endringer-i-lov-om-god-handelsskikk-i-dagligvarekjeden-handheving/id3088084/",report_supporting,dlf-leverandor-2025,4.5,regjeringen.no,https
"https://www.regjeringen.no/no/dokumenter/horing-av-forslag-til-endringer-i-lov-om-god-handelsskikk-presiseringer-i-god-handelsskikk-standarden-mv/id3101536/",report_supporting,dlf-leverandor-2025,4.5,regjeringen.no,https
"https://ifro.ku.dk/aktuelt/aktuelt-2025/dansk-soya-import/",report_supporting,ifro-danish-soy-imports-2025,,ifro.ku.dk,https
"https://www.valio.com/articles/valios-sustainability-report-2022-published/",report_supporting,valio-sustainability-report-2024,,valio.com,https
"https://www.valio.com/news/valios-business-developed-steadily-in-2024/",report_supporting,valio-sustainability-report-2024,,valio.com,https
"https://www.valio.com/sustainability/transparent-sourcing/raw-material-policy-on-the-use-of-soy/",report_supporting,valio-sustainability-report-2024,,valio.com,https
"https://www.icelandreview.com/news/iceland-needs-emergency-food-stockpiles-say-university-researchers/",report_supporting,beredskap-island-melmolle-2025,4.5,icelandreview.com,https
"https://www.regjeringen.no/no/dokumenter/nou-2013-6/id725309/",report_supporting,oversikt-nou-stortingsdok-juridisk,3.0,regjeringen.no,https
"https://www.matvett.no/bransje/aktuelt/24-prosent-reduksjon-i-matsvinnet-i-norge",report_supporting,oversikt-sirkularitet-dyp,3.5,matvett.no,https
"https://biogassnorge.no/wp-content/uploads/2025/04/Biogassplattformen.pdf",report_supporting,oversikt-sirkularitet-dyp,3.5,biogassnorge.no,https
"https://www.agrianalyse.no/publikasjoner/category856.html?span=01.01.2025-31.12.2025",report_supporting,agrianalyse-bondens-andel-2025,1.0,agrianalyse.no,https
"https://hdl.handle.net/11250/3051794",thesis,jacobsen-jansson-2022,5.0,hdl.handle.net,https
"https://hdl.handle.net/11250/3158950",thesis,nguyen-hartmann-2024,5.0,hdl.handle.net,https
"https://www.nhh.no/contentassets/ef25235953bd4af58671fa1bd5771495/drager-og-vagene.pdf",thesis,drager-vagene-2017,4.5,nhh.no,https
"https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/importvern_til_godkjenning---sensurert-adobe.pdf",thesis,martens-norum-2020,5.0,nhh.no,https
"https://hdl.handle.net/11250/167473",thesis,barbakken-hausken-2006,4.5,hdl.handle.net,https
"https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/fretheimrodnova-etableringshindringer-var-2020_isf_mro-2.pdf",thesis,fretheim-rodnova-2020,4.5,nhh.no,https
"https://www.nhh.no/contentassets/6547405137a14bf4afcad1355d45a1be/lidl-selmani--forre-h23.pdf",thesis,selmani-forre-2023,5.0,nhh.no,https
"https://www.nhh.no/contentassets/36d52bb70566431483b8cda67cf6f995/icas-fall-i-norge---skulstad--svensson-v24.pdf",thesis,skulstad-svensson-2024,5.0,nhh.no,https
"https://hdl.handle.net/11250/166778",thesis,sandanger-2012,4.5,hdl.handle.net,https
"https://beccle.no/files/2016/09/Paraplykjedenes-overtakelse-av-distribusjonen-i-dagligvaremarkedet.pdf",thesis,skjervheim-flo-2016,4.5,beccle.no,https
"https://beccle.no/files/2020/01/Susanne_Helen_Gangst%C3%B8e_Masteroppgave.pdf",thesis,gangstoe-2019,4.5,beccle.no,https
"https://aaltodoc.aalto.fi/handle/123456789/523",thesis,kronqvist-2010,4.5,aaltodoc.aalto.fi,https
"https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/thesis_food_ng_meile_uniform_pricing_public_version.pdf",thesis,meile-2020,4.5,nhh.no,https
"https://projekter.aau.dk/projekter/files/783577089/Afgangsprojekt_HD1_Analyse_af_Salling_Group_AS_og_Coop_Danmark_AS.pdf",thesis,huynh-mortensen-2025,5.0,projekter.aau.dk,https
"https://www.nhh.no/contentassets/398b849b83b24d43995c73b0919b01f8/nilsen_paulsen_pass-through-av-ravarepriser-for-kakao--og-kaffeprodukter.pdf",thesis,nilsen-paulsen-2025,5.0,nhh.no,https
"https://www.cresse.info/wp-content/uploads/2023/09/2023_ps13_pa2_Strom-Halseth.pdf",thesis,halseth-phd-2024,5.0,cresse.info,https
"https://hdl.handle.net/11250/3197662",thesis,ulsaker-phd-2016,5.0,hdl.handle.net,https
"https://hdl.handle.net/11250/2676125",thesis,hebrok-phd-2020,5.0,hdl.handle.net,https
"https://pub.epsilon.slu.se/12756/",thesis,eriksson-phd-2015,5.0,pub.epsilon.slu.se,https
"https://orbit.dtu.dk/en/publications/sustainability-assessment-of-food-waste-management",thesis,albizzati-phd-2021,5.0,orbit.dtu.dk,https
"https://hb.diva-portal.org/smash/record.jsf?pid=diva2:1595067",thesis,brancoli-phd-2021,5.0,hb.diva-portal.org,https
"https://pub.epsilon.slu.se/34408/",thesis,sundin-phd-2024,5.0,pub.epsilon.slu.se,https
"https://trepo.tuni.fi/handle/10024/148898",thesis,lehtokunnas-phd-2023,5.0,trepo.tuni.fi,https
"https://helda.helsinki.fi/items/2a30bdde-510d-4aa1-8641-f57183b51a6a",thesis,sundqvist-phd-2025,5.0,helda.helsinki.fi,https
"https://orbit.dtu.dk/en/publications/organic-food-conversion-in-danish-public-kitchens-the-effects-of-/",thesis,sorensen-phd-2016,5.0,orbit.dtu.dk,https
"https://bora.uib.no/bora-xmlui/handle/11250/3010552",thesis,esposito-2022,5.0,bora.uib.no,https
"http://studenttheses.cbs.dk/bitstream/handle/10417/5762/sarah_roxenne_deljanin.pdf?sequence=1",thesis,deljanin-2015,4.5,studenttheses.cbs.dk,http
"https://kth.diva-portal.org/smash/record.jsf?pid=diva2:1372533",thesis,kayhan-ronnback-2019,5.0,kth.diva-portal.org,https
"https://skemman.is/handle/1946/32307",thesis,burgherr-2019,4.5,skemman.is,https
"https://skemman.is/handle/1946/26754",thesis,sigurdardottir-2017,4.5,skemman.is,https
"https://salford-repository.worktribe.com/output/1322952/sustainable-food-procurement-in-public-catering-comparison-of-the-uk-with-denmark-sweden",thesis,stein-2022,5.0,salford-repository.worktribe.com,https
"https://munin.uit.no/handle/10037/10932",thesis,steien-2016,4.5,munin.uit.no,https
"https://bora.uib.no/bora-xmlui/handle/1956/20623",thesis,orlova-2019,5.0,bora.uib.no,https
"https://bora.uib.no/bora-xmlui/handle/1956/10899",thesis,morken-2015,5.0,bora.uib.no,https
"https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2456020",thesis,simonsen-2017,4.5,ntnuopen.ntnu.no,https
"https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/3156088",thesis,granlund-lindskog-2024,5.0,ntnuopen.ntnu.no,https
"https://www.duo.uio.no/handle/10852/103341",thesis,sandbraaten-2023,5.0,duo.uio.no,https
"https://hdl.handle.net/11250/3008873",thesis,tallaksen-2022,5.0,hdl.handle.net,https
"https://hdl.handle.net/11250/2491452",thesis,vangelsten-2017,5.0,hdl.handle.net,https
"https://hdl.handle.net/11250/2569075",thesis,moe-2018,5.0,hdl.handle.net,https
"https://hdl.handle.net/11250/2788657",thesis,jevne-schiotz-2021,5.0,hdl.handle.net,https
"https://www.duo.uio.no/handle/10852/34009",thesis,tesdal-2013,4.5,duo.uio.no,https
"https://hdl.handle.net/11250/3101983",thesis,handlykken-2023,5.0,hdl.handle.net,https
"https://hdl.handle.net/11250/276369",thesis,paschen-eriksen-2014,4.5,hdl.handle.net,https
"https://www.nhh.no/contentassets/36d52bb70566431483b8cda67cf6f995/tjostheim--hasle_offentlig-versjon.pdf",thesis,hasle-tjostheim-2024,5.0,nhh.no,https
"https://umu.diva-portal.org/smash/record.jsf?pid=diva2:1600403",thesis,lindstrom-phd-2021,5.0,umu.diva-portal.org,https
"https://stud.epsilon.slu.se/17609/",thesis,adlers-2022,5.0,stud.epsilon.slu.se,https
"https://stud.epsilon.slu.se/19302/",thesis,nikolaev-2023,5.0,stud.epsilon.slu.se,https
"https://stud.epsilon.slu.se/17412/",thesis,khandaker-2021,5.0,stud.epsilon.slu.se,https
"https://stud.epsilon.slu.se/19444/",thesis,sturen-2023,5.0,stud.epsilon.slu.se,https
"https://projekter.aau.dk/projekter/files/532660255/HDR___Afgangsprojekt___Gruppe_25.pdf",thesis,tanderup-rasmussen-hansen-2023,5.0,projekter.aau.dk,https
"https://projekter.aau.dk/projekter/files/713911263/HDR_Afgangsprojekt_maj_2024.pdf",thesis,jorgensen-ahmadi-2024,5.0,projekter.aau.dk,https
"https://research.cbs.dk/en/studentProjects/f94eaa1d-15c1-404b-8e1b-b7ce56fe317d",thesis,storm-teigland-2017,4.5,research.cbs.dk,https
