ref,entity_type,problem,severity,suggested_action,priority
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/FULLTEXT02 (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/HDR___Afgangsprojekt___Gruppe_25 (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Reitan Retail 2025_Oppslag (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Susanne_Helen_Gangstøe_Masteroppgave (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Utredning-om-prisjusteringsvinduer-2023 (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/about-oecd-environmental-performance-reviews-brochure-2022-web (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/coop-danmark-aarsrapport-2024 (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/dagligvare_rapport (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/dagligvare_rapport (2).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"citable-acceptance-pack-2026-05-20.md",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"external/nch-contract/contract-201-2503-P25013.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/1-s2.0-S0044848617322998-main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/1-s2.0-S0044848625013481-main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/1-s2.0-S2451943X24000486-main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/9789264268265-en.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/Aquaculture Nutrition - 2025 - Mahmud - Exploring Protein‐Based Fishmeal Alternatives for Aquaculture Feeds in Bangladesh.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/Characteristics_and_stability_of_consumer_food-buy.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/Economic feasibility of biochar for carbon stock enhancement in Finnish agricultural soils.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/Exploring sustainable alternatives in aquaculture feeding_ The role of insects - ScienceDirect.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/Insect-based livestock feeds are unlikely to become economically viable in the near future - ScienceDirect.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/Reviews in Aquaculture - 2018 - Nogales‐Mérida - Insect meals in fish nutrition.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/What does it take to close the loop_ Lessons from a successful citrus waste valorisation business _ British Food Journal _ Emerald Publishing.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/brochure-utp-directive_en.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/brt-2023-chapter-4-compliance-implementation-and-preparing-proposals_en.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/fphys-13-1028992.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/ijfd.8.1.61_Hagolani_Albov.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/nl-20200417-029.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/no.ntnu_inspera_142433913_96959685.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/qmr-06-2020-0073.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/sf-20260417-0601.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/stm201920200027000dddpdfs.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"pdf-downloads-20-04-26/sustainability-13-10471-v2.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig10_nordic_food_inflation_hicp.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig11_nordic_food_price_levels.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig12_nordic_food_price_panel.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig13_nordic_trade_change_panel.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig14_nordic_oats_production_panel.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig1_price_transmission_gap.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig2_market_concentration_treemap.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig3_lorenz_curve_gini.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig4_zipf_distribution.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig5_ppi_kpi_spread_timeline.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig6_nordic_hhi_comparison.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig7_nordic_concentration_comparison.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig8_self_sufficiency_rates.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"visualisering/figurer/fig9_regulatory_heatmap.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"agrianalyse-bondens-andel-2025::Lokal blokkert PDF-kandidat",Report.supportingSources,broken_supportingsource,LOW,"Restore ""research/evidence-pack/akademia/agrianalyse-bondens-andel-2025.pdf"" or replace with valid url/documentPath in seed",1.0
"sha:9f8d0396d2dd",Document[],duplicate_file_separate_records,LOW,"Consolidate Documents [cmp8xyn3d00grvvvmi1g0q8sq, cmp8xyoej00k6vvvm63gli4a8] -> one canonical record (paths: 3)",
