url,status,classification,final_url,source,source_priority,ms
"https://www.virke.no/analyse/statistikk-rapporter/dagligvarehandelen/",200,ok,,report_canonical:dagligvarerapporten-2025,5.0,144
"https://www.dlf.no/dagligvaretilsynet-legges-ned-konkurransetilsynet-far-mer-ansvar/",200,ok,,report_canonical:dlf-leverandor-2025,4.5,233
"https://www.smabrukarlaget.no/politikk/mat-og-produksjon/",200,ok,,report_canonical:nbs-systemkritikk,5.0,168
"https://www.menon.no/wp-content/uploads/2022-68-EMV-og-innovasjon-i-dagligvare.pdf",200,ok,"https://menon.no/prosjekter/egne-merkevarer-emv-og-innovasjon-i-dagligvare",report_canonical:menon-emv-innovasjon,5.0,625
"https://osloeconomics.no/wp-content/uploads/2024/06/Oslo-Economics-Konkurransen-i-dagligvaremarkedet-betydelig-bedre-enn-sitt-rykte.pdf",200,ok,,report_canonical:oslo-economics-forsvar-2024,5.0,157
"https://www.regjeringen.no/contentassets/41847427caa14feb8b8578af3d6d45bc/r15-2023-kartlegging-av-egne-merkevarer-og-vertikal-integrasjon-i-dagligvaremarkedet.pdf",200,ok,,report_canonical:soa-emv-2023,5.0,129
"https://civita.no/okonomi/naeringspolitikk/svak-konkurranse-som-fortjent/",403,blocked,,report_canonical:civita-manifest-debatt,4.5,72
"https://www.framtiden.no/tema/mat",200,ok,,report_canonical:fivh-etikk-2025,4.5,477
"https://pub.norden.org/nord2024-007/nord2024-007.pdf",200,ok,,report_canonical:norden-policy-2024,4.5,50
"https://www.norden.org/en/publication/solutions-menu-nordic-guide-sustainable-food-policy",403,blocked,,report_canonical:solutions-menu-2018,,71
"https://pub.norden.org/nord2023-003/",403,blocked,,report_canonical:nnr2023-nordic-nutrition-recommendations,,64
"https://www.norden.org/en/publication/normo-2025-nordic-monitoring-2014-2024",403,blocked,,report_canonical:normo-2025-nordic-monitoring,,57
"https://pmc.ncbi.nlm.nih.gov/articles/PMC11075468/",200,ok,,report_canonical:meltzer-2024-sustainable-diets-nordics,,174
"https://pubmed.ncbi.nlm.nih.gov/39525325/",200,ok,,report_canonical:harwatt-2024-environmental-sustainability-nordic-baltic,,1028
"https://doi.org/10.29219/fnr.v68.10792",200,ok,"https://foodandnutritionresearch.net/index.php/fnr/article/view/10792",report_canonical:trolle-2024-fbdg-environmental-sustainability,,2265
"https://pmc.ncbi.nlm.nih.gov/articles/PMC10870971/",200,ok,,report_canonical:jackson-holm-2024-food-sustainability-dimensions,,175
"https://doi.org/10.1017/S0029665125100682",200,ok,"https://www.cambridge.org/core/journals/proceedings-of-the-nutrition-society/article/from-evidence-to-action-implementing-the-nordic-nutrition-recommendations-in-national-policy/06884B3C948B6E57D14BD3CFBBBBC283",report_canonical:erkkola-2025-nnr-evidence-to-action,,514
"https://www.norden.org/no/declaration/karlstaddeklarasjonen",403,blocked,,report_canonical:karlstad-declaration-matberedskap-2024,,61
"https://fm.dk/nyheder/2024/juni/aftale-om-groent-danmark/",404,dead,,report_canonical:danmark-groent-danmark-co2-avgift-2024,,490
"https://curis.ku.dk/ws/portalfiles/portal/471376644/IFRO_Documentation_2025_01.pdf",200,ok,,report_canonical:ifro-danish-soy-imports-2025,,101
"https://evida.dk/nyheder/biogas-2024/",200,ok,,report_canonical:evida-biogasstatus-danmark-2024,,291
"https://www.biogas.dk/wp-content/uploads/2024/05/Biogas-Outlook-2024-05-30-WEB-engelsk.pdf",200,ok,,report_canonical:biogas-danmark-outlook-2024,,86
"https://www.riksrevisionen.se/granskningar/granskningsrapporter/2025/statens-insatser-for-jordbrukets-klimatomstallning.html",200,ok,,report_canonical:riksrevisionen-2025-jordbrukets-klimatomstallning,,71
"https://www.naturvardsverket.se/data-och-statistik/avfall/avfall-mat/",200,ok,,report_canonical:naturvardsverket-livsmedelsavfall-sverige-2024,,193
"https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2025-12-11-livsmedelskonsumtion-och-naringsinnehall.--uppgifter-till-och-med-2024",200,ok,,report_canonical:jordbruksverket-livsmedelskonsumtion-sverige-2024,,158
"https://www.julkari.fi/handle/10024/150005",200,ok,,report_canonical:finland-nutrition-recommendations-2024,,157
"https://www.luke.fi/en/about-luke/responsibility/vastuullisuusraportti-2024/climatesmart-food-production-on-peat-soils",200,ok,,report_canonical:luke-peat-soils-roadmap-finland-2024,,48
"https://biokierto.fi/wp-content/uploads/2024/05/Biokaasun-tuotanto-ja-kaytto-Suomessa-2030-2035-ja-2040-artikkeli-10052024-1.pdf",200,ok,,report_canonical:biokierto-biogas-finland-2030-2040-2024,,143
"https://stat.fi/en/publication/cm1kpvyg5cwuk07vwljv0s760",200,ok,,report_canonical:statistics-finland-biogas-2024,,146
"https://cdn-wp.valio.fi/valio-wp-network/2025/04/Valio-Sustainability-Report-2024-light-version.pdf",200,ok,,report_canonical:valio-sustainability-report-2024,,67
"https://www.stockholmresilience.org/download/18.66e0efc517643c2b810381d/1618468740819/SRC_Report%20Nordic%20Food%20Systems_%20June%202019%20adapted.pdf",200,ok,,report_canonical:stockholm-resilience-2019,4.0,75
"https://www.huoltovarmuuskeskus.fi/en/security-of-supply",200,ok,,report_canonical:beredskap-finsk-modell-hvk,5.0,399
"https://www.icelandreview.com/news/icelands-only-flour-mill-set-to-be-scrapped/",200,ok,,report_canonical:beredskap-island-melmolle-2025,4.5,151
"https://www.nibio.no/tema/landbruksokonomi/selvforsyningsgrad-og-engrosforbruk",200,ok,,report_canonical:beredskap-nibio-selvforsyning-2026,5.0,556
"https://hdl.handle.net/11250/3105805",200,ok,"https://nva.sikt.no/registration/0198cc8aae56-98c48589-73c9-4a8d-864f-fe0ae887013a",report_canonical:beredskap-nibio-selvforsyning-metode,5.0,269
"https://pub.norden.org/nord2024-034/nord2024-034.pdf",200,ok,,report_canonical:sirkularitet-matsvinn-2024,5.0,43
"https://www.ellenmacarthurfoundation.org/topics/food/overview",200,ok,,report_canonical:sirkularitet-definisjoner-wur-emf,5.0,422
"https://www.regjeringen.no/no/aktuelt/forbyr-praksis-som-motvirker-konkurranse-i-dagligvaremarkedet/id2985486/",200,ok,,report_canonical:juridisk-eiendomsmakt-lokal-konkurranse,5.0,112
"https://www.landbruksdirektoratet.no/nb/skogbruk/eus-avskogingsforordning-eudr",200,ok,,report_canonical:juridisk-eudr-norge-2025,5.0,521
"https://www.oslomet.no/om/sifo/publikasjoner",200,ok,,report_canonical:akademia-sifo-retail-media-2025,5.0,374
"https://www.regjeringen.no/contentassets/139405f88a35456986e5aa579de7f290/sifo-rapport-1-2026-kunnskapsgrunnlag-om-kundeprogrammene-i-dagligvaremarkedet.pdf",200,ok,,report_canonical:akademia-sifo-kundeprogram-2026,5.0,143
"https://www.nhh.no/en/research-centres/food/",200,ok,,report_canonical:akademia-nhh-butikkstruktur-2024,5.0,1223
"https://www.nhh.no/en/employees/faculty/oystein-foros/",200,ok,,report_canonical:akademia-nhh-foros-media-2025,5.0,1200
"https://www.uib.no/en/persons/Tommy.Staahl.Gabrielsen",200,ok,"https://www4.uib.no/en/find-employees/tommy-staahl.gabrielsen",report_canonical:akademia-uib-kjopermakt,5.0,164
"https://www.virke.no/bransjeomrade/dagligvare/",200,ok,"https://www.virke.no/bransjeomrade/handel/dagligvare/",report_canonical:oversikt-bransje-statistikk-beredskap,4.5,517
"https://press.nordicopenaccess.no/index.php/noasp/catalog/book/93",200,ok,"https://cdforskning.no/cdf/catalog/book/93",report_canonical:oversikt-akademia-dyp-research,4.5,387
"https://asko.no/globalassets/om-asko/miljo/barekraft-i-asko-2024.pdf",200,ok,,report_canonical:asko-barekraft-2024,5.0,83
"https://www.axfood.com/investors/reports-and-presentations/annual-and-sustainability-report-2024/",200,ok,,report_canonical:axfood-annual-report-2024,5.0,180
"https://www.hagar.is/media/fgpfwir5/fr%C3%A9ttatilkynning-hagar-4f-2024-25-ensk.pdf",200,ok,,report_canonical:hagar-2024-25,5.0,290
"https://www.icagruppen.se/globalassets/xx.-arsredovisning-2024/250221_icagruppen_annual_report_2024.pdf",200,ok,,report_canonical:ica-gruppen-annual-report-2024,5.0,88
"https://www.kesko.fi/annual-reports",200,ok,,report_canonical:kesko-annual-report-2024,5.0,134
"https://sallinggroup.com/en/publications",200,ok,,report_canonical:salling-group-2024,5.0,90
"https://www.samkeppni.is/urlausnir/skyrslur/4-2025/",200,ok,,report_canonical:is-samkeppni-annual-report-2024,5.0,256
"https://projekter.aau.dk/projekter/files/783577089/Afgangsprojekt_HD1_Analyse_af_Salling_Group_AS_og_Coop_Danmark_AS.pdf",200,ok,,report_canonical:salling-coop-danmark-2025,5.0,264
"https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2023-liitteineen.pdf",200,ok,,report_canonical:finland-food-market-ombudsman-2023,5.0,151
"https://mmm.fi/documents/1410837/1923148/lopullinen03032017ruoka2030_en.pdf/d7e44e69-7993-4d47-a5ba-58c393bbac28/lopullinen03032017ruoka2030_en.pdf",200,ok,,report_canonical:finland-food2030,4.5,281
"https://pub.norden.org/nord2024-023/nord2024-023.pdf",200,ok,,report_canonical:karlstad-declaration-2024,5.0,44
"https://pub.norden.org/nord2025-010/nord2025-010.pdf",200,ok,,report_canonical:nordic-food-alert-2025,5.0,32
"https://www.regjeringen.no/contentassets/a9f933fc2c5c4d8aaed0a267b45a033d/dagligvaretilsynet-arsrapport-for-2022.pdf",200,ok,,report_canonical:dagligvaretilsynet-aarsrapport-2021,5.0,81
"https://www.regjeringen.no/contentassets/a9f933fc2c5c4d8aaed0a267b45a033d/arsrapport_dagligvaretilsynet-2023.pdf",200,ok,,report_canonical:dagligvaretilsynet-aarsrapport-2022,5.0,123
"https://www.regjeringen.no/contentassets/036ffda0c81e4b3f99456a78ec31df0e/arsrapport-dagligvaretilsynet-2024.pdf",200,ok,,report_canonical:dagligvaretilsynet-aarsrapport-2023,5.0,208
"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52024DC0176",202,ok,,report_canonical:eu-utp-report-2024,5.0,74
"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52024SC0106",202,ok,,report_canonical:eu-utp-staff-working-doc-2024,5.0,26
"https://www.regjeringen.no/no/dokumenter/nou-2013-6/id725309/",200,ok,,report_canonical:nou-2013-6-god-handelsskikk,5.0,146
"https://doi.org/10.1038/s41538-024-00276-9",200,ok,"https://www.nature.com/articles/s41538-024-00276-9?error=cookies_not_supported&code=7885c913-f56b-4a63-a695-fcd13dc9d715",report_canonical:pubmed-van-der-fels-klerx-2024,5.0,755
"https://doi.org/10.1038/s41538-024-00265-y",200,ok,"https://www.nature.com/articles/s41538-024-00265-y?error=cookies_not_supported&code=c91e670d-61ae-4212-a6c0-10786b7774f8",report_canonical:pubmed-van-leeuwen-2024,5.0,788
"https://doi.org/10.1038/s41598-017-15784-w",200,ok,"https://www.nature.com/articles/s41598-017-15784-w?error=cookies_not_supported&code=9965ca5d-427f-4281-8a97-e27381900fe6",report_canonical:pubmed-zamanzadeh-2017,4.5,909
"https://doi.org/10.1038/s41586-024-07464-3",200,ok,"https://www.nature.com/articles/s41586-024-07464-3?error=cookies_not_supported&code=efca305f-d708-4582-8b77-daef7c36c882",report_canonical:pubmed-hiis-2024,5.0,749
"https://doi.org/10.1016/j.scitotenv.2018.10.377",200,ok,"https://linkinghub.elsevier.com/retrieve/pii/S0048969718342773",report_canonical:pubmed-recanati-2019,4.5,528
"https://pmc.ncbi.nlm.nih.gov/articles/PMC11557508/",200,ok,,report_canonical:pubmed-szulecka-2024,5.0,176
"https://doi.org/10.1016/j.biotechadv.2021.107857",200,ok,"https://linkinghub.elsevier.com/retrieve/pii/S0734975021001634",report_canonical:pubmed-javourez-2021,5.0,534
"https://doi.org/10.1016/j.wasman.2025.02.044",200,ok,"https://linkinghub.elsevier.com/retrieve/pii/S0956053X25001072",report_canonical:pubmed-sigala-2025,5.0,455
"https://doi.org/10.1016/j.scitotenv.2020.139846",200,ok,"https://linkinghub.elsevier.com/retrieve/pii/S0048969720333660",report_canonical:pubmed-wohner-2020,5.0,442
"https://www.regjeringen.no/contentassets/5a5cadf8907a4f4c94740d23d7c4c6e4/rapport-fra-matsvinnutvalget-anbefalinger-til-helhetlige-tiltak-og-virkemidler-31.12.23.pdf",200,ok,,report_canonical:matsvinnutvalget-2024,5.0,214
"https://www.nature.com/articles/s43016-023-00734-9",200,ok,"https://www.nature.com/articles/s43016-023-00734-9?error=cookies_not_supported&code=d46280fd-3241-47fe-95d8-390215168be2",report_canonical:van-zanten-circularity-2023,5.0,636
"https://www.pty.fi/wp-content/uploads/2024/06/Paivittaistavarakauppa-ry-2024-EN.pdf",200,ok,,report_canonical:pty-finnish-grocery-trade-2024,5.0,112
"https://coop.dk/media/vvwp2bdy/coop-danmark-aarsrapport-2024.pdf",200,ok,,report_canonical:coop-danmark-2024,5.0,1163
"https://www.norgesgruppen.no/finans/finans-hjem/rapporter/",200,ok,,report_canonical:norgesgruppen-halvarsrapport-h1-2025,5.0,70
"https://kfst.dk/media/3wxbfqqe/20241120-evaluering-af-foedevarehandelsloven-2024.pdf",200,ok,,report_canonical:kfst-foedevarehandelslov-evaluering-2024,5.0,148
"https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2025-5.pdf",403,blocked,,report_canonical:konkurrensverket-2025-5-livsmedelsutredning,5.0,90
"https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2024.pdf",200,ok,,report_canonical:etmv-toimintakertomus-2024,5.0,151
"https://www.dagligvaretilsynet.no/s/Rapport-om-Samarbeidsklimaet-i-Dagligvarebransjen-2023.pdf",200,ok,"https://static1.squarespace.com/static/6527959bc1dfdb62d0b7e32f/t/65f8861f68242d1bbb41badd/1710786082043/Rapport+om+Samarbeidsklimaet+i+Dagligvarebransjen+2023.pdf",report_canonical:dt-samarbeidsklima-2023,5.0,153
"https://plantefonden.dk/",200,ok,,report_canonical:plantefonden-projects-2023-2025,5.0,459
"https://maaltider.kk.dk/for-koebenhavnere/mad-og-maaltidsstrategi",200,ok,,report_canonical:kbh-food-strategy-madhus,5.0,107
"https://www.motiva.fi/en/databank/guide-for-the-responsible-procurement-of-food-recommendations-for-requirements-and-evaluation-criteria/",200,ok,,report_canonical:motiva-food-procurement-2026,5.0,72
"https://www.arla.com/sustainability/",200,ok,,report_canonical:arla-farmahead-check-2024,5.0,655
"https://www.diva-portal.org/smash/record.jsf?pid=diva2%3A1915414",200,ok,,report_canonical:sodertaelje-diet-green-planet,5.0,67
"https://haku.vainu.com/company/normal-norge-as-omsetning-og-finansiell/NO917019738/bedriftsinformasjon",200,ok,,report_supporting:verdibutikker-utfordrere,4.5,50
"https://financialreports.eu/filings/europris/annual-report/2026/32982811/",200,ok,,report_supporting:verdibutikker-utfordrere,4.5,56
"https://www.regjeringen.no/no/dokumenter/horing-av-forslag-til-endringer-i-lov-om-god-handelsskikk-i-dagligvarekjeden-handheving/id3088084/",200,ok,,report_supporting:dlf-leverandor-2025,4.5,231
"https://www.regjeringen.no/no/dokumenter/horing-av-forslag-til-endringer-i-lov-om-god-handelsskikk-presiseringer-i-god-handelsskikk-standarden-mv/id3101536/",200,ok,,report_supporting:dlf-leverandor-2025,4.5,202
"https://ifro.ku.dk/aktuelt/aktuelt-2025/dansk-soya-import/",200,ok,,report_supporting:ifro-danish-soy-imports-2025,,82
"https://www.valio.com/articles/valios-sustainability-report-2022-published/",200,ok,"https://www.valio.com/articles/valios-sustainability-report-2024-published/",report_supporting:valio-sustainability-report-2024,,464
"https://www.valio.com/news/valios-business-developed-steadily-in-2024/",200,ok,,report_supporting:valio-sustainability-report-2024,,229
"https://www.valio.com/sustainability/transparent-sourcing/raw-material-policy-on-the-use-of-soy/",200,ok,,report_supporting:valio-sustainability-report-2024,,247
"https://www.icelandreview.com/news/iceland-needs-emergency-food-stockpiles-say-university-researchers/",200,ok,,report_supporting:beredskap-island-melmolle-2025,4.5,160
"https://www.matvett.no/bransje/aktuelt/24-prosent-reduksjon-i-matsvinnet-i-norge",200,ok,,report_supporting:oversikt-sirkularitet-dyp,3.5,213
"https://biogassnorge.no/wp-content/uploads/2025/04/Biogassplattformen.pdf",200,ok,,report_supporting:oversikt-sirkularitet-dyp,3.5,54
"https://www.agrianalyse.no/publikasjoner/category856.html?span=01.01.2025-31.12.2025",200,ok,,report_supporting:agrianalyse-bondens-andel-2025,1.0,257
"https://hdl.handle.net/11250/3051794",200,ok,"https://nva.sikt.no/registration/019914777afc-5ab70b98-069d-444e-828e-aabc3ab2ee5f",thesis:jacobsen-jansson-2022,5.0,837
"https://hdl.handle.net/11250/3158950",200,ok,"https://nva.sikt.no/registration/0199147208e9-3a045c52-c73b-4032-9f89-322cc1ce0907",thesis:nguyen-hartmann-2024,5.0,239
"https://www.nhh.no/contentassets/ef25235953bd4af58671fa1bd5771495/drager-og-vagene.pdf",200,ok,,thesis:drager-vagene-2017,4.5,593
"https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/importvern_til_godkjenning---sensurert-adobe.pdf",200,ok,,thesis:martens-norum-2020,5.0,566
"https://hdl.handle.net/11250/167473",200,ok,"https://nva.sikt.no/registration/01991472c961-d25abacd-6507-41d0-b835-fcc1a185d2a3",thesis:barbakken-hausken-2006,4.5,166
"https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/fretheimrodnova-etableringshindringer-var-2020_isf_mro-2.pdf",200,ok,,thesis:fretheim-rodnova-2020,4.5,562
"https://www.nhh.no/contentassets/6547405137a14bf4afcad1355d45a1be/lidl-selmani--forre-h23.pdf",200,ok,,thesis:selmani-forre-2023,5.0,566
"https://www.nhh.no/contentassets/36d52bb70566431483b8cda67cf6f995/icas-fall-i-norge---skulstad--svensson-v24.pdf",200,ok,,thesis:skulstad-svensson-2024,5.0,585
"https://hdl.handle.net/11250/166778",200,ok,"https://nva.sikt.no/registration/01991444b3dd-068d97f3-5661-454f-8feb-e3ce30eaa961",thesis:sandanger-2012,4.5,550
"https://beccle.no/files/2016/09/Paraplykjedenes-overtakelse-av-distribusjonen-i-dagligvaremarkedet.pdf",200,ok,,thesis:skjervheim-flo-2016,4.5,62
"https://beccle.no/files/2020/01/Susanne_Helen_Gangst%C3%B8e_Masteroppgave.pdf",200,ok,,thesis:gangstoe-2019,4.5,60
"https://aaltodoc.aalto.fi/handle/123456789/523",200,ok,,thesis:kronqvist-2010,4.5,106
"https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/thesis_food_ng_meile_uniform_pricing_public_version.pdf",200,ok,,thesis:meile-2020,4.5,557
"https://www.nhh.no/contentassets/398b849b83b24d43995c73b0919b01f8/nilsen_paulsen_pass-through-av-ravarepriser-for-kakao--og-kaffeprodukter.pdf",200,ok,,thesis:nilsen-paulsen-2025,5.0,564
"https://www.cresse.info/wp-content/uploads/2023/09/2023_ps13_pa2_Strom-Halseth.pdf",200,ok,,thesis:halseth-phd-2024,5.0,181
"https://hdl.handle.net/11250/3197662",200,ok,"https://nva.sikt.no/registration/0198cc58f8ec-138582fd-8900-4d45-af89-8e48c384fa9c",thesis:ulsaker-phd-2016,5.0,324
"https://hdl.handle.net/11250/2676125",200,ok,"https://nva.sikt.no/registration/0198cc92ef00-f47a57c8-f7d5-49be-8100-af9579bcc859",thesis:hebrok-phd-2020,5.0,546
"https://pub.epsilon.slu.se/12756/",200,ok,"https://publications.slu.se/?file=publ/show&id=68633",thesis:eriksson-phd-2015,5.0,465
"https://orbit.dtu.dk/en/publications/sustainability-assessment-of-food-waste-management",200,ok,"https://orbit.dtu.dk/en/publications/sustainability-assessment-of-food-waste-management/",thesis:albizzati-phd-2021,5.0,679
"https://hb.diva-portal.org/smash/record.jsf?pid=diva2:1595067",200,ok,,thesis:brancoli-phd-2021,5.0,77
"https://pub.epsilon.slu.se/34408/",200,ok,"https://publications.slu.se/?file=publ/show&id=128772",thesis:sundin-phd-2024,5.0,464
"https://trepo.tuni.fi/handle/10024/148898",200,ok,,thesis:lehtokunnas-phd-2023,5.0,379
"https://helda.helsinki.fi/items/2a30bdde-510d-4aa1-8641-f57183b51a6a",200,ok,,thesis:sundqvist-phd-2025,5.0,134
"https://orbit.dtu.dk/en/publications/organic-food-conversion-in-danish-public-kitchens-the-effects-of-/",200,ok,,thesis:sorensen-phd-2016,5.0,314
"https://bora.uib.no/bora-xmlui/handle/11250/3010552",200,ok,"https://nva.sikt.no/registration/0198f1fbd7a7-5384ef77-0ceb-438f-b216-39eb1316dbf3",thesis:esposito-2022,5.0,299
"http://studenttheses.cbs.dk/bitstream/handle/10417/5762/sarah_roxenne_deljanin.pdf?sequence=1",200,ok,"https://research.cbs.dk/?sequence=1",thesis:deljanin-2015,4.5,422
"https://kth.diva-portal.org/smash/record.jsf?pid=diva2:1372533",200,ok,,thesis:kayhan-ronnback-2019,5.0,77
"https://skemman.is/handle/1946/32307",timeout,timeout,,thesis:burgherr-2019,4.5,10004
"https://skemman.is/handle/1946/26754",timeout,timeout,,thesis:sigurdardottir-2017,4.5,10001
"https://salford-repository.worktribe.com/output/1322952/sustainable-food-procurement-in-public-catering-comparison-of-the-uk-with-denmark-sweden",403,blocked,,thesis:stein-2022,5.0,74
"https://munin.uit.no/handle/10037/10932",200,ok,"https://nva.sikt.no/registration/0198f40ba514-c9b746ff-b543-42ca-8122-f603bf8540dd",thesis:steien-2016,4.5,385
"https://bora.uib.no/bora-xmlui/handle/1956/20623",200,ok,"https://nva.sikt.no/registration/0198cc4c7af9-67ef0c88-9eae-463f-bbbb-e1c35a65a1b1",thesis:orlova-2019,5.0,365
"https://bora.uib.no/bora-xmlui/handle/1956/10899",200,ok,"https://nva.sikt.no/registration/0198f21bd732-3708fe0f-1df1-4f9d-8ead-e75fe62a18d2",thesis:morken-2015,5.0,219
"https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2456020",200,ok,"https://nva.sikt.no/registration/0198cc67a8f0-d0ade30e-58ee-4569-a897-ea95f7c3c5b6",thesis:simonsen-2017,4.5,237
"https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/3156088",200,ok,"https://nva.sikt.no/registration/0198cc481285-fc6c407c-a620-4d84-9ea8-f79a0f8cdf50",thesis:granlund-lindskog-2024,5.0,283
"https://www.duo.uio.no/handle/10852/103341",200,ok,"https://nva.sikt.no/registration/019c952913c7-18036520-2d5c-4e8d-bf38-7d9fe67a37e1",thesis:sandbraaten-2023,5.0,364
"https://hdl.handle.net/11250/3008873",200,ok,"https://nva.sikt.no/registration/01999f1e7b9c-bd81bcf6-8ae3-4266-9f96-5edbcdd5ef3d",thesis:tallaksen-2022,5.0,306
"https://hdl.handle.net/11250/2491452",200,ok,"https://nva.sikt.no/registration/0198cc82b838-dd2c72bb-5058-42fb-8a98-1e294acaa70a",thesis:vangelsten-2017,5.0,312
"https://hdl.handle.net/11250/2569075",200,ok,"https://nva.sikt.no/registration/01990aae9799-dbe16e9c-62be-43e1-abef-ddf3360f24dd",thesis:moe-2018,5.0,481
"https://hdl.handle.net/11250/2788657",200,ok,"https://nva.sikt.no/registration/019909caa56f-ccfc7b67-f1ac-4506-90c5-17ceeb8c35a1",thesis:jevne-schiotz-2021,5.0,828
