entityType,entityId,fieldPath,companyId,companyName,personName,personKey,role,shareholderName,ownershipPct,country,orgNr,registrySource,recommendedSourcePath,reason
BoardMember,cmq8rst3z001dzzvmnikbinaq,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Bjoern Vik-Mo,bjoern-vikmo,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst3y001bzzvm11akk8kt,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Elin Viken,elin-viken,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst3y001czzvm4tbwurnn,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Goeril Johnsen,goeril-johnsen,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst41001gzzvmqgig4pzz,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Johan Martin Andreassen,johan-martin-andreassen,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst41001hzzvmn19vm1b5,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Katrine Lundstroem,katrine-lundstroem,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst3y001azzvmb9wzdb8p,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Lars Arve Jakobsen,lars-arve-jakobsen,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst40001fzzvmiqjzy6fu,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Lise Renee Skarpas,lise-renee-skarpas,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst3x0019zzvmk3whbjyd,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Oeystein Berg,oeystein-berg,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst3x0018zzvmufah1axq,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Runar Leite,runar-leite,styreleder,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst42001izzvmy994h0ye,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Stine Beate Rodberg,stine-beate-rodberg,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rst40001ezzvm6c65jz3n,,cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Yngve Haldorsen,yngve-haldorsen,styremedlem,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsthh001j1fvmnt0nyxm9,,cmp8xyt1k0019xrvmq0qfsj0z,Reitan Retail AS,Annika Marie Sigfrid,annika-marie-sigfrid,styremedlem,,,NO,914526647,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsthh001i1fvmulmipg9h,,cmp8xyt1k0019xrvmq0qfsj0z,Reitan Retail AS,Eilert Hanoa,eilert-hanoa,styremedlem,,,NO,914526647,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsthg001f1fvmbs4u3xmf,,cmp8xyt1k0019xrvmq0qfsj0z,Reitan Retail AS,Linda Cathrine Helleland,linda-cathrine-helleland,styremedlem,,,NO,914526647,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsthg001h1fvmfhbyxwur,,cmp8xyt1k0019xrvmq0qfsj0z,Reitan Retail AS,Magnus Reitan,magnus-reitan,styremedlem,,,NO,914526647,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsthf001e1fvms2rvok0i,,cmp8xyt1k0019xrvmq0qfsj0z,Reitan Retail AS,Rune Bjerke,rune-bjerke,styreleder,,,NO,914526647,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsthg001g1fvmuyhb9hou,,cmp8xyt1k0019xrvmq0qfsj0z,Reitan Retail AS,Siv Elisabeth Skard,siv-elisabeth-skard,styremedlem,,,NO,914526647,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstuu000y30vmsm0ty6jr,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Bengt Arve Rem,bengt-arve-rem,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstut000x30vmi6c9fyv2,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Caroline Marie Kjos,caroline-marie-kjos,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstus000v30vmm48pmkxg,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Christina Therese Hersch Fagerberg,christina-therese-hersch-fagerberg,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstur000u30vm8epbt7qj,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Hans Peter Henrik Agnefjall,hans-peter-henrik-agnefjall,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstuv000z30vmxv9xelid,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Ingrid Sofie Nielsen,ingrid-sofie-nielsen,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstuq000r30vmsjd2onos,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Liselott Kilaas,liselott-kilaas,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstur000t30vmvt4rfaxd,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Roger Vangen,roger-vangen,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstus000w30vmozk73zj2,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Rolv Erik Ryssdal,rolv-erik-ryssdal,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstuq000q30vmyvq90vv3,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Stein Erik Hagen,stein-erik-hagen,styreleder,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rstur000s30vmaq3upsll,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Terje Utstrand,terje-utstrand,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7k000q4ovmnchse6r8,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Ann Kristin Nes,ann-kristin-nes,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7k000p4ovmj6z6o5fl,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Einar Meisfjord,einar-meisfjord,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7i000k4ovmhsoyp0xj,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Erlend Ronning,erlend-ronning,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7i000l4ovm4sstau9n,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Hans Amund Braastad,hans-amund-braastad,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7l000s4ovmil37c7yk,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Irene Aastveit,irene-aastveit,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7g000g4ovmrun3quds,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Johan Narum,johan-narum,styreleder,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7h000j4ovm7ea5akld,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Ken Ove Sletthaug,ken-ove-sletthaug,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7h000i4ovmh9lhqrl5,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Kenneth Rene Johansen,kenneth-rene-johansen,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7j000m4ovmm52hnevp,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Linda Myren,linda-myren,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7k000o4ovmexvedt4x,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Live Major,live-major,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7m000t4ovmv1lczbe6,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Martin Maeland,martin-maeland,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7h000h4ovm5dkoh26y,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Merethe Sund,merethe-sund,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7j000n4ovmfmii3v92,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Ole Johannes Egeland,ole-johannes-egeland,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsu7l000r4ovmn94vayjr,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Ragnhild Sjurgard,ragnhild-sjurgard,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuk0000c62vm6urtb1nw,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Anne Berit Loeset,anne-berit-loeset,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuk2000g62vm1ckd6rt9,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Anne Polden,anne-polden,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuk2000h62vmj0rvotgx,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Arthur Salte,arthur-salte,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsujy000962vm9b4jsdr8,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Asgeir Pollestad,asgeir-pollestad,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsujz000a62vmpxrk1ne8,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Elin Johanne Aarvik,elin-johanne-aarvik,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuk0000d62vmshf4g9lg,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Hans Olav Minsaas,hans-olav-minsaas,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuk1000e62vmuhlw19v9,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Ingunn Helene Ruud,ingunn-helene-ruud,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuk2000i62vmrjtxh6yx,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Kaare Ivar Stormoen,kaare-ivar-stormoen,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuk1000f62vm5rrrbxnn,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Lise Skreddernes,lise-skreddernes,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsujy000862vmvf2n2xa6,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Rolf Oeyvind Thune,rolf-oeyvind-thune,styreleder,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsujz000b62vmmwktdahy,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Tor Arne Johansen,tor-arne-johansen,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxe000r7fvm2aifb5l7,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Ann Kristin Nygaard,ann-kristin-nygaard,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxc000n7fvmc1fewt8w,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Borgny Grande,borgny-grande,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxa000i7fvmzvuofkiv,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Elisabeth Holand,elisabeth-holand,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxc000m7fvm1ckg7jbd,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Elisabeth Nilsen,elisabeth-nilsen,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxc000o7fvmt6kpulwz,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Erling Aune,erling-aune,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxa000j7fvma0mkua13,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Frank Gjoran Fandin,frank-gjoran-fandin,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxb000k7fvms6pm4ppk,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Grim Erik Gillestad,grim-erik-gillestad,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsux8000h7fvmolpapue7,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Jens Lippestad,jens-lippestad,styreleder,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxe000s7fvm9pgm16mb,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Knut Repstad,knut-repstad,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxd000p7fvmytp0tr37,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Sigbjoern Aurland,sigbjoern-aurland,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxb000l7fvmrwwte0j3,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Thor Johannes Rogneby,thor-johannes-rogneby,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsuxe000q7fvm5au26z9p,,cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Torbjorg Kylland,torbjorg-kylland,styremedlem,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rswpc000cfkvmu2hoylgg,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Gyrid Skalleberg Ingeroe,gyrid-skalleberg-ingeroe,styremedlem,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rswpb0009fkvmkh28devh,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Ihsan Akram,ihsan-akram,styremedlem,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rswpc000afkvmuvm0ejjc,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Jostein Hestoey,jostein-hestoey,styremedlem,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rswpd000efkvmn4eyrogy,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Kirsten Indgjerd Vaerdal,kirsten-indgjerd-vaerdal,ansatterepresentant,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rswpa0007fkvmflcgrfw5,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Kristian Nergaard,kristian-nergaard,styreleder,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rswpc000bfkvmd74wxxzv,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Ole Robert Reitan,ole-robert-reitan,styremedlem,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rswpb0008fkvmdbr19ppl,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Runar Hollevik,runar-hollevik,styremedlem,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rswpd000dfkvmfmiplb24,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Rune Olasveengen Dalsaune,rune-olasveengen-dalsaune,ansatterepresentant,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvae000a9ovmufnyhbft,,cmp8xyt58005axrvmq4uvylny,Mowi ASA,Cecilie Fredriksen,cecilie-fredriksen,styremedlem,,,NO,964118191,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvaa00059ovmuwisdaw6,,cmp8xyt58005axrvmq4uvylny,Mowi ASA,Kathrine Fredriksen,kathrine-fredriksen,styremedlem,,,NO,964118191,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvac00079ovmi0fcmlw1,,cmp8xyt58005axrvmq4uvylny,Mowi ASA,Kjersti Hoeboel,kjersti-hoeboel,styremedlem,,,NO,964118191,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvad00099ovm701kcnbz,,cmp8xyt58005axrvmq4uvylny,Mowi ASA,Kristian Mellerud,kristian-mellerud,styremedlem,,,NO,964118191,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvad00089ovmpyn2p1i0,,cmp8xyt58005axrvmq4uvylny,Mowi ASA,Leif Teksum,leif-teksum,styremedlem,,,NO,964118191,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsva900049ovm244ty901,,cmp8xyt58005axrvmq4uvylny,Mowi ASA,Oerjan Svanevik,oerjan-svanevik,styreleder,,,NO,964118191,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvab00069ovmsqknzo9u,,cmp8xyt58005axrvmq4uvylny,Mowi ASA,Peder Strand,peder-strand,styremedlem,,,NO,964118191,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvmm0007b1vmhvci0wtz,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Arnhild Holstad,arnhild-holstad,styremedlem,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvmk0004b1vma6x7e8pm,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Gustav Witzoee,gustav-witzoee,styreleder,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvmn0009b1vmcbg0xw0h,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Ingvild Kindlihagen,ingvild-kindlihagen,ansatterepresentant,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvmm0006b1vmh7tkr7ug,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Leif Inge Nordhammer,leif-inge-nordhammer,styremedlem,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvml0005b1vmn4hvm3ep,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Margrethe Hauge,margrethe-hauge,styremedlem,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvmn0008b1vm80hvcljq,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Morten Loktu,morten-loktu,styremedlem,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvmo000ab1vmtzmegtdb,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Stig Stensen,stig-stensen,ansatterepresentant,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvzi000abyvm939sos6e,,cmp8xyt620066xrvmjffvu35l,Lerøy Seafood Group ASA,Are Dragesund,are-dragesund,styremedlem,,,NO,975350940,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmq8rsvzf0007byvm9vjbnx6d,,cmp8xyt620066xrvmjffvu35l,Lerøy Seafood Group ASA,Arne Moegster,arne-moegster,styreleder,,,NO,975350940,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
