theme,series_family,series_id,country,commodity_group,commodity_group_label,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,share_of_selected_food_basket,selected_food_basket_total,code_family,source_code_rule,coverage,comparability,notes
trade,food_group_import_value_annual,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2025,annual,imports,Import value,"DKK 1,000",12509101.000,0.168917,74054774.000,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_annual,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2026,annual,imports,Import value,"DKK 1,000",606137.000,0.104817,5782793.000,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_annual,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2026,annual,imports,Import value,"DKK 1,000",672542.000,0.116301,5782793.000,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_annual,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2026,annual,imports,Import value,"DKK 1,000",534648.000,0.092455,5782793.000,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_annual,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2026,annual,imports,Import value,"DKK 1,000",1649644.000,0.285268,5782793.000,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_annual,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2026,annual,imports,Import value,"DKK 1,000",1326057.000,0.229311,5782793.000,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_annual,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2026,annual,imports,Import value,"DKK 1,000",993765.000,0.171849,5782793.000,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_annual,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015,annual,imports,Import value,1000 EUR,34728.000,0.017724,1959384.000,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015,annual,imports,Import value,1000 EUR,375580.000,0.191683,1959384.000,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_annual,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015,annual,imports,Import value,1000 EUR,319280.000,0.162949,1959384.000,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_annual,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015,annual,imports,Import value,1000 EUR,344657.000,0.175901,1959384.000,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015,annual,imports,Import value,1000 EUR,670932.000,0.342420,1959384.000,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_annual,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015,annual,imports,Import value,1000 EUR,214207.000,0.109324,1959384.000,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016,annual,imports,Import value,1000 EUR,28225.000,0.013652,2067458.000,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016,annual,imports,Import value,1000 EUR,348305.000,0.168470,2067458.000,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_annual,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016,annual,imports,Import value,1000 EUR,399745.000,0.193351,2067458.000,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_annual,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016,annual,imports,Import value,1000 EUR,382614.000,0.185065,2067458.000,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016,annual,imports,Import value,1000 EUR,699595.000,0.338384,2067458.000,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_annual,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016,annual,imports,Import value,1000 EUR,208974.000,0.101078,2067458.000,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017,annual,imports,Import value,1000 EUR,37166.000,0.016752,2218564.000,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017,annual,imports,Import value,1000 EUR,360132.000,0.162327,2218564.000,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_annual,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017,annual,imports,Import value,1000 EUR,381437.000,0.171930,2218564.000,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_annual,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017,annual,imports,Import value,1000 EUR,500783.000,0.225724,2218564.000,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017,annual,imports,Import value,1000 EUR,719176.000,0.324163,2218564.000,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_annual,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017,annual,imports,Import value,1000 EUR,219870.000,0.099105,2218564.000,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018,annual,imports,Import value,1000 EUR,51918.000,0.023189,2238901.000,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018,annual,imports,Import value,1000 EUR,364182.000,0.162661,2238901.000,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_annual,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018,annual,imports,Import value,1000 EUR,330732.000,0.147721,2238901.000,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_annual,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018,annual,imports,Import value,1000 EUR,515350.000,0.230180,2238901.000,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018,annual,imports,Import value,1000 EUR,746674.000,0.333500,2238901.000,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_annual,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018,annual,imports,Import value,1000 EUR,230045.000,0.102749,2238901.000,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019,annual,imports,Import value,1000 EUR,41349.000,0.019134,2161051.000,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019,annual,imports,Import value,1000 EUR,370240.000,0.171324,2161051.000,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_annual,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019,annual,imports,Import value,1000 EUR,315688.000,0.146081,2161051.000,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_annual,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019,annual,imports,Import value,1000 EUR,481729.000,0.222914,2161051.000,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019,annual,imports,Import value,1000 EUR,740138.000,0.342490,2161051.000,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_annual,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019,annual,imports,Import value,1000 EUR,211907.000,0.098057,2161051.000,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020,annual,imports,Import value,1000 EUR,35293.000,0.015981,2208406.000,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020,annual,imports,Import value,1000 EUR,357685.000,0.161965,2208406.000,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_annual,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020,annual,imports,Import value,1000 EUR,404198.000,0.183027,2208406.000,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_annual,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020,annual,imports,Import value,1000 EUR,449623.000,0.203596,2208406.000,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020,annual,imports,Import value,1000 EUR,781501.000,0.353876,2208406.000,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_annual,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020,annual,imports,Import value,1000 EUR,180106.000,0.081555,2208406.000,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_annual,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2021,annual,imports,Import value,1000 EUR,50014.000,0.021739,2300687.000,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
