theme,series_family,series_id,country,commodity_group,commodity_group_label,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,share_of_selected_food_basket,selected_food_basket_total,code_family,source_code_rule,coverage,comparability,notes
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-02,monthly,imports,Import value,"DKK 1,000",1148302.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-02,monthly,imports,Import value,"DKK 1,000",834572.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-03,monthly,imports,Import value,"DKK 1,000",718661.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-03,monthly,imports,Import value,"DKK 1,000",676345.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-03,monthly,imports,Import value,"DKK 1,000",698881.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-03,monthly,imports,Import value,"DKK 1,000",1825460.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-03,monthly,imports,Import value,"DKK 1,000",1265240.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-03,monthly,imports,Import value,"DKK 1,000",1060675.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-04,monthly,imports,Import value,"DKK 1,000",694789.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-04,monthly,imports,Import value,"DKK 1,000",716455.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-04,monthly,imports,Import value,"DKK 1,000",556409.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-04,monthly,imports,Import value,"DKK 1,000",1748500.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-04,monthly,imports,Import value,"DKK 1,000",1266210.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-04,monthly,imports,Import value,"DKK 1,000",1076692.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-05,monthly,imports,Import value,"DKK 1,000",860885.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-05,monthly,imports,Import value,"DKK 1,000",799069.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-05,monthly,imports,Import value,"DKK 1,000",671670.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-05,monthly,imports,Import value,"DKK 1,000",2183019.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-05,monthly,imports,Import value,"DKK 1,000",1228287.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-05,monthly,imports,Import value,"DKK 1,000",1099830.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-06,monthly,imports,Import value,"DKK 1,000",736560.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-06,monthly,imports,Import value,"DKK 1,000",862919.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-06,monthly,imports,Import value,"DKK 1,000",714962.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-06,monthly,imports,Import value,"DKK 1,000",1884063.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-06,monthly,imports,Import value,"DKK 1,000",1237222.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-06,monthly,imports,Import value,"DKK 1,000",1100565.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-07,monthly,imports,Import value,"DKK 1,000",749858.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-07,monthly,imports,Import value,"DKK 1,000",837799.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-07,monthly,imports,Import value,"DKK 1,000",715672.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-07,monthly,imports,Import value,"DKK 1,000",2062475.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-07,monthly,imports,Import value,"DKK 1,000",1020271.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-07,monthly,imports,Import value,"DKK 1,000",999126.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-08,monthly,imports,Import value,"DKK 1,000",637096.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-08,monthly,imports,Import value,"DKK 1,000",848597.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-08,monthly,imports,Import value,"DKK 1,000",986450.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-08,monthly,imports,Import value,"DKK 1,000",2232275.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-08,monthly,imports,Import value,"DKK 1,000",1141572.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-08,monthly,imports,Import value,"DKK 1,000",1126960.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-09,monthly,imports,Import value,"DKK 1,000",669965.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-09,monthly,imports,Import value,"DKK 1,000",773796.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-09,monthly,imports,Import value,"DKK 1,000",513350.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-09,monthly,imports,Import value,"DKK 1,000",2257936.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-09,monthly,imports,Import value,"DKK 1,000",1111938.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-09,monthly,imports,Import value,"DKK 1,000",1162675.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-10,monthly,imports,Import value,"DKK 1,000",608647.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-10,monthly,imports,Import value,"DKK 1,000",748566.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-10,monthly,imports,Import value,"DKK 1,000",668288.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-10,monthly,imports,Import value,"DKK 1,000",2569843.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-10,monthly,imports,Import value,"DKK 1,000",1090699.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-10,monthly,imports,Import value,"DKK 1,000",1113366.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-11,monthly,imports,Import value,"DKK 1,000",643835.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_dairy_eggs_imports,DK,dairy_eggs,Dairy products and eggs,StatBank imports and exports SITC,SITC2R4,2022-11,monthly,imports,Import value,"DKK 1,000",759785.000,,,SITC Rev.4 top-level,SITC 02,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,dk_fats_oils_imports,DK,fats_oils,Fats and oils,StatBank imports and exports SITC,SITC2R4,2022-11,monthly,imports,Import value,"DKK 1,000",831320.000,,,SITC Rev.4 top-level,SITC 41 + 42 + 43,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,dk_fish_seafood_imports,DK,fish_seafood,Fish and seafood,StatBank imports and exports SITC,SITC2R4,2022-11,monthly,imports,Import value,"DKK 1,000",2372484.000,,,SITC Rev.4 top-level,SITC 03,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_fruit_veg_imports,DK,fruit_veg,Fruit and vegetables,StatBank imports and exports SITC,SITC2R4,2022-11,monthly,imports,Import value,"DKK 1,000",1172426.000,,,SITC Rev.4 top-level,SITC 05,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,dk_meat_imports,DK,meat,Meat and meat preparations,StatBank imports and exports SITC,SITC2R4,2022-11,monthly,imports,Import value,"DKK 1,000",1090227.000,,,SITC Rev.4 top-level,SITC 01,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
trade,food_group_import_value_monthly,dk_cereals_imports,DK,cereals,Cereals and cereal preparations,StatBank imports and exports SITC,SITC2R4,2022-12,monthly,imports,Import value,"DKK 1,000",674477.000,,,SITC Rev.4 top-level,SITC 04,"rest of world, imports, border crossing principle",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. Monthly coverage starts in 2022 in the ready SITC table.
