fartoy_id;antall_sedler;antall_linjer;rundvekt_kg;fangstverdi_kr;siste_landingsdato;topp3_arter_rundvekt
1972005078;23;169;3228.1;0.0;2026-04-24;Nordøstarktisk torsk (2 942 kg) | Sei (145 kg) | Kveite (66 kg)
1972005727;10;19;2680.3;0.0;2026-06-25;Sei (2 545 kg) | Hyse (61 kg) | Rødspette (42 kg)
1972011116;4;16;286.2;0.0;2026-03-12;Nordøstarktisk torsk (218 kg) | Nordøstarktisk hyse (33 kg) | Kveite (24 kg)
1972013047;50;96;1095.2;0.0;2026-08-04;Sjøkreps (1 092 kg) | Makrell (3 kg)
1973002161;13;64;10800.5;0.0;2026-06-29;Nordøstarktisk torsk (9 926 kg) | Kongekrabbe  hann- (833 kg) | Kongekrabbe  hunn- (42 kg)
1973005367;13;127;38915.6;0.0;2026-03-28;Nordøstarktisk torsk (38 297 kg) | Nordøstarktisk hyse (187 kg) | Kveite (124 kg)
1973005435;19;89;6968.5;0.0;2026-07-28;Nordøstarktisk torsk (4 568 kg) | Sei (2 364 kg) | Kveite (36 kg)
1973005857;31;111;9760.5;0.0;2026-07-15;Nordøstarktisk torsk (8 258 kg) | Kongekrabbe  hann- (826 kg) | Sei (639 kg)
1973007387;15;87;6237.1;0.0;2026-08-03;Nordøstarktisk hyse (3 754 kg) | Sei (1 563 kg) | Nordøstarktisk torsk (298 kg)
1973007843;3;24;9647.0;0.0;2026-03-28;Nordøstarktisk torsk (9 570 kg) | Kveite (40 kg) | Sei (28 kg)
1973010542;16;83;4769.6;0.0;2026-06-12;Nordøstarktisk torsk (3 787 kg) | Kongekrabbe  hann- (869 kg) | Sei (84 kg)
1973013127;20;91;5613.5;0.0;2026-08-04;Dypvannsreke (5 501 kg) | Sjøkreps (92 kg) | Torsk (13 kg)
1974000185;2;7;329.4;0.0;2026-08-03;Sei (123 kg) | Nordøstarktisk torsk (91 kg) | Brosme (38 kg)
1974000267;27;168;15629.9;0.0;2026-07-24;Nordøstarktisk torsk (9 164 kg) | Sei (3 741 kg) | Hyse (579 kg)
1974000469;16;112;5089.8;0.0;2026-06-18;Nordøstarktisk torsk (2 436 kg) | Lyr (645 kg) | Sei (627 kg)
1974001129;31;31;11672.0;0.0;2026-03-09;Taskekrabbe (11 672 kg)
1974002186;16;62;11703.0;0.0;2026-06-26;Nordøstarktisk torsk (10 635 kg) | Kongekrabbe  hann- (774 kg) | Sei (287 kg)
1974002413;17;64;9009.0;0.0;2026-05-08;Nordøstarktisk torsk (8 938 kg) | Sei (61 kg) | Brosme (8 kg)
1974004395;2;4;1122.0;0.0;2026-08-03;Makrell (1 122 kg)
1974006984;9;44;10268.0;0.0;2026-07-10;Nordøstarktisk torsk (10 082 kg) | Sei (178 kg) | Nordøstarktisk hyse (8 kg)
1974007613;12;83;3241.9;0.0;2026-04-14;Nordøstarktisk torsk (2 937 kg) | Sei (213 kg) | Nordøstarktisk hyse (34 kg)
1974007663;9;34;5147.0;0.0;2026-05-04;Nordøstarktisk torsk (4 819 kg) | Sei (320 kg) | Brosme (5 kg)
1974008629;14;75;4566.6;0.0;2026-07-31;Nordøstarktisk torsk (2 892 kg) | Sei (1 491 kg) | Kveite (80 kg)
1974009172;7;51;1791.7;0.0;2026-07-09;Sei (811 kg) | Lange (294 kg) | Pigghå (241 kg)
1974009951;11;98;13110.9;0.0;2026-06-06;Nordøstarktisk torsk (11 858 kg) | Kongekrabbe  hann- (914 kg) | Brosme (170 kg)
1974010179;28;114;786288.1;0.0;2026-07-01;Snøkrabbe (786 288 kg)
1974010395;11;31;7061.0;0.0;2026-04-06;Nordøstarktisk torsk (6 905 kg) | Lange (80 kg) | Uer (vanlig) (32 kg)
1974011710;22;195;27491.3;0.0;2026-04-30;Nordøstarktisk torsk (20 689 kg) | Sei (5 827 kg) | Nordøstarktisk hyse (636 kg)
1974012041;17;93;21803.2;0.0;2026-06-01;Nordøstarktisk torsk (18 585 kg) | Sei (2 816 kg) | Brosme (211 kg)
1975000892;2;14;6451.4;0.0;2026-04-13;Nordøstarktisk torsk (6 376 kg) | Lange (56 kg) | Rødspette (8 kg)
1975000921;22;216;24058.6;0.0;2026-06-29;Nordøstarktisk torsk (6 427 kg) | Nordøstarktisk hyse (5 972 kg) | Brosme (4 946 kg)
1975002636;10;12;2329.9;0.0;2026-04-20;Nordøstarktisk torsk (2 320 kg) | Kveite (9 kg)
1975002821;22;180;53987.6;0.0;2026-06-14;Nordøstarktisk torsk (38 238 kg) | Blåkveite (9 780 kg) | Kveite (3 999 kg)
1975002990;4;30;12041.5;0.0;2026-04-07;Nordøstarktisk torsk (12 008 kg) | Kveite (34 kg)
1975004169;9;83;2318.4;0.0;2026-05-29;Sei (1 531 kg) | Breiflabb (188 kg) | Lange (185 kg)
1975004601;28;257;18737.8;0.0;2026-07-30;Sei (8 668 kg) | Nordøstarktisk hyse (4 188 kg) | Lyr (1 932 kg)
1975005129;5;46;3174.7;0.0;2026-04-16;Nordøstarktisk torsk (2 977 kg) | Lange (126 kg) | Breiflabb (24 kg)
1975006921;8;59;2144.0;0.0;2026-04-21;Nordøstarktisk torsk (1 797 kg) | Sei (170 kg) | Nordøstarktisk hyse (75 kg)
1975007312;18;188;11406.1;0.0;2026-07-22;Nordøstarktisk torsk (5 514 kg) | Nordøstarktisk hyse (2 627 kg) | Sei (1 265 kg)
1975007664;9;60;6225.3;0.0;2026-04-04;Nordøstarktisk torsk (5 324 kg) | Hyse (517 kg) | Lyr (209 kg)
1975007984;6;30;708.1;0.0;2026-03-02;Kongekrabbe  hann- (671 kg) | Kongekrabbe  hunn- (37 kg)
1975010063;24;202;30165.9;0.0;2026-06-24;Nordøstarktisk torsk (11 687 kg) | Blåkveite (5 756 kg) | Nordøstarktisk hyse (3 795 kg)
1975010140;14;97;3174.1;0.0;2026-06-19;Nordøstarktisk torsk (2 657 kg) | Sei (277 kg) | Kveite (66 kg)
1975010429;10;37;5331.1;0.0;2026-06-09;Nordøstarktisk torsk (4 996 kg) | Sei (321 kg) | Brosme (8 kg)
1975010906;20;164;22010.7;0.0;2026-03-30;Nordøstarktisk torsk (19 754 kg) | Sei (1 142 kg) | Lange (235 kg)
1975012249;24;283;64088.9;0.0;2026-05-28;Nordøstarktisk torsk (51 096 kg) | Blåkveite (11 587 kg) | Breiflabb (286 kg)
1975012814;50;570;75980.4;0.0;2026-07-16;Dypvannsreke (60 730 kg) | Sei (8 513 kg) | Torsk (1 776 kg)
1976002207;22;156;18952.4;0.0;2026-04-12;Nordøstarktisk torsk (18 903 kg) | Lange (13 kg) | Kveite (12 kg)
1976002588;14;35;11470.2;0.0;2026-07-28;Nordøstarktisk torsk (9 762 kg) | Kongekrabbe  hann- (857 kg) | Sei (750 kg)
1976003087;28;182;10061.9;0.0;2026-07-21;Nordøstarktisk torsk (7 410 kg) | Kongekrabbe  hann- (1 276 kg) | Brosme (619 kg)
1976004475;6;24;752.9;0.0;2026-07-24;Rødspette (580 kg) | Breiflabb (58 kg) | Hyse (40 kg)
1976005055;7;16;2329.0;0.0;2026-03-25;Nordøstarktisk torsk (2 294 kg) | Sei (35 kg)
1976005671;48;360;309200.2;0.0;2026-08-04;Nordøstarktisk torsk (148 750 kg) | Nordøstarktisk hyse (113 987 kg) | Sei (46 347 kg)
1976006126;24;234;25023.6;0.0;2026-04-15;Nordøstarktisk torsk (24 070 kg) | Brosme (254 kg) | Nordøstarktisk hyse (254 kg)
1976006228;8;48;20756.2;0.0;2026-04-20;Nordøstarktisk torsk (19 631 kg) | Lange (497 kg) | Sei (404 kg)
1976006738;58;338;41749.7;0.0;2026-08-04;Nordøstarktisk torsk (20 844 kg) | Sei (20 511 kg) | Uer (vanlig) (268 kg)
1976007091;20;118;24176.4;0.0;2026-07-13;Nordøstarktisk torsk (14 025 kg) | Sei (6 789 kg) | Nordøstarktisk hyse (1 579 kg)
1976007460;9;58;9637.4;0.0;2026-04-11;Nordøstarktisk torsk (9 535 kg) | Kveite (33 kg) | Nordøstarktisk hyse (28 kg)
1976007465;2;16;9899.2;0.0;2026-04-08;Nordøstarktisk torsk (9 888 kg) | Nordøstarktisk hyse (8 kg) | Brosme (3 kg)
1976007837;36;329;80532.1;0.0;2026-05-01;Sei (65 424 kg) | Nordøstarktisk torsk (9 978 kg) | Nordøstarktisk hyse (2 295 kg)
1976008231;15;87;4115.9;0.0;2026-04-10;Lyr (1 580 kg) | Nordøstarktisk torsk (1 476 kg) | Sei (312 kg)
1976008495;58;139;3993.1;0.0;2026-08-01;Breiflabb (2 349 kg) | Berggylt (508 kg) | Annen skate og rokke (388 kg)
1976008980;9;36;1963.0;0.0;2026-06-16;Nordøstarktisk torsk (845 kg) | Breiflabb (448 kg) | Sei (372 kg)
1976009170;7;15;3704.3;0.0;2026-08-03;Nordøstarktisk torsk (3 558 kg) | Sei (146 kg)
1976009383;143;1009;161197.0;0.0;2026-08-04;Norsk vårgytende sild (93 900 kg) | Breiflabb (15 277 kg) | Makrell (15 146 kg)
1976009500;5;45;6305.7;0.0;2026-02-23;Nordøstarktisk torsk (6 210 kg) | Kveite (34 kg) | Nordøstarktisk hyse (29 kg)
1976010048;41;208;8232.2;0.0;2026-07-13;Sei (5 411 kg) | Nordøstarktisk torsk (2 038 kg) | Lyr (419 kg)
1976010174;23;94;22332.1;0.0;2026-06-19;Blåkveite (9 736 kg) | Nordøstarktisk torsk (9 377 kg) | Sei (2 818 kg)
1976010456;14;68;11357.7;0.0;2026-04-11;Nordøstarktisk torsk (9 891 kg) | Kongekrabbe  hann- (832 kg) | Sei (578 kg)
1977000459;6;21;9362.3;0.0;2026-03-13;Nordøstarktisk torsk (8 482 kg) | Kongekrabbe  hann- (837 kg) | Kongekrabbe  hunn- (37 kg)
1977000577;23;130;19690.6;0.0;2026-08-03;Nordøstarktisk torsk (10 795 kg) | Sei (4 195 kg) | Nordøstarktisk hyse (2 775 kg)
1977002446;18;98;3731.7;0.0;2026-07-28;Nordøstarktisk torsk (3 281 kg) | Brosme (154 kg) | Nordøstarktisk hyse (144 kg)
1977002527;19;89;9842.0;0.0;2026-06-20;Nordøstarktisk torsk (8 809 kg) | Kongekrabbe  hann- (808 kg) | Sei (177 kg)
1977003973;8;51;13729.0;0.0;2026-03-27;Nordøstarktisk torsk (12 764 kg) | Kongekrabbe  hann- (832 kg) | Nordøstarktisk hyse (47 kg)
1977004000;46;559;27433.0;0.0;2026-07-04;Nordøstarktisk torsk (20 818 kg) | Nordøstarktisk hyse (1 601 kg) | Sei (1 201 kg)
1977004114;7;23;10771.2;0.0;2026-03-31;Nordøstarktisk torsk (9 894 kg) | Kongekrabbe  hann- (845 kg) | Kveite (21 kg)
1977005829;33;160;30117.9;0.0;2026-06-03;Nordøstarktisk torsk (20 528 kg) | Sei (9 287 kg) | Lange (164 kg)
1977006206;39;416;288899.8;0.0;2026-05-28;Nordøstarktisk torsk (194 614 kg) | Sei (73 889 kg) | Blåkveite (12 267 kg)
1977006958;11;80;11916.7;0.0;2026-07-02;Norsk vårgytende sild (6 836 kg) | Lyr (1 824 kg) | Sei (1 260 kg)
1977007318;3;19;4767.0;0.0;2026-01-22;Nordøstarktisk torsk (4 010 kg) | Nordøstarktisk hyse (675 kg) | Brosme (76 kg)
1977008409;14;102;12339.3;0.0;2026-06-22;Nordøstarktisk torsk (10 988 kg) | Kongekrabbe  hann- (832 kg) | Sei (466 kg)
1977009195;13;70;10975.0;0.0;2026-07-15;Nordøstarktisk torsk (9 988 kg) | Kongekrabbe  hann- (836 kg) | Kveite (54 kg)
1977009811;8;42;6397.5;0.0;2026-03-15;Nordøstarktisk torsk (6 372 kg) | Sei (25 kg)
1977009878;35;145;14846.6;0.0;2026-07-31;Nordøstarktisk torsk (7 696 kg) | Sei (4 875 kg) | Lange (787 kg)
1977009913;11;51;6635.5;0.0;2026-03-28;Nordøstarktisk torsk (6 450 kg) | Breiflabb (90 kg) | Kveite (36 kg)
1977009958;44;264;24052.1;0.0;2026-08-04;Taskekrabbe  han- (7 486 kg) | Sei (6 313 kg) | Taskekrabbe  hun- (3 270 kg)
1977009992;12;76;11038.8;0.0;2026-06-22;Nordøstarktisk torsk (9 960 kg) | Kongekrabbe  hann- (832 kg) | Sei (201 kg)
1977010469;13;71;7954.6;0.0;2026-08-03;Nordøstarktisk torsk (6 572 kg) | Kongekrabbe  hann- (837 kg) | Sei (258 kg)
1977011655;6;42;4225.6;0.0;2026-07-10;Nordøstarktisk torsk (3 032 kg) | Kongekrabbe  hann- (863 kg) | Uer (vanlig) (144 kg)
1978000223;34;61;21014.0;0.0;2026-06-05;Sei (15 881 kg) | Nordøstarktisk torsk (5 109 kg) | Lange (12 kg)
1978000588;10;66;17505.5;0.0;2026-07-30;Nordøstarktisk torsk (10 783 kg) | Nordøstarktisk hyse (2 830 kg) | Gråsteinbit (1 881 kg)
1978001298;33;134;1212.0;0.0;2026-08-03;Fjordsild (253 kg) | Lyr (212 kg) | Makrell (178 kg)
1978001683;7;67;30948.7;0.0;2026-04-13;Nordøstarktisk torsk (30 710 kg) | Kveite (123 kg) | Lange (43 kg)
1978002007;25;74;45326.4;0.0;2026-06-23;Nordøstarktisk torsk (34 885 kg) | Blåkveite (10 215 kg) | Sei (60 kg)
1978002228;4;7;1176.1;0.0;2026-07-03;Sei (1 158 kg) | Brosme (10 kg) | Lyr (8 kg)
1978002308;18;78;12795.0;0.0;2026-08-02;Nordøstarktisk torsk (10 491 kg) | Sei (1 122 kg) | Kongekrabbe  hann- (888 kg)
1978002338;14;89;38654.8;0.0;2026-04-14;Nordøstarktisk torsk (38 307 kg) | Kveite (296 kg) | Lange (35 kg)
1978002454;13;44;3866.0;0.0;2026-07-15;Nordøstarktisk torsk (3 429 kg) | Kongekrabbe  hann- (293 kg) | Sei (136 kg)
1978002640;14;74;8509.0;0.0;2026-05-22;Nordøstarktisk torsk (7 660 kg) | Sei (839 kg) | Brosme (10 kg)
1978002919;3;11;883.0;0.0;2026-07-24;Kongekrabbe  hann- (841 kg) | Kongekrabbe  hunn- (42 kg)
1978003651;5;52;40501.8;0.0;2026-08-03;Nordøstarktisk hyse (26 345 kg) | Nordøstarktisk torsk (11 724 kg) | Sei (1 547 kg)
1978003876;20;124;56999.3;0.0;2026-06-03;Nordøstarktisk torsk (36 254 kg) | Blåkveite (9 937 kg) | Nordøstarktisk hyse (5 033 kg)
1978003952;1;2;197.9;0.0;2026-07-27;Kveite (136 kg) | Brosme (62 kg)
1978004516;17;60;6873.0;0.0;2026-05-19;Nordøstarktisk torsk (6 499 kg) | Sei (139 kg) | Kveite (112 kg)
1978004792;2;7;406.0;0.0;2026-03-01;Kongekrabbe  hann- (383 kg) | Kongekrabbe  hunn- (23 kg)
1978004802;25;148;66814.9;0.0;2026-06-06;Rognkjeks (hun) (36 848 kg) | Nordøstarktisk torsk (12 258 kg) | Blåkveite (10 447 kg)
1978004975;4;34;4260.0;0.0;2026-07-08;Nordøstarktisk torsk (1 893 kg) | Nordøstarktisk hyse (1 587 kg) | Brosme (313 kg)
1978005124;32;393;86817.3;0.0;2026-06-23;Nordøstarktisk torsk (50 510 kg) | Nordøstarktisk hyse (14 359 kg) | Blåkveite (11 371 kg)
1978005632;29;84;6784.8;0.0;2026-08-04;Nordøstarktisk torsk (4 300 kg) | Sei (2 470 kg) | Blålange (11 kg)
1978005965;11;39;968.6;0.0;2026-06-18;Nordøstarktisk torsk (818 kg) | Kveite (97 kg) | Brosme (34 kg)
1978006010;5;44;34125.3;0.0;2026-03-11;Nordøstarktisk torsk (33 420 kg) | Lange (223 kg) | Nordøstarktisk hyse (206 kg)
1978006093;14;65;10351.2;0.0;2026-05-20;Nordøstarktisk torsk (5 806 kg) | Sei (4 078 kg) | Lange (150 kg)
1978006586;13;135;7169.1;0.0;2026-05-13;Nordøstarktisk torsk (6 619 kg) | Sei (187 kg) | Kveite (112 kg)
1978006722;7;19;1657.9;0.0;2026-07-02;Sei (949 kg) | Kveite (236 kg) | Lange (224 kg)
1978006754;22;106;12205.2;0.0;2026-06-08;Nordøstarktisk torsk (11 397 kg) | Kveite (659 kg) | Brosme (63 kg)
1978006810;27;139;11115.3;0.0;2026-08-03;Nordøstarktisk torsk (9 961 kg) | Sei (842 kg) | Nordøstarktisk hyse (271 kg)
1978006966;68;779;122068.1;0.0;2026-08-04;Sei (41 223 kg) | Lange (20 052 kg) | Nordøstarktisk torsk (14 212 kg)
1978007033;17;177;56059.0;0.0;2026-06-24;Nordøstarktisk torsk (42 499 kg) | Blåkveite (12 040 kg) | Skolest (1 083 kg)
1978007282;13;63;8679.8;0.0;2026-04-15;Nordøstarktisk torsk (8 634 kg) | Nordøstarktisk hyse (24 kg) | Sei (11 kg)
1978007777;38;105;19658.8;0.0;2026-06-03;Sei (14 119 kg) | Nordøstarktisk torsk (5 431 kg) | Brosme (51 kg)
1978007962;13;73;12257.4;0.0;2026-06-12;Nordøstarktisk torsk (6 765 kg) | Nordøstarktisk hyse (3 732 kg) | Kongekrabbe  hann- (828 kg)
1978009092;1;2;1881.7;0.0;2026-06-25;Blåkveite (1 876 kg) | Nordøstarktisk hyse (6 kg)
1978009126;13;94;4431.1;0.0;2026-07-12;Hyse (1 410 kg) | Breiflabb (1 210 kg) | Sei (489 kg)
1978009284;42;252;15765.1;0.0;2026-06-05;Nordøstarktisk torsk (14 631 kg) | Sei (1 046 kg) | Brosme (46 kg)
1978009389;6;32;327.2;0.0;2026-02-02;Kongekrabbe  hann- (298 kg) | Kongekrabbe  hunn- (28 kg) | Trollkrabbe (1 kg)
1978009754;48;257;16117.6;0.0;2026-07-30;Taskekrabbe  hun- (5 319 kg) | Nordøstarktisk torsk (3 904 kg) | Sei (2 934 kg)
1978009887;33;116;8586.5;0.0;2026-08-03;Sei (7 102 kg) | Nordøstarktisk torsk (837 kg) | Nordøstarktisk hyse (346 kg)
1978009978;13;15;215.5;0.0;2026-04-19;Sjøkreps (211 kg) | Nordøstarktisk torsk (4 kg)
1978010075;12;54;4304.5;0.0;2026-07-22;Nordøstarktisk torsk (3 048 kg) | Kongekrabbe  hann- (851 kg) | Nordøstarktisk hyse (113 kg)
1978010687;12;88;46283.8;0.0;2026-06-23;Nordøstarktisk torsk (37 172 kg) | Blåkveite (8 632 kg) | Sei (139 kg)
1978010742;4;30;6307.2;0.0;2026-04-19;Nordøstarktisk torsk (6 296 kg) | Kveite (7 kg) | Sei (3 kg)
1978011104;7;43;6644.4;0.0;2026-03-09;Nordøstarktisk torsk (6 558 kg) | Sei (79 kg) | Brosme (8 kg)
1978011255;15;117;44440.3;0.0;2026-06-12;Nordøstarktisk torsk (33 510 kg) | Blåkveite (9 800 kg) | Isgalt (794 kg)
1978011265;3;14;34530.1;0.0;2026-06-04;Nordøstarktisk torsk (22 916 kg) | Blåkveite (11 511 kg) | Uer (vanlig) (32 kg)
1978011344;10;44;6919.0;0.0;2026-04-10;Nordøstarktisk torsk (6 419 kg) | Sei (489 kg) | Kveite (11 kg)
1978011465;24;313;436910.3;0.0;2026-06-06;Nordøstarktisk torsk (410 013 kg) | Blåkveite (15 161 kg) | Nordøstarktisk hyse (2 552 kg)
1978012084;23;101;2790.0;0.0;2026-08-04;Nordøstarktisk torsk (2 115 kg) | Nordøstarktisk hyse (383 kg) | Rødspette (82 kg)
1978012266;19;213;18007.7;0.0;2026-05-06;Nordøstarktisk torsk (10 149 kg) | Nordøstarktisk hyse (3 584 kg) | Brosme (1 738 kg)
1979001887;21;102;13978.3;0.0;2026-08-03;Nordøstarktisk torsk (9 195 kg) | Sei (3 934 kg) | Kongekrabbe  hann- (819 kg)
1979002403;27;279;57409.3;0.0;2026-06-08;Nordøstarktisk torsk (35 166 kg) | Blåkveite (9 533 kg) | Nordøstarktisk hyse (4 374 kg)
1979002650;16;53;2444.4;0.0;2026-06-11;Sei (1 407 kg) | Nordøstarktisk torsk (967 kg) | Kveite (60 kg)
1979002758;12;52;9360.8;0.0;2026-07-31;Nordøstarktisk torsk (8 818 kg) | Kongekrabbe  hann- (269 kg) | Nordøstarktisk hyse (164 kg)
1979003038;12;54;1288.6;0.0;2026-04-10;Brosme (492 kg) | Hyse (265 kg) | Lange (132 kg)
1979005195;23;164;57497.9;0.0;2026-05-30;Nordøstarktisk torsk (45 741 kg) | Blåkveite (11 108 kg) | Nordøstarktisk hyse (373 kg)
1979005633;10;106;108400.0;0.0;2026-06-25;Nordøstarktisk torsk (77 676 kg) | Nordøstarktisk hyse (23 855 kg) | Blåkveite (4 290 kg)
1979006338;15;70;11719.7;0.0;2026-06-24;Nordøstarktisk torsk (6 398 kg) | Blåkveite (3 992 kg) | Sei (532 kg)
1979006694;5;16;1240304.6;0.0;2026-06-14;Nordsjøsild (732 983 kg) | Norsk vårgytende sild (502 871 kg) | Makrell (4 039 kg)
1979006774;16;102;63296.3;0.0;2026-05-31;Nordøstarktisk torsk (49 592 kg) | Blåkveite (10 909 kg) | Lange (2 346 kg)
1979007184;19;71;9217.0;0.0;2026-06-11;Nordøstarktisk torsk (8 290 kg) | Kongekrabbe  hann- (832 kg) | Sei (49 kg)
1979007195;8;71;599692.8;0.0;2026-03-28;Norsk vårgytende sild (493 597 kg) | Nordøstarktisk torsk (96 174 kg) | Nordøstarktisk hyse (7 863 kg)
1979007638;18;65;9808.5;0.0;2026-08-04;Nordøstarktisk torsk (6 438 kg) | Sei (3 338 kg) | Lyr (18 kg)
1979007875;18;127;10563.9;0.0;2026-07-24;Nordøstarktisk torsk (10 327 kg) | Kongekrabbe  hann- (96 kg) | Rødspette (67 kg)
1979008601;6;39;1170.7;0.0;2026-07-05;Nordøstarktisk torsk (572 kg) | Makrell (567 kg) | Brosme (14 kg)
1979008804;2;6;16027.0;0.0;2026-07-01;Makrell (15 984 kg) | Lyr (30 kg) | Hestmakrell (10 kg)
1979009089;23;46;330597.3;0.0;2026-03-12;Hyse (98 899 kg) | Nordøstarktisk hyse (84 846 kg) | Nordøstarktisk torsk (81 366 kg)
1979009388;34;115;6064.4;0.0;2026-08-04;Taskekrabbe  hun- (2 612 kg) | Taskekrabbe  han- (1 798 kg) | Nordøstarktisk torsk (898 kg)
1979009435;7;16;2584.5;0.0;2026-05-20;Nordøstarktisk torsk (2 364 kg) | Sei (219 kg) | Uer (vanlig) (1 kg)
1979009472;9;10;122.0;0.0;2026-07-07;Sjøkreps (62 kg) | Nordøstarktisk torsk (60 kg)
1979009843;11;37;19601.6;0.0;2026-07-09;Blåkveite (9 684 kg) | Nordøstarktisk torsk (4 810 kg) | Sei (4 755 kg)
1979009923;5;19;754.8;0.0;2026-04-22;Nordøstarktisk torsk (564 kg) | Lyr (106 kg) | Nordøstarktisk hyse (35 kg)
1979010274;1;6;868.9;0.0;2026-02-21;Nordøstarktisk torsk (869 kg)
1979011940;29;195;4113.9;0.0;2026-06-29;Nordøstarktisk torsk (3 085 kg) | Rognkjeks (hun) (508 kg) | Lyr (170 kg)
1979012119;33;119;20441.7;0.0;2026-07-28;Nordøstarktisk torsk (10 026 kg) | Sei (9 734 kg) | Uer (vanlig) (344 kg)
1979012410;6;20;188.0;0.0;2026-07-02;Breiflabb (141 kg) | Piggvar (34 kg) | Kveite (5 kg)
1979012415;26;41;633.2;0.0;2026-07-01;Sjøkreps (633 kg)
1979012900;16;22;1468.8;0.0;2026-08-03;Taskekrabbe (1 385 kg) | Torsk (60 kg) | Sjøkreps (23 kg)
1979013053;34;255;9013.0;0.0;2026-07-30;Nordøstarktisk torsk (7 677 kg) | Sei (433 kg) | Kongekrabbe  hann- (323 kg)
1980000300;12;68;10390.3;0.0;2026-05-15;Nordøstarktisk torsk (10 048 kg) | Sei (342 kg)
1980000968;10;63;23517.2;0.0;2026-06-11;Blåkveite (10 491 kg) | Nordøstarktisk torsk (7 992 kg) | Nordøstarktisk hyse (2 629 kg)
1980001193;12;22;546.0;0.0;2026-06-02;Sjøkreps (312 kg) | Brosme (235 kg)
1980001490;19;101;12909.3;0.0;2026-07-23;Nordøstarktisk torsk (9 100 kg) | Kongekrabbe  hann- (2 987 kg) | Kongekrabbe  hunn- (791 kg)
1980002043;11;62;4869.2;0.0;2026-06-25;Nordøstarktisk torsk (4 550 kg) | Nordøstarktisk hyse (120 kg) | Brosme (92 kg)
1980002079;7;36;18268.5;0.0;2026-08-03;Nordøstarktisk torsk (17 441 kg) | Nordøstarktisk hyse (354 kg) | Brosme (237 kg)
1980002478;14;116;10853.2;0.0;2026-04-11;Nordøstarktisk torsk (10 793 kg) | Kongekrabbe  hann- (28 kg) | Nordøstarktisk hyse (18 kg)
