priority,status,country,theme,doc_type,institution,title,year,url,url_type,current_local_status,target_path,next_action,source_basis
P1,downloaded,NO,beredskap,report-html,Riksrevisjonen,matsikkerhet og beredskap pa landbruksomradet,2024,https://www.riksrevisjonen.no/rapporter-mappe/no-2023-2024/matsikkerhet-og-beredskap-pa-landbruksomradet/,html_page,local_pdf_available,research/evidence-pack/offentlig/riksrevisjonen-matsikkerhet-2023.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,web-page,Stortinget,inns 202324 258s,2024,https://www.stortinget.no/no/Saker-og-publikasjoner/Publikasjoner/Innstillinger/Stortinget/2023-2024/inns-202324-258s/?all=true,html_page,local_pdf_available,research/evidence-pack/stortinget/innst-258s-2023-2024.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,web-page,Stortinget,inns 202526 130s,2024,https://www.stortinget.no/no/Saker-og-publikasjoner/Publikasjoner/Innstillinger/Stortinget/2025-2026/inns-202526-130s/?all=true,html_page,local_md_available,research/evidence-pack/stortinget/innst-130s-2025-2026-importvern.md,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,legislation,Lovdata,2020 04 17 29,2024,https://lovdata.no/LTI/lov/2020-04-17-29,html_page,local_pdf_available,research/evidence-pack/offentlig/lovdata-lov-god-handelsskikk-2020.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,legislation,Lovdata,2026 04 17 601,2024,https://lovdata.no/forskrift/2026-04-17-601,html_page,local_pdf_available,research/evidence-pack/offentlig/lovdata-forskrift-dagligvare-2026.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,aquaculture-feed,report-pdf,Forskningsrådet,pa vei mot barekraftig for  20 grep for 2026,2024,https://www.forskningsradet.no/siteassets/publikasjoner/2025/pa-vei-mot-barekraftig-for--20-grep-for-2026.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/forskningsradet-barekraftig-for-2026.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,aquaculture-feed,report-pdf,Forskningsrådet,et samfunnsloft for barekraftig for 21nov,2024,https://www.forskningsradet.no/siteassets/publikasjoner/2023/et-samfunnsloft-for-barekraftig-for_21nov.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/forskningsradet-samfunnsloft-barekraftig-for-2023.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,report-html,Havforskningsinstituttet,rapport fra havforskningen 2024 4,2024,https://www.hi.no/hi/nettrapporter/rapport-fra-havforskningen-2024-4,html_page,local_md_available,research/evidence-pack/forskningsinstitutt/hi-nettrapporter/risikorapport-fiskeoppdrett-2024.md,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,report-html,Havforskningsinstituttet,rapport fra havforskningen 2025 14,2024,https://www.hi.no/hi/nettrapporter/rapport-fra-havforskningen-2025-14,html_page,local_md_available,research/evidence-pack/forskningsinstitutt/hi-nettrapporter/risikorapport-fiskeoppdrett-2025.md,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,report-html,Havforskningsinstituttet,rapport fra havforskningen 2026 7,2024,https://www.hi.no/hi/nettrapporter/rapport-fra-havforskningen-2026-7,html_page,local_md_available,research/evidence-pack/forskningsinstitutt/hi-nettrapporter/ressursoversikt-2026.md,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,report-pdf,Havforskningsinstituttet,23 2018 Framtidsrettet mat 1408,2024,https://www.hi.no/resources/23-2018-Framtidsrettet-mat_1408.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/hi-framtidsrettet-mat-2018.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,aquaculture-feed,report-pdf,Havforskningsinstituttet,Kap 3 Miljoeffeter som folge av utslipp av loste neringssalter fra fiskeoppdrett,2024,https://www.hi.no/resources/kunnskapsstatus-risikorapportar/2019/Kap_3_Miljoeffeter-som-folge-av-utslipp-av-loste-neringssalter-fra-fiskeoppdrett.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/hi-miljoeffekter-neringssalter-fiskeoppdrett-2019.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,circularity-ccs,report-pdf,NIBIO,NIBIO POP 2020 6 43,2024,https://www.nibio.no/en/projects/carbo-fertil-implementing-biochar-fertilizer-solution-in-norway-for-climate-and-food-production-benefits/_/attachment/inline/faa95bc9-8ee3-4a1b-817d-0025db91a2d5:31f4e0399e74ae5d1ee96b32a2ca63daaab0f5af/NIBIO_POP_2020_6_43.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/nibio-pop-biochar-carbo-fertil-2020.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,report-pdf,SINTEF,rapport  industriell fremstilling av norske forravarer   signed,2024,https://www.sintef.no/globalassets/sintef-ocean/barekraftig-for/rapport--industriell-fremstilling-av-norske-forravarer---signed.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/sintef-industriell-fremstilling-norske-forravarer.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,general,report-pdf,SINTEF,l1.1 delrapport 1 kvantifisering av utslipp,2024,https://www.sintef.no/globalassets/sintef-ocean/arrangement/slam/l1.1-delrapport-1-kvantifisering-av-utslipp.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/sintef-kvantifisering-utslipp-havbruk.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,aquaculture-feed,report-pdf,SINTEF,leveranse l2.1 effekter av organisk utslipp fra havbruk nina,2024,https://www.sintef.no/globalassets/sintef-ocean/arrangement/slam/leveranse-l2.1-effekter-av-organisk-utslipp-fra-havbruk-nina.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/sintef-nina-organisk-utslipp-havbruk.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,circularity-waste,report-pdf,NORSUS,OR 48.23 Biorest fra marine rastoffer og husdyrgjodsel,2024,https://norsus.no/wp-content/uploads/OR-48.23-Biorest-fra-marine-rastoffer-og-husdyrgjodsel.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/norsus-biorest-marine-rastoffer-husdyrgjodsel.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,circularity-waste,report-pdf,NORSUS,Mobiplast okonomiske konsekvenser av posevalg,2024,https://norsus.no/wp-content/uploads/Mobiplast_okonomiske-konsekvenser-av-posevalg.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/norsus-mobiplast-posevalg.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,aquaculture-feed,report-pdf,Ruralis,aas utnyttelse av forressurser i norsk lakseoppdrett i 2020 sluttkonferanse,2024,https://ruralis.no/wp-content/uploads/2021/10/aas-utnyttelse-av-forressurser-i-norsk-lakseoppdrett-i-2020-sluttkonferanse.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsinstitutt/ruralis-forressurser-lakseoppdrett-2020.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,competition,report-pdf,Konkurransetilsynet,Konkurransetilsynets dagligvarerapport 2022,2024,https://konkurransetilsynet.no/wp-content/uploads/2022/12/Konkurransetilsynets-dagligvarerapport-2022.pdf,pdf_direct,local_pdf_available,research/evidence-pack/tilsyn/dagligvarerapport-2022.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,competition,report-pdf,Konkurransetilsynet,Konkurransetilsynets Dagligvarerapport 2024 25,2024,https://konkurransetilsynet.no/wp-content/uploads/2025/04/Konkurransetilsynets-Dagligvarerapport-2024-25.pdf,pdf_direct,local_pdf_available,research/evidence-pack/tilsyn/dagligvarerapport-2025.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,competition,report-pdf,Konkurransetilsynet,betaling for hylleplass,2024,https://konkurransetilsynet.no/wp-content/uploads/2018/08/betaling-for-hylleplass.pdf,pdf_direct,local_pdf_available,research/evidence-pack/tilsyn/betaling-for-hylleplass-2018.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,DK,competition,report-pdf,KFST,fremtidens detailhandel,2024,https://en.kfst.dk/media/51101/fremtidens-detailhandel.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/kfst-fremtidens-detailhandel.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,DK,general,report-pdf,KFST,20241120 evaluering af foedevarehandelsloven 2024,2024,https://kfst.dk/media/3wxbfqqe/20241120-evaluering-af-foedevarehandelsloven-2024.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/kfst-evaluering-foedevarehandelsloven-2024.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,SE,general,report-pdf,Konkurrensverket,rapport 2024 5 summary,2024,https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2024-5_summary.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/konkurrensverket-summary-2024.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,SE,general,report-pdf,Konkurrensverket,rapport 2025 5,2024,https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2025-5.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/konkurrensverket-rapport-2025-5.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,competition,report-pdf,Dagligvaretilsynet,Rapport om Samarbeidsklimaet i Dagligvarebransjen 2023,2024,https://www.dagligvaretilsynet.no/s/Rapport-om-Samarbeidsklimaet-i-Dagligvarebransjen-2023.pdf,pdf_direct,local_pdf_available,research/evidence-pack/tilsyn/dagligvaretilsynet-samarbeidsklima-2025.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,NO,competition,report-pdf,Dagligvaretilsynet,Dagligvaretilsynet Hringssvar om endringer i lov om god handelsskikk handheving,2024,https://www.dagligvaretilsynet.no/s/Dagligvaretilsynet-Hringssvar-om-endringer-i-lov-om-god-handelsskikk-handheving.pdf,pdf_direct,local_pdf_available,research/evidence-pack/tilsyn/dagligvaretilsynet-horingssvar-handelsskikk.pdf,none,perplexity-runde-2026-04-20
P1,downloaded,FI,general,report-pdf,Ruokavirasto,etmv toimintakertomus 2024,2024,https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2024.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/finland-food-market-ombudsman-2023.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,Elsevier,S0044848624011104,2024,https://www.sciencedirect.com/science/article/pii/S0044848624011104,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/bora-uib-aquaculture-feed-2017.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,Elsevier,S2352513424003168,2024,https://www.sciencedirect.com/science/article/pii/S2352513424003168,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/sciencedirect-S2352513424003168-insect-feeds.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,Elsevier,S2451943X24000486,2024,https://www.sciencedirect.com/science/article/pii/S2451943X24000486,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/sciencedirect-S2451943X24000486.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,Elsevier,S2949824424001587,2024,https://www.sciencedirect.com/science/article/pii/S2949824424001587,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/sciencedirect-S2949824424001587-insects-aquafeed.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,PubMed,/39280774/,2024,https://pubmed.ncbi.nlm.nih.gov/39280774/,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/pmc-9727232-aquaculture.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,,/articles/PMC9727232/,2024,https://pmc.ncbi.nlm.nih.gov/articles/PMC9727232/,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/pmc-9727232-aquaculture.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,,/doi/full/10.1155/anu/3198303,2024,https://onlinelibrary.wiley.com/doi/full/10.1155/anu/3198303,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/wiley-anu-protein-fishmeal-alternatives-2025.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,,/doi/pdf/10.1111/raq.12281,2024,https://onlinelibrary.wiley.com/doi/pdf/10.1111%2Fraq.12281,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/wiley-raq-insect-meals-fish-2018.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,,17583004.2025.2465328,2024,https://www.tandfonline.com/doi/full/10.1080/17583004.2025.2465328,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/tandfonline-biochar-finland-2025.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,journal-article,,/2071-1050/13/18/10471,2024,https://www.mdpi.com/2071-1050/13/18/10471,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/mdpi-sustainability-food-waste.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,NO,general,report-pdf,UiB,1 s2.0 S0044848617322998 main,2024,https://bora.uib.no/bora-xmlui/bitstream/handle/1956/19351/1-s2.0-S0044848617322998-main.pdf,pdf_direct,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/bora-uib-aquaculture-feed-2017.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,SE,general,report-pdf,DiVA/Swedish University,/smash/get/diva2:2052202/FULLTEXT01.pdf,2024,https://diva-portal.org/smash/get/diva2%3A2052202/FULLTEXT01.pdf,pdf_direct,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/diva-fulltext-2052202.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,FI,general,thesis,Helsinki University,/bitstreams/c4b81b44-e270-46b4-ae57-71ac0367e792/download,2024,https://helda.helsinki.fi/bitstreams/c4b81b44-e270-46b4-ae57-71ac0367e792/download,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/helda-helsinki-food-systems.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,FI,general,journal-article,,/sosiologia/article/download/124542/74699,2024,https://journal.fi/sosiologia/article/download/124542/74699,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/journal-fi-sosiologia-reko-2022.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,NO,general,report-pdf,,no.ntnu:inspera:142433913:96959685,2024,https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/handle/11250/3092539/no.ntnu:inspera:142433913:96959685.pdf,pdf_direct,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/ntnu-microplast-biorest.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,FI,aquaculture-feed,report-pdf,VTT,Food Research and Innovation Strategy for Finland 2021 2035,2024,https://publications.vtt.fi/julkaisut/muut/2021/Food-Research-and-Innovation-Strategy-for-Finland-2021-2035.pdf,pdf_direct,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/vtt-food-innovation-strategy-finland-2021-2035.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,FI,general,report-pdf,,Riuttalahti Satu,2024,https://www.theseus.fi/bitstream/handle/10024/794513/Riuttalahti_Satu.pdf?sequence=2,pdf_direct,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/theseus-riuttalahti-roal-enzymes.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,web-page,,What does it take to close the loop Lessons from a,2024,https://www.emerald.com/bfj/article/126/13/143/1234171/What-does-it-take-to-close-the-loop-Lessons-from-a,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/emerald-bfj-close-the-loop-citrus.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,alt-distribution,web-page,,Practicing mundane consumer resistance in the REKO,2024,https://www.emerald.com/qmr/article/24/3/341/360963/Practicing-mundane-consumer-resistance-in-the-REKO,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/emerald-qmr-reko-resistance.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,web-page,,364425522 Characteristics and stability of consumer food buying groups the case ,2024,https://www.researchgate.net/publication/364425522_Characteristics_and_stability_of_consumer_food-buying_groups_the_case_of_food_circles,html_page,local_pdf_available,research/evidence-pack/akademia/perplexity-runde/researchgate-food-buying-groups.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,report-pdf,FSEC,FSEC Global Policy Report,2024,https://foodsystemeconomics.org/wp-content/uploads/FSEC-Global_Policy_Report.pdf,pdf_direct,local_pdf_available,research/evidence-pack/forskningsrunde-2026-04-20/eat-foundation/fsec-global-policy-report.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,DK,general,report-pdf,Nordisk Ministerråd,nord2020 048,2024,https://pub.norden.org/nord2020-048/nord2020-048.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/norden-food-waste-2020-048.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,circularity-waste,report-pdf,EU-kommisjonen,fw eu actions food donation ms practices food redis,2024,https://food.ec.europa.eu/system/files/2019-06/fw_eu-actions_food-donation_ms-practices-food-redis.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/eu-food-donation-practices-2019.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,property-power,report-pdf,OECD,2650a0c1 en,2024,https://www.oecd.org/content/dam/oecd/en/publications/reports/2008/11/land-use-restrictions-as-barriers-to-entry_737d86fd/2650a0c1-en.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/oecd-land-use-barriers-2008.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,report-pdf,OECD,9789264268265 en,2024,https://www.oecd.org/content/dam/oecd/en/publications/reports/2017/03/oecd-environmental-performance-reviews-korea-2017_g1g742d0/9789264268265-en.pdf,pdf_direct,local_pdf_available,research/evidence-pack/nordisk/oecd-korea-environmental-review-2017.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,aquaculture-feed,web-page,EAT Foundation,2025 eat lancet commission summary report for and with policymakers,2024,https://eatforum.org/publication/2025-eat-lancet-commission-summary-report-for-and-with-policymakers/,html_page,local_pdf_available,research/evidence-pack/forskningsrunde-2026-04-20/eat-foundation/eat-lancet-2025-summary-for-policymakers.pdf,none,perplexity-runde-2026-04-20
P2,downloaded,INT,general,web-page,EU-kommisjonen,unfair trading practices en,2024,https://agriculture.ec.europa.eu/common-agricultural-policy/agri-food-supply-chain/unfair-trading-practices_en,html_page,local_pdf_available,research/evidence-pack/nordisk/eu-utp-directive-brochure.pdf,none,perplexity-runde-2026-04-20
