priority,status,country,theme,doc_type,institution,title,year,url,url_type,current_local_status,target_path,next_action,source_basis
P1,downloaded,DK,academic-theses,thesis,Aalborg University,Analyse af Salling Group A/S og Coop Danmark A/S,2025,https://projekter.aau.dk/projekter/files/783577089/Afgangsprojekt_HD1_Analyse_af_Salling_Group_AS_og_Coop_Danmark_AS.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/akademia/huynh-mortensen-2025.pdf,register_in_thesis_layer,src/lib/data/theses.ts
P1,downloaded,DK,public-procurement,phd_thesis,DTU Orbit,Organic food conversion in Danish public kitchens,2016,https://backend.orbit.dtu.dk/ws/files/124231485/PhD_Thesis_Nina_N_rgaard_S_rensen_print_final.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/akademia/sorensen-phd-2016-danish-public-kitchens.pdf,register_in_thesis_or_source_layer,research/perpl-17-03/Nordiske avhandlinger og masteroppgaver om matsystemer, dagligvare og matpolitikk (2010–2026).md
P2,downloaded,NO,policy,policy_report,Regjeringen,NOU 2013:6 God handelsskikk i dagligvarekjeden,2013,https://www.regjeringen.no/contentassets/b1b101a2ecfc4d889894f29653097b09/no/pdfs/nou201320130006000dddpdfs.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/offentlig/nou-2013-6-god-handelsskikk.pdf,register_in_source_or_policy_layers,research/bibliotek/offentlig-rapportlogg-prioritert.md
P2,downloaded,NO,policy,policy_report,Regjeringen,"Meld. St. 4 (2024-2025), dagligvare",2024,https://www.regjeringen.no/contentassets/4ffb06296f2145909c6db2b1157c2bb1/no/pdfs/stm202420250004000dddpdfs.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/offentlig/meld-st-4-2024-2025-dagligvare.pdf,register_in_source_or_policy_layers,research/DESK-RESEARCH-PLAN.md
P2,downloaded,NO,matsvinn,policy_report,Regjeringen,Matsvinnutvalgets rapport,2024,https://www.regjeringen.no/contentassets/5a5cadf8907a4f4c94740d23d7c4c6e4/rapport-fra-matsvinnutvalget-anbefalinger-til-helhetlige-tiltak-og-virkemidler-31.12.23.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/offentlig/matsvinnutvalget-2024.pdf,register_in_source_or_policy_layers,research/bibliotek/offentlig-rapportlogg-prioritert.md
P2,downloaded,NO,competition-enforcement,report,Dagligvaretilsynet,Samarbeidsklima-undersokelsen 2025,2025,https://www.dagligvaretilsynet.no/s/dagligvare_rapport-yn2p.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/tilsyn/dagligvaretilsynet-samarbeidsklima-2025.pdf,register_in_report_and_source_layers,src/lib/data/reports.ts
P2,downloaded,NO,competition-enforcement,annual_report,Dagligvaretilsynet,Arsrapporter 2021-2023,2021-2023,https://www.dagligvaretilsynet.no/rapporter-og-strategi,landing_html,local_pdf_series_downloaded,research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2021.pdf | research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2022.pdf | research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2023.pdf,register_series_and_note_existing_2024_copy,research/perpl-17-03/Prioritert masterlogg  Offentlige rapporter om matsystemer, dagligvaremakt, selvforsyning og matsikkerhet (2010–2026).md
P2,downloaded,NO,annual-reports,annual_report,NorgesGruppen,Ars- og baerekraftsrapport 2024 / halvaar 2025,2024-2025,https://www.norgesgruppen.no/finans/finans-hjem/rapporter/,landing_html,local_pdf_series_downloaded,research/evidence-pack/arsrapporter/norgesgruppen-2024.pdf | research/evidence-pack/arsrapporter/norgesgruppen-halvarsrapport-2025.pdf,register_and_extract_key_figures,src/lib/data/sources.ts
P2,downloaded,NO,annual-reports,annual_report,Coop Norge,Arsrapport og finansiell informasjon 2024,2024,https://downloads.eu.ctfassets.net/69zmfo9ko3qk/2QvCIRYayaH5K6dAMK48De/2801533b804d7c9f660b997103bd675e/Coop_Norge_SA_%C3%A5rsrapport_2024_HR_1.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/arsrapporter/coop-norge-2024.pdf,register_and_extract_key_figures,src/lib/data/sources.ts
P2,downloaded,NO,annual-reports,annual_report,Reitan Retail,Ars- og ansvarsrapport 2024,2024,https://cdn.sanity.io/files/z1voeyrb/production/34008b322a06d7ee0901d57578582d0cf82c32ce.pdf?dl=Reitan%20Retail%202025_Oppslag.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/arsrapporter/reitan-retail-2024.pdf,register_and_extract_key_figures,src/lib/data/sources.ts
P2,downloaded,NO,logistics,annual_report,ASKO,Baerekraft i ASKO 2024,2024,https://asko.no/globalassets/om-asko/miljo/barekraft-i-asko-2024.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/arsrapporter/asko-barekraft-2024.pdf,register_and_extract_logistics_relevance,src/lib/data/sources.ts
P2,downloaded,SE,annual-reports,annual_report,ICA Gruppen,Annual Report 2024,2025,https://www.icagruppen.se/globalassets/xx.-arsredovisning-2024/250221_icagruppen_annual_report_2024.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/arsrapporter/ica-gruppen-annual-report-2024.pdf,register_and_extract_key_figures,research/perpl-17-03/Nordisk Dagligvaremarked  Markedsstruktur og Validering 2024–2026.md
P3,downloaded,SE,annual-reports,annual_report,Axfood,Annual and sustainability report 2024,2024,https://mb.cision.com/Main/1306/4109005/3277591.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/arsrapporter/axfood-annual-report-2024.pdf,register_and_extract_key_figures,research/DESK-RESEARCH-PLAN.md
P3,downloaded,FI,annual-reports,annual_report,Kesko,Annual report 2024 / investor report,2024,http://kesko.fi/4930ac/contentassets/2e27fbfe66fb4e97a8c683de564a73d2/kesko-annual-report-2024.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/arsrapporter/kesko-annual-report-2024.pdf,register_and_extract_key_figures,research/DESK-RESEARCH-PLAN.md
P3,downloaded,DK,annual-reports,annual_report,Salling Group,Annual report 2024,2024,https://digitalassets.sallinggroup.com/raw/upload/fl_attachment%3AAnnual%20report%202024%252epdf/external_content_providers/magnolia/next/jcr%3Ac5f40c7a-153b-434d-8d7f-3c1eafb3dafe,direct_pdf,local_pdf_downloaded,research/evidence-pack/arsrapporter/salling-group-2024.pdf,register_and_extract_key_figures,research/perpl-17-03/Nordisk Dagligvaremarked  Markedsstruktur og Validering 2024–2026.md
P3,downloaded,FI,market-structure,industry_report,PTY,Finnish Grocery Trade Statistics 2024,2024,https://www.pty.fi/wp-content/uploads/2024/06/Paivittaistavarakauppa-ry-2024-EN.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/nordisk/pty-finnish-grocery-trade-statistics-2024.pdf,register_and_extract_market_share_series,research/data/nordisk-markedsstruktur-2024.json
P3,downloaded,FI,competition-enforcement,annual_report,Food Market Ombudsman / FCCA,Annual report 2023 (latest public PDF found),2023,https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2023-liitteineen.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/nordisk/finland-food-market-ombudsman-2023.pdf,check_if_2024_or_2025_public_report_appears_later,research/norden/nordisk-offentlig-kildemappe.md
P1,downloaded,NO,academic-theses,thesis,BECCLE,Hemmelige kontrakter i dagligvaremarkedet,2019,https://beccle.no/files/2020/01/Susanne_Helen_Gangst%C3%B8e_Masteroppgave.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/akademia/gangstoe-2019-uib.pdf,register_in_thesis_layer,file validation 2026-03-18
P2,downloaded,NO,academic-theses,phd_thesis,NHH / NVA,On Vertical Restraints: Essays in Industrial Organzation,2016,https://hdl.handle.net/11250/3197662,handle_page,local_pdf_downloaded,research/evidence-pack/akademia/ulsaker-phd-thesis.pdf,reconcile_local_thesis_metadata_with_public_nva_record,file validation 2026-03-18 + public search 2026-03-18
P2,downloaded,IS,competition-enforcement,annual_report,Samkeppniseftirlitid,Annual report 2024,2024,https://www.samkeppni.is/wp-content/uploads/2025/12/SAMKEPPNISEFTIRLITID_arsskyrlsla_2024_LOK_02.10.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/nordisk/is-samkeppni-annual-report-2024.pdf,register_and_extract_case_series,file validation 2026-03-18
P2,downloaded,SE,beredskap,policy_report,Swedish Government / SOU,SOU 2024:8 Livsmedelsberedskap,2024,https://www.regeringen.se/contentassets/fc08dfb51d014b3996b719005beb146f/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/nordisk/sou-2024-8-livsmedelsberedskap.pdf,register_in_source_or_policy_layers,file validation 2026-03-18
P3,downloaded,DK,merger-control,decision,KFST,Salling/Coop decision legacy file,2025,https://kfst.dk/media/edgjum43/20250326-salling-groups-erhvervelse-af-dele-af-coop-danmark-a.pdf,direct_pdf,local_pdf_downloaded_duplicate_of_verified_copy,research/evidence-pack/nordisk/dk-salling-coop-decision-2025.pdf,keep_as_legacy_alias_or_dedupe_references,file validation 2026-03-18
