priority,status,country,theme,doc_type,institution,title,year,url,url_type,current_local_status,target_path,next_action,source_basis
P1,downloaded,NO,eiendom,prospectus,NorgesGruppen,NorgesGruppen registreringsdokument 02.06.2025 (NO0013462705),2025,https://www.norgesgruppen.no/finans/,landing_html,local_pdf_downloaded,research/evidence-pack/selskap/norgesgruppen-registreringsdokument-2025.pdf,download_from_ng_ir_pages,forskningsrunde-2026-04-20 - eiendomsmakt
P1,downloaded,NO,eiendom,annual_report,Reitan Eiendom,Reitan Eiendom aarsrapport 2024,2024,https://2024.reitaneiendom.no/,landing_html,local_pdf_downloaded,research/evidence-pack/arsrapporter/reitan-eiendom-2024.pdf,extract_pdf_from_online_rapport,forskningsrunde-2026-04-20 - eiendomsmakt
P2,missing_metadata_only,NO,eiendom,annual_report,Coop Midt-Norge,Coop Midt-Norge aarsrapport 2024,2024,,,not_downloaded,research/evidence-pack/arsrapporter/coop-midt-norge-2024.pdf,locate_pdf_or_contact_coop_midt_norge,forskningsrunde-2026-04-20 - eiendomsmakt
P2,downloaded,NO,eiendom,report,Konkurransetilsynet,Dagligvarerapport 2022,2022,https://konkurransetilsynet.no/wp-content/uploads/2022/,direct_pdf,local_pdf_available_via_tilsyn_folder,research/evidence-pack/tilsyn/dagligvarerapport-2024.pdf,link_or_download_2022_version,forskningsrunde-2026-04-20 - eiendomsmakt
P2,downloaded,NO,eiendom,policy,Regjeringen,Meld. St. 27 (2019-2020) dagligvare,2020,https://www.regjeringen.no/contentassets/943cb244091d4b2fb3782f395d69b05b/en-gb/pdfs/stm201920200033000engpdfs.pdf,direct_pdf,local_pdf_available,research/evidence-pack/offentlig/meld-st-27-2019-2020-dagligvare.pdf,download_white_paper_pdf,forskningsrunde-2026-04-20 - eiendomsmakt
P2,downloaded,NO,eiendom,press,Regjeringen,Forbyr praksis som motvirker konkurranse i dagligvaremarkedet (id2985486),2023,https://www.regjeringen.no/no/aktuelt/forbyr-praksis-som-motvirker-konkurranse-i-dagligvaremarkedet/id2985486/,landing_html,local_md_available,research/evidence-pack/offentlig/press-id2985486-2023.md,save_html_as_pdf_or_snapshot,forskningsrunde-2026-04-20 - eiendomsmakt
P3,downloaded,INT,eiendom,report,OECD,Land-use restrictions as barriers to entry,2008,https://www.oecd.org/content/dam/oecd/en/publications/reports/2008/11/land-use-restrictions-as-barriers-to-entry_737d86fd/2650a0c1-en.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/oecd-land-use-barriers-2008.pdf,download_oecd_pdf,forskningsrunde-2026-04-20 - eiendomsmakt
P3,downloaded,INT,eiendom,report,OECD,Land-use restrictions as barriers to entry,2008,https://www.oecd.org/content/dam/oecd/en/publications/reports/2008/11/land-use-restrictions-as-barriers-to-entry_737d86fd/2650a0c1-en.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/oecd-land-use-barriers-2008.pdf,download_oecd_pdf,forskningsrunde-2026-04-20 - eiendomsmakt
P3,missing_metadata_only,UK,eiendom,policy,CMA / UK Groceries Market,Groceries Market Investigation Controlled Land Order,2010,,,not_downloaded,research/evidence-pack/internasjonal/uk-groceries-market-land-order-2010.pdf,locate_official_order_text,forskningsrunde-2026-04-20 - eiendomsmakt
P3,missing_metadata_only,NO,eiendom,media,E24,Coop frykter at de vil miste butikklokaler til NorgesGruppen,2024,,,not_downloaded,research/evidence-pack/media/e24-coop-butikklokaler-2024.md,archive_article_snapshot,forskningsrunde-2026-04-20 - eiendomsmakt
P3,missing_metadata_only,NO,eiendom,media,Estate Nyheter,Coop selger stort til Union,2015,,,not_downloaded,research/evidence-pack/media/estate-coop-union-2015.md,archive_article_snapshot,forskningsrunde-2026-04-20 - eiendomsmakt
P3,missing_metadata_only,NO,eiendom,academic,NHH / NTNU,Master thesis 2024 - restrictive covenants and concentration,2024,,,not_downloaded,research/evidence-pack/akademia/masteroppgave-2024-restrictive-covenants.pdf,identify_specific_thesis_id,forskningsrunde-2026-04-20 - eiendomsmakt
P3,downloaded,SE,eiendom,annual_report,Cibus Nordic,Cibus Nordic Real Estate annual report 2024,2024,https://www.cibusnordic.com/investors/,landing_html,local_md_available,research/evidence-pack/arsrapporter/cibus-nordic-2024.pdf,download_from_cibus_ir_pages,forskningsrunde-2026-04-20 - eiendomsmakt
# === MAKT / FRYKTKULTUR / ENFORCEMENT — underliggende kilder ===,,,,,,,,,,,,,
P1,downloaded,NO,enforcement,policy,Regjeringen,Prop. 33 L (2019-2020) - Lov om god handelsskikk,2020,https://www.regjeringen.no/no/dokumenter/prop.-33-l-20192020/id2681097/,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/prop-33-l-2019-2020.pdf,download_proposition_pdf,forskningsrunde-2026-04-20 - makt-fryktkultur
P1,downloaded,NO,enforcement,policy,Regjeringen,Prop. 4 L (2025-2026) - Endringer i lov om god handelsskikk,2025,https://www.regjeringen.no/no/dokumenter/prop.-4-l-20252026/id3124887/,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/prop-4-l-2025-2026.pdf,download_proposition_pdf,forskningsrunde-2026-04-20 - makt-fryktkultur
P1,downloaded,NO,enforcement,policy,Regjeringen,Hoeringsnotat endringer i lov om god handelsskikk,2025,https://www.regjeringen.no/contentassets/859d5021b8c84701800831babe1ff660/horingsnotat-om-forslag-til-endringer-i-lov-om-god-handelsskikk.pdf,direct_pdf,local_pdf_available,research/evidence-pack/offentlig/horingsnotat-god-handelsskikk-2025.pdf,locate_exact_horing_id,forskningsrunde-2026-04-20 - makt-fryktkultur
P1,downloaded,NO,enforcement,annual_report,Dagligvaretilsynet,Aarsrapport 2024,2024,https://www.dagligvaretilsynet.no/rapporter-og-strategi,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2024.pdf,already_registered,existing
P2,downloaded,NO,enforcement,report,Dagligvaretilsynet,Samarbeidsklima 2023/2024,2023,https://www.dagligvaretilsynet.no/s/dagligvare_rapport-yn2p.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/tilsyn/dagligvaretilsynet-samarbeidsklima-2025.pdf,verify_which_year_this_represents,existing
P2,downloaded,NO,enforcement,hearing,Dagligvaretilsynet,Hoeringssvar 2025 om endringer i lov om god handelsskikk,2025,https://www.dagligvaretilsynet.no/,landing_html,local_pdf_available,research/evidence-pack/offentlig/dagligvaretilsynet-horingssvar-2025.pdf,locate_pdf,forskningsrunde-2026-04-20 - makt-fryktkultur
P1,url_only,SE,enforcement,report,Konkurrensverket,Rapport 2025:5 livsmedelsutredningen,2025,https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2025-5.pdf,direct_pdf,not_downloaded,research/evidence-pack/nordisk/konkurrensverket-2025-5-livsmedel.pdf,download_konkurrensverket_2025_5,forskningsrunde-2026-04-20 - makt-fryktkultur
P2,downloaded,DK,enforcement,report,KFST,Evaluering af foedevarehandelsloven 2024,2024,https://www.kfst.dk/,landing_html,local_pdf_available,research/evidence-pack/nordisk/kfst-evaluering-foedevarehandelsloven-2024.pdf,download_evaluering_pdf,forskningsrunde-2026-04-20 - makt-fryktkultur
P2,downloaded,FI,enforcement,annual_report,Ruokavirasto / ETMV,Elintarvikemarkkinavaltuutettu toimintakertomus 2024,2024,https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2024.pdf,direct_pdf,local_pdf_available,research/evidence-pack/nordisk/etmv-toimintakertomus-2024.pdf,download_from_ruokavirasto,forskningsrunde-2026-04-20 - makt-fryktkultur
P2,downloaded,FI,enforcement,annual_report,Ruokavirasto / ETMV,Elintarvikemarkkinavaltuutettu toimintakertomus 2024,2024,https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2024.pdf,direct_pdf,local_pdf_available,research/evidence-pack/nordisk/etmv-toimintakertomus-2024.pdf,download_from_ruokavirasto,forskningsrunde-2026-04-20 - makt-fryktkultur
P2,downloaded,FI,enforcement,annual_report,Ruokavirasto / ETMV,Toimintakertomus 2023,2023,https://www.ruokavirasto.fi/globalassets/etmv/etmv-toimintakertomus-2023-liitteineen.pdf,direct_pdf,local_pdf_downloaded,research/evidence-pack/nordisk/finland-food-market-ombudsman-2023.pdf,already_registered,existing
P2,downloaded,NO,enforcement,nou,Matkjedeutvalget,NOU 2011:4 Mat makt og avmakt,2011,https://www.regjeringen.no/no/dokumenter/nou-2011-4/id640128/,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/nou-2011-4-mat-makt-avmakt.pdf,already_registered,existing
P2,downloaded,NO,enforcement,nou,Regjeringen,NOU 2013:6 God handelsskikk,2013,https://www.regjeringen.no/no/dokumenter/nou-2013-6/id721978/,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/nou-2013-6-god-handelsskikk.pdf,already_registered,existing
P2,url_only,NO,enforcement,regulation,Lovdata,Forskrift 2026-04-17-601 (ikrafttredelse lov 129/2025),2026,https://lovdata.no/static/lovtidend/ltavd1/2026/sf-20260417-0601.pdf,direct_pdf,not_downloaded,research/evidence-pack/offentlig/forskrift-2026-04-17-601.pdf,download_regulation_pdf,forskningsrunde-2026-04-20 - makt-fryktkultur
P3,missing_metadata_only,NO,enforcement,media,Aftenposten,Leverandoerer redd for dagligvarekjedene (KPMG-oppsummering),2025,,,not_downloaded,research/evidence-pack/media/aftenposten-kpmg-leverandorer-2025.md,archive_article_snapshot,forskningsrunde-2026-04-20 - makt-fryktkultur
# === FRAMSTILLINGER / BEREDSKAP — underliggende kilder ===,,,,,,,,,,,,,
P1,downloaded,NO,beredskap,report,Riksrevisjonen,Matsikkerhet og beredskap 2023,2023,https://www.riksrevisjonen.no/rapporter-mappe/no-2023-2024/,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/riksrevisjonen-matsikkerhet-2023.pdf,already_registered,existing
P2,downloaded,NO,beredskap,policy,Regjeringen,Meld. St. 25 (2024-2025) sirkulaer oekonomi,2025,https://www.regjeringen.no/no/dokumenter/meld.-st.-25-20242025/id3095592/,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/meld-st-25-2024-2025-sirkular.pdf,download_white_paper_pdf,forskningsrunde-2026-04-20 - framstillinger
P2,downloaded,NO,beredskap,policy,Regjeringen,Meld. St. 11 (2023-2024) selvforsyning,2024,https://www.regjeringen.no/no/dokumenter/meld.-st.-11-20232024/id3033241/,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/meld-st-11-selvforsyning-2024.pdf,already_registered,existing
P2,downloaded,NO,beredskap,innstilling,Stortinget,Innst. 258 S (2023-2024) selvforsyning 50 prosent,2024,https://www.stortinget.no/no/Saker-og-publikasjoner/Publikasjoner/Innstillinger/Stortinget/2023-2024/inns-202324-258s/,landing_html,local_pdf_downloaded,research/evidence-pack/stortinget/innst-258s-2023-2024.pdf,download_innstilling_pdf,forskningsrunde-2026-04-20 - framstillinger
P2,downloaded,NO,beredskap,innstilling,Stortinget,Innst. 130 S (2025-2026),2025,https://www.stortinget.no/no/Saker-og-publikasjoner/Publikasjoner/Innstillinger/Stortinget/2025-2026/,landing_html,local_md_available,research/evidence-pack/stortinget/innst-130s-2025-2026.pdf,download_innstilling_pdf,forskningsrunde-2026-04-20 - framstillinger
P3,downloaded,NO,beredskap,innstilling,Stortinget,Innst. 322 S (2021-2022) Matmaktforliket,2022,https://www.stortinget.no/no/Saker-og-publikasjoner/Publikasjoner/Innstillinger/Stortinget/2021-2022/inns-202122-322s/,landing_html,local_pdf_available,research/evidence-pack/stortinget/innst-322s-2021-2022.pdf,download_innstilling_pdf,forskningsrunde-2026-04-20 - framstillinger
P3,downloaded,NO,beredskap,innstilling,Stortinget,Innst. 173 S (2023-2024),2024,https://www.stortinget.no/no/Saker-og-publikasjoner/Publikasjoner/Innstillinger/Stortinget/2023-2024/,landing_html,local_md_available,research/evidence-pack/stortinget/innst-173s-2023-2024.pdf,download_innstilling_pdf,forskningsrunde-2026-04-20 - framstillinger
P2,downloaded,NO,beredskap,press,Regjeringen,19. mai 2025 - ny konkurransepakke dagligvare (id3101561),2025,https://www.regjeringen.no/no/aktuelt/nye-tiltak-for-bedre-konkurranse-i-dagligvaremarkedet/id3101561/,landing_html,local_pdf_available,research/evidence-pack/offentlig/press-id3101561-2025.pdf,save_html_as_pdf_or_snapshot,forskningsrunde-2026-04-20 - framstillinger
P2,downloaded,NO,beredskap,press,Regjeringen,25. juni 2024 - beredskapslager matkorn (id3046671),2024,https://www.regjeringen.no/no/aktuelt/beredskapslagring-av-matkorn/id3046671/,landing_html,local_md_available,research/evidence-pack/offentlig/press-id3046671-2024.md,save_html_as_pdf_or_snapshot,forskningsrunde-2026-04-20 - framstillinger
P3,downloaded,NO,beredskap,press,Regjeringen,Aapenhetsrapport januar-mars 2026 (id3147031),2026,https://www.regjeringen.no/id3147031/,landing_html,local_md_available,research/evidence-pack/offentlig/press-id3147031-2026.pdf,save_html_as_pdf_or_snapshot,forskningsrunde-2026-04-20 - framstillinger
P2,downloaded,NO,beredskap,report,NIBIO,Selvforsyning analyse 2026,2026,https://www.nibio.no/nyheter/ikkje-lett-a-bli-klok-pa-sjolvforsyning,landing_html,local_pdf_downloaded,research/evidence-pack/offentlig/nibio-selvforsyning-2026.pdf,already_registered,existing
P2,url_only,NO,beredskap,report,Matvett,Husholdningenes matsvinn 2025,2025,https://www.matvett.no/uploads/documents/OR.28.24-Kartleggingsrapport-for-forbrukerleddet.pdf,direct_pdf,not_downloaded,research/evidence-pack/bransje/matvett-matsvinn-2025.pdf,download_pdf_from_matvett_upload,forskningsrunde-2026-04-20 - framstillinger
P2,url_only,NO,beredskap,research,SIFO / OsloMet,Dyrtiden forskningsnotater,2024,https://oda.oslomet.no/oda-xmlui/bitstream/handle/11250/3172726/Rapport%209-2024%20SIFOs%20%C3%B8konomiske%20trygghetsbarometer.docx.pdf?isAllowed=y,direct_pdf,not_downloaded,research/evidence-pack/akademia/sifo-dyrtiden-2024.pdf,download_sifo_dyrtiden_pdf,forskningsrunde-2026-04-20 - framstillinger
P3,missing_metadata_only,NO,beredskap,policy,Partier,Partiprogrammer 9 partier om selvforsyning/dagligvaremakt,2025,,,not_downloaded,research/evidence-pack/partier/,systematic_download_per_party,forskningsrunde-2026-04-20 - framstillinger
P3,downloaded,NO,beredskap,report,Forbrukerraadet,Arbeidet for matsikkerhet maa prioriteres hoyere,2026,https://www.forbrukerradet.no/,landing_html,local_md_available,research/evidence-pack/bransje/forbrukerradet-matsikkerhet-2026.pdf,locate_march_2026_report,forskningsrunde-2026-04-20 - framstillinger
# === ALTERNATIVE DISTRIBUSJON — underliggende kilder ===,,,,,,,,,,,,,
P2,downloaded,NO,alt-distribusjon,industry_report,Stiftelsen Norsk Mat,Lokalmatrapport 2025,2025,https://stiftelsennorskmat.no/,landing_html,local_md_available,research/evidence-pack/bransje/lokalmatrapport-2025.pdf,download_from_stiftelsen,forskningsrunde-2026-04-20 - alt-distribusjon
P2,downloaded,SE,alt-distribusjon,investor,Cheffelo,Q4 2025 investor release,2025,https://www.cheffelo.com/investors,landing_html,local_pdf_downloaded,research/evidence-pack/selskap/cheffelo-q4-2025.pdf,download_from_cheffelo_ir,forskningsrunde-2026-04-20 - alt-distribusjon
P3,downloaded,DK,alt-distribusjon,corporate,Aarstiderne,Aarsrapport 2024-2025,2025,https://www.aarstiderne.com/,landing_html,local_md_available,research/evidence-pack/selskap/aarstiderne-2024.pdf,contact_aarstiderne_or_locate_cvr_filing,forskningsrunde-2026-04-20 - alt-distribusjon
P3,downloaded,SE,alt-distribusjon,press,Matsmart,Group results 2024 (Cision),2024,https://news.cision.com/matsmart/,landing_html,local_md_available,research/evidence-pack/selskap/matsmart-results-2024.pdf,download_cision_release,forskningsrunde-2026-04-20 - alt-distribusjon
P2,downloaded,NO,alt-distribusjon,report,Telemarksforsking,REKO-ringer har potensial som kanal for oekologisk mat,2020,https://www.telemarksforsking.no/publikasjoner/,landing_html,local_md_available,research/evidence-pack/akademia/telemarksforsking-reko-2020.pdf,locate_publication_id,forskningsrunde-2026-04-20 - alt-distribusjon
P3,downloaded,NO,alt-distribusjon,report,Statsforvalteren Rogaland,REKO-rapport 2020,2020,https://www.statsforvalteren.no/nb/rogaland/,landing_html,local_pdf_available,research/evidence-pack/offentlig/statsforvalter-rogaland-reko-2020.pdf,locate_publication,forskningsrunde-2026-04-20 - alt-distribusjon
P3,url_only,NO,alt-distribusjon,research,NIBIO,Troms/Finnmark smaaskala gronnsakproduksjon,2024,https://nibio.brage.unit.no/nibio-xmlui/bitstream/handle/11250/3068896/NIBIO_RAPPORT_2023_9_79.pdf?isAllowed=y&sequence=1,direct_pdf,not_downloaded,research/evidence-pack/akademia/nibio-troms-finnmark-gronnsaker-2024.pdf,download_nibio_bitstream_pdf,forskningsrunde-2026-04-20 - alt-distribusjon
P3,downloaded,FI,alt-distribusjon,academic,Luke/Jukuri,Finnish local food study,2019,https://jukuri.luke.fi/,landing_html,local_pdf_available,research/evidence-pack/akademia/luke-finnish-local-food-2019.pdf,locate_jukuri_entry,forskningsrunde-2026-04-20 - alt-distribusjon
P3,url_only,INT,alt-distribusjon,academic,Emerald QMR,Practicing mundane consumer resistance in the REKO,2021,https://www.emerald.com/insight/publication/issn/1352-2752,journal_gated,not_downloaded,research/evidence-pack/akademia/emerald-qmr-reko-2021.pdf,access_via_institutional_login,forskningsrunde-2026-04-20 - alt-distribusjon
P3,downloaded,INT,alt-distribusjon,academic,MDPI Sustainability,REKO article (10471),2021,https://www.mdpi.com/2071-1050/,journal_open,local_pdf_downloaded,research/evidence-pack/akademia/mdpi-reko-2021.pdf,locate_by_DOI,forskningsrunde-2026-04-20 - alt-distribusjon
# === HORECA / OFFENTLIGE MAALTIDER — underliggende kilder ===,,,,,,,,,,,,,
P2,downloaded,FI,horeca,investor,Kesko,Q3 2025 investor presentation (DNBC Paris),2025,https://www.kesko.fi/en/investor/,landing_html,local_pdf_available,research/evidence-pack/selskap/kesko-q3-2025-dnbc.pdf,download_from_kesko_ir,forskningsrunde-2026-04-20 - horeca
P1,downloaded,DK,horeca,strategy,Koebenhavns Kommune,Koebenhavn Food Strategy 2019,2019,https://www.kk.dk/,landing_html,local_md_available,research/evidence-pack/internasjonal/kbh-food-strategy-2019.pdf,download_strategy_document,forskningsrunde-2026-04-20 - horeca
P2,downloaded,NORDIC,horeca,report,Nordisk Raad,Nord2020-048 - Nordic public meals,2020,https://pub.norden.org/nord2020-048/,direct_pdf,local_pdf_available,research/evidence-pack/nordisk/nord2020-048-public-meals.pdf,download_from_pub_norden,forskningsrunde-2026-04-20 - horeca
P3,downloaded,NORDIC,horeca,report,Nordisk Raad,Temanord 2021:504,2021,https://pub.norden.org/temanord2021-504/temanord2021-504.pdf,direct_pdf,local_pdf_available,research/evidence-pack/nordisk/temanord-2021-504.pdf,download_from_pub_norden,forskningsrunde-2026-04-20 - horeca
P3,downloaded,NORDIC,horeca,report,Nordisk Raad,Temanord 2021:504,2021,https://pub.norden.org/temanord2021-504/temanord2021-504.pdf,direct_pdf,local_pdf_available,research/evidence-pack/nordisk/temanord-2021-504.pdf,download_from_pub_norden,forskningsrunde-2026-04-20 - horeca
P1,downloaded,FI,horeca,guide,Motiva,Guide for Responsible Procurement of Food 2026,2026,https://www.motiva.fi/,landing_html,local_pdf_downloaded,research/evidence-pack/internasjonal/motiva-responsible-food-procurement-2026.pdf,download_january_2026_guide,forskningsrunde-2026-04-20 - horeca
P2,downloaded,NO,horeca,report,Helsedirektoratet,Kartlegging av ernaeringsomraadet 2024,2024,https://www.helsedirektoratet.no/rapporter/kartlegging-av-ernaeringsomradet,landing_html,local_pdf_available,research/evidence-pack/offentlig/helsedirektoratet-ernaering-2024.pdf,download_kartleggingsrapport,forskningsrunde-2026-04-20 - horeca
P2,downloaded,NO,horeca,report,Helsedirektoratet,Skolemaaltid i Norge,2024,https://www.helsedirektoratet.no/,landing_html,local_md_available,research/evidence-pack/offentlig/helsedirektoratet-skolemaltid-2024.pdf,locate_skolemaltid_rapport,forskningsrunde-2026-04-20 - horeca
P3,downloaded,SE,horeca,strategy,Regeringen Sverige,Livsmedelsstrategin 2.0 (2025),2025,https://www.regeringen.se/,landing_html,local_pdf_available,research/evidence-pack/nordisk/livsmedelsstrategin-2-sverige-2025.pdf,download_strategi_pdf,forskningsrunde-2026-04-20 - horeca
P3,url_only,DK,horeca,policy,Danmarks Foedevarestyrelsen,Oekologisk Spisemaerke tiers,2025,https://www.foedevarestyrelsen.dk/Media/638600101474872250/AOK_Markedsf%C3%B8ring%20med%20D%C3%98S.pdf,direct_pdf,not_downloaded,research/evidence-pack/nordisk/spisemaerke-dk-2025.pdf,download_directly,forskningsrunde-2026-04-20 - horeca
# === FAILED ENTRANTS — underliggende kilder ===,,,,,,,,,,,,,
P2,downloaded,SE,failed-entrants,press,ICA Gruppen,ICA Norge solgt til Coop Norge 2014,2014,https://www.icagruppen.se/press/,landing_html,local_md_available,research/evidence-pack/media/ica-norge-salg-2014.pdf,archive_press_release,forskningsrunde-2026-04-20 - failed-entrants
P3,downloaded,NO,failed-entrants,press,REMA 1000,Lidl-overtakelsen 2008,2008,https://www.rema.no/,landing_html,local_md_available,research/evidence-pack/media/rema-lidl-2008.pdf,archive_press_release,forskningsrunde-2026-04-20 - failed-entrants
P3,downloaded,SE,failed-entrants,press,Kinnevik,Mat.se / Mathem merger 2021,2021,https://mb.cision.com/Main/1306/3471652/1509412.pdf,direct_pdf,local_pdf_available,research/evidence-pack/media/kinnevik-mathem-2021.pdf,archive_press_release,forskningsrunde-2026-04-20 - failed-entrants
P3,downloaded,SE,failed-entrants,press,Kinnevik,Mat.se / Mathem merger 2021,2021,https://mb.cision.com/Main/1306/3471652/1509412.pdf,direct_pdf,local_pdf_available,research/evidence-pack/media/kinnevik-mathem-2021.pdf,archive_press_release,forskningsrunde-2026-04-20 - failed-entrants
P3,url_only,SE,failed-entrants,press,Mathem,Business reconstruction announcement 2024,2024,https://news.cision.com/se/mathem-i-sverige-ab,landing_html,not_downloaded,research/evidence-pack/media/mathem-rekonstruktion-2024.pdf,archive_cision_release,forskningsrunde-2026-04-20 - failed-entrants
P3,downloaded,DK,failed-entrants,press,Coop Danmark,Fremtidens Coop 2023 (Irma + Coop.dk MAD),2023,https://www.coop.dk/media/yuaejcd4/aarsrapport-coop-danmark-2023.pdf,direct_pdf,local_pdf_available,research/evidence-pack/media/coop-fremtidens-coop-2023.pdf,archive_press_release,forskningsrunde-2026-04-20 - failed-entrants
P3,downloaded,DK,failed-entrants,press,Coop Danmark,Fremtidens Coop 2023 (Irma + Coop.dk MAD),2023,https://www.coop.dk/media/yuaejcd4/aarsrapport-coop-danmark-2023.pdf,direct_pdf,local_pdf_available,research/evidence-pack/media/coop-fremtidens-coop-2023.pdf,archive_press_release,forskningsrunde-2026-04-20 - failed-entrants
P3,url_only,FI,failed-entrants,press,Stockmann / Lindex Group,Herkku Delicatessen sale to S Group 2017,2017,"https://news.cision.com/lindex-group-oyj/r/stockmann-to-sell-its-delicatessen-business-in-finland-to-s-group---stockmann-delicatessen-stores-wi,c2299831",landing_html,not_downloaded,research/evidence-pack/media/stockmann-delicatessen-2017.pdf,archive_press_release,forskningsrunde-2026-04-20 - failed-entrants
P3,downloaded,FI,failed-entrants,decision,FCCA / KKV,SOK/Stockmann Delicatessen merger approval 2017,2017,https://www.kkv.fi/,landing_html,local_md_available,research/evidence-pack/nordisk/kkv-sok-stockmann-2017.pdf,download_decision,forskningsrunde-2026-04-20 - failed-entrants
P3,url_only,NO,failed-entrants,academic,NHH Centre for Applied Research FOOD,Coop.dk MAD case analysis,2023,https://hdl.handle.net/11250/3051794,landing_html,not_downloaded,research/evidence-pack/akademia/nhh-coop-mad-2023.pdf,locate_nhh_food_news_article,forskningsrunde-2026-04-20 - failed-entrants
# === BENCHMARK CASES — underliggende kilder ===,,,,,,,,,,,,,
P1,downloaded,DK,benchmark,fund,Plantefonden / Landbrugsstyrelsen,Plantefonden projects 2023-2025,2025,https://plantefonden.dk/,landing_html,local_pdf_downloaded,research/evidence-pack/internasjonal/plantefonden-projects-2025.pdf,download_projects_list,forskningsrunde-2026-04-20 - benchmarks
P2,downloaded,DK,benchmark,sustainability,Arla Foods,FarmAhead Check data 2024,2024,https://www.arla.com/sustainability/,landing_html,local_md_available,research/evidence-pack/selskap/arla-farmahead-2024.pdf,download_sustainability_reporting,forskningsrunde-2026-04-20 - benchmarks
P2,downloaded,NL,benchmark,corporate,PeelPioneers,Corporate report 2024,2024,https://www.peelpioneers.nl/,landing_html,local_md_available,research/evidence-pack/internasjonal/peelpioneers-2024.pdf,locate_corporate_report,forskningsrunde-2026-04-20 - benchmarks
P2,downloaded,DK,benchmark,corporate,Agrain,Capital raise and business model 2024,2024,https://agrain.com/,landing_html,local_md_available,research/evidence-pack/internasjonal/agrain-2024.pdf,archive_website_snapshot,forskningsrunde-2026-04-20 - benchmarks
