id,pakke,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,status,relevans,kommentar
G6-DK-001,G6,K3,DK,forbruk storhusholdning og kjøkken,"Københavnermodellen ble utviklet for å øke måltidskvalitet og økologi i ca. 900 offentlige kjøkken uten økt driftsbudsjett – via tverrfaglig omleggingsmetode og kompetanse.",case,,,2007,https://kbh-madhus.webflow.io/omos/kobenhavnermodellen,Fonden Københavns Madhus,aksessert 2026-09-14,Københavnermodellen intro,"Derfor udviklede vi … en ny, tværfaglig omlægningsmetode … uden en medfølgende ekstraregning",primær,lest_i_kilde,hvitbok_kap7,Kort 4; start 2007 Madhus
G6-DK-002,G6,K1,DK,forbruk storhusholdning og kjøkken,"Københavnermodellen vektlegger råvarekompetanse: sesong, utskjæringer/sorter og evne til å lage mat fra bunnen.",fakta,,,2026,https://kbh-madhus.webflow.io/omos/kobenhavnermodellen,Fonden Københavns Madhus,aksessert 2026-09-14,Fokus 2 Råvarekvalitet,"Råvarekvalitet kræver kendskab til sæsoner … Og tid og evner til at lave god og nærende mad fra bunden",primær,lest_i_kilde,hvitbok_kap7,Kort 4 sirkularitet×kompetanse
G6-DK-003,G6,K3,DK,forbruk storhusholdning og kjøkken,"Økoløft: over 1300 storkjøkken gikk samlet fra gjennomsnittlig 35 % til 72 % økologi uten merkostnad på driftsbudsjettet – via kompetanseutvikling.",tall,35-72,prosent økologiandel,2012-2016,https://kbh-madhus.webflow.io/oekoloeft/om-okoloft,Fonden Københavns Madhus,aksessert 2026-09-14,Om Økoløft,"Køkkenerne er samlet set i gennemsnit gået fra 35 % - 72 % økologi uden en merudgift på driftsbudgettet",primær,lest_i_kilde,hvitbok_kap7,Dokumentert konvertering via kompetanse
G6-DK-004,G6,K3,DK,forbruk storhusholdning og kjøkken,"I København nådde offentlige kjøkken 88,7 % økologi innen 2015 uten økning i driftsbudsjett – erfaringer som ble grunnlag for Økoløft.",tall,88.7,prosent,2015,https://kbh-madhus.webflow.io/oekoloeft/om-okoloft,Fonden Københavns Madhus,aksessert 2026-09-14,Erfaringer fra København,"nå 88,7 % økologi uden en stigning i køkkenernes driftsbudgetter",primær,lest_i_kilde,hvitbok_kap7,Kort 4
G6-FI-001,G6,K2,FI,forbruk storhusholdning og kjøkken,"NESA etablerte Food Services Pool i 2024 under National Emergency Supply Organisation for kontinuitet og krisehåndtering i matserveringssektoren.",implementert,,,2024,https://www.huoltovarmuuskeskus.fi/en/a/food-services-added-to-the-national-emergency-supply-organisation,Huoltovarmuuskeskus (NESA),2024-01-15,Artikkel,"The Board of Directors … decided on 10 January to establish a Food Services Pool",primær,lest_i_kilde,hvitbok_kap10,Kort 4/5 institusjonell kompetanse
G6-FI-002,G6,K2,FI,forbruk storhusholdning og kjøkken,"Finske matserveringsaktører lager over 350 millioner måltider årlig til bl.a. barnehage, skole, sykehus, omsorg, garnisoner og fengsler.",tall,350000000,måltider per år,2024,https://www.huoltovarmuuskeskus.fi/en/a/food-services-added-to-the-national-emergency-supply-organisation,Huoltovarmuuskeskus (NESA),2024-01-15,Artikkel,"food services actors prepare over 350 million meals",primær,lest_i_kilde,hvitbok_kap10,Skala for institusjonsmåltider
G6-FI-003,G6,K2,FI,forbruk storhusholdning og kjøkken,"Food Services Pool skal delta i sektorens felles seminarer, øvelser og utviklingsprosjekter sammen med øvrige matforsyningspooler.",policy_mål,,,2024,https://www.huoltovarmuuskeskus.fi/en/a/food-services-added-to-the-national-emergency-supply-organisation,Huoltovarmuuskeskus (NESA),2024-01-15,Avslutning,"participate in the planning and implementation of the sector's joint seminars, exercises and development projects",primær,lest_i_kilde,aktørkart,Kort 4/5 øvelseskompetanse
G6-NX-001,G6,K2,Norden,import og innsatsvarer,"Karlstad-erklæringen (19.06.2024) sier at Norden vil arbeide for tilstrekkelig arbeidskraft med relevant utdanning og ferdigheter for robust matforsyning.",policy_mål,,,2024,https://www.norden.org/en/deklaration/karlstad-declaration-nordic-co-operation-preparedness-and-robustness-related-food,Nordisk ministerråd (MR-FJLS),2024-06-19,Declaration body,"We will work to ensure sufficient labour with relevant education and skills",primær,lest_i_kilde,hvitbok_kap10,Kort 5 + tverrgående
G6-NX-002,G6,K2,Norden,distribusjon og handel,"Joint Nordic Declaration on Security of Supply (02.09.2026) er ikke rettslig bindende og skaper ikke internasjonale rettigheter/plikter.",fakta,,,2026,https://government.se/statements/2026/09/joint-nordic-declaration-on-security-of-supply/,Regeringskansliet (Sverige) m.fl.,2026-09-02,Scope of cooperation,"This declaration is not legally binding or intended to constitute an international agreement",primær,lest_i_kilde,hvitbok_kap10,Kort 5: erklæring ≠ operativ bistand
G6-NX-003,G6,K2,Norden,distribusjon og handel,"2026-erklæringen beslutter bl.a. mulighetsstudie om nordisk forsyningssikkerhetssamarbeid til NSSN i 2027.",policy_mål,,,2026,https://government.se/statements/2026/09/joint-nordic-declaration-on-security-of-supply/,Regeringskansliet (Sverige) m.fl.,2026-09-02,Actions,"A feasibility study … will be developed and reported to the NSSN during 2027",primær,lest_i_kilde,søknad,Institusjonsbygging fremover
G6-NX-004,G6,K2,Norden,distribusjon og handel,"Deltakerne vil forhandle en nordisk avtale om forsyningssikkerhet i krise og krig for å erstatte/supplere bilaterale avtaler.",policy_mål,,,2026,https://government.se/statements/2026/09/joint-nordic-declaration-on-security-of-supply/,Regeringskansliet (Sverige) m.fl.,2026-09-02,Actions,"A Nordic agreement … on security of supply in crisis and war will be negotiated",primær,lest_i_kilde,hvitbok_kap10,Operative vilkår under utvikling
G6-NX-005,G6,K1;K3,Norden,flere,"Hvitbokutkastets kort 4 hypoteserer at kjøkkenkompetanse, fleksible menyer og mindre svinn kan opprettholde måltider ved råvaremangel.",vurdering,,,2026,file:///workspace/kompetanse-beredskap-2026-09-14/sources/WHITEPAPER-BEREDSKAP-ARBEIDSUTKAST.md,Food Systems 2026 (arbeidsutkast),2026-09-09,§ Fem kandidatkort / kort 4,"Hypotesen er at kjøkkenkompetanse, fleksible menyer og mindre svinn kan opprettholde måltider ved råvaremangel",primær,lest_i_kilde,hvitbok_kap7,Intern arbeidsutkast – ikke ekstern hvitbok
G6-NX-006,G6,K1,Norden,avfall og sidestrømmer,"Hvitbokutkastets kort 2 krever trygg, stabil sidestrøm som erstatter navngitt ingrediens i definert rasjon – ikke bare våtmasse.",vurdering,,,2026,file:///workspace/kompetanse-beredskap-2026-09-14/sources/WHITEPAPER-BEREDSKAP-ARBEIDSUTKAST.md,Food Systems 2026 (arbeidsutkast),2026-09-09,Kort 2,"Mål relevant næringsfunksjon og faktisk erstatning, ikke bare våtmasse",primær,lest_i_kilde,hvitbok_kap7,Impliserer husdyrernæringskompetanse
G6-NX-007,G6,K1,Norden,primærproduksjon,"Hvitbokutkastets kort 3: biogassmengde eller teoretisk næringspotensial er utilstrekkelig uten plantetilgjengelighet, kvalitet, sesong, transport, regulering og faktisk bruk.",vurdering,,,2026,file:///workspace/kompetanse-beredskap-2026-09-14/sources/WHITEPAPER-BEREDSKAP-ARBEIDSUTKAST.md,Food Systems 2026 (arbeidsutkast),2026-09-09,Kort 3,"En biogassmengde eller et teoretisk næringspotensial er utilstrekkelig",primær,lest_i_kilde,hvitbok_kap7,Krever operatør+agronomkompetanse
G6-NX-008,G6,K2,Norden,distribusjon og handel,"Hvitbokutkastet: 02.09.2026-deklarasjonen beskriver videre samarbeid/forhandlinger og gir ikke bevis for konkret matleveranse under felles sjokk.",vurdering,,,2026,file:///workspace/kompetanse-beredskap-2026-09-14/sources/WHITEPAPER-BEREDSKAP-ARBEIDSUTKAST.md,Food Systems 2026 (arbeidsutkast),2026-09-09,Kort 5,"Den gir ikke bevis for en konkret matleveranse under et felles sjokk",primær,lest_i_kilde,hvitbok_kap10,Konsistent med government.se-tekst
G6-NO-007,G6,K4,NO,foredling,"Nordiske metodekort: åpne kilder dokumenterer ikke bemanning, møllekapasitet eller uttakstid for norsk kornberedskapskjede.",fakta,,,2026,file:///workspace/kompetanse-beredskap-2026-09-14/sources/nordiske-metodekort.md,Food Systems researchsyntese,2026-09-07,Norge – Kapasitet,"dokumenterer ikke … bemanning, emballering eller hvor raskt staten kan instruere uttak",primær,lest_i_kilde,indikator,Gap: kompetanse/bemanning ikke målt
G6-SE-007,G6,K1,SE,foredling,"Sverige bygger opp statlig eid beredskapslagring av spannmål; første nordlige lagre rapportert på plass juni 2026 – operativ kompetanse hos private lageraktører forutsatt.",implementert,,,2026,https://jordbruksverket.se/beredskap/sveriges-livsmedelsberedskap/beredskapslager-av-spannmal-och-insatsvaror,Jordbruksverket,gjennomgått 2026-06-11 (metodekort),De första beredskapslagren,"första lagren var på plass i nord",primær,kun_sammendrag,hvitbok_kap7,Via metodekort; ikke full re-lesing 2026-09-14
G6-FI-004,G6,K2,FI,foredling,"Finlands statsrådsbeslut 568/2024: statens kornsikkerhetslager skal minst tilsvare seks måneders gjennomsnittlig menneskematforbruk – forvaltes i offentlig–privat system.",vedtak,,,2024,https://finlex.fi/en/legislation/collection/2024/568,Finlex / Statsrådet,2024-10-24,§4.3 (via metodekort),minst gjennomsnittlig seks måneders forbruk til menneskemat,primær,kun_sammendrag,hvitbok_kap7,Ikke gjenåpnet lagerundersøkelse; kompetansevinkel: PPP-drift
G6-NO-008,G6,K3,NO,avfall og sidestrømmer,"Prosjektets fôrcase (bryggerimask) identifiserer behov for husdyrernæringsfaglig miljø for prøver og fôrplan – konvertering ikke effektmålt; venter på dataeier.",case,,,2026,file:///workspace/kompetanse-beredskap-2026-09-14/sources/matsikkerhet-beredskap-kunnskapsgrunnlag-2026-09-07.md,Food Systems kunnskapsgrunnlag,2026-09-07,Tabell laboratorie/husdyrernæring,"Representative prøver og fôrplan før/etter, med energi og fordøyelighet",primær,lest_i_kilde,hvitbok_kap7,Ikke gjenåpnet dataeier-case utover kompetanse
G6-IS-001,G6,K1,IS,forbruk storhusholdning og kjøkken,"Ikke funnet i avgrenset søk: islandsk offentlig veiledning for storhusholdnings-/kjøkkenberedskap tilsvarende svensk beredskapshandbok.",fakta,,,,ikke funnet i avgrenset søk,,,,"ikke funnet i avgrenset søk",,ikke_verifisert,hvitbok_kap7,Søk: Almannavarnir/Matís måltidsberedskap – null treff i avgrenset sett
G6-NX-009,G6,K2,Norden,flere,"Karlstad peker også på felles øvelser om kriseberedskap som mulighet i nordisk samarbeid.",policy_mål,,,2024,https://www.norden.org/en/deklaration/karlstad-declaration-nordic-co-operation-preparedness-and-robustness-related-food,Nordisk ministerråd (MR-FJLS),2024-06-19,Declaration body,"good opportunities for joint exercises on crisis",primær,lest_i_kilde,søknad,Kort 5 kompetanse via øvelser
G6-NX-010,G6,K3,Norden,forbruk storhusholdning og kjøkken,"Kort 4 har sterkest kildebelagt kobling mellom sirkulær/fleksibel råvarebruk og dokumentert kompetansebygging (DK Madhus; SE øvelser).",vurdering,,,2026,file:///workspace/kompetanse-beredskap-2026-09-14/g6/G6-sirkularitet-kompetanse.md,G6-leveranse,2026-09-14,Tverrgående funn,"Kandidatkort 4 har sterkest kildebelagt kobling",primær,lest_i_kilde,hvitbok_kap7,Syntese – ikke ny empiri
G6-NO-009,G6,K1,NO,avfall og sidestrømmer,"Sirk Norge-kurs dekker regelverk for slam/organisk avfall, driftskontroll og HMS/eksplosjonsvern for biogassanlegg – relevant operatørkompetanse for kort 3.",fakta,,,2024,https://sirknorge.no/kurs-og-arrangementer/kurs-om-drift-av-biogassanlegg,Sirk Norge,2024-04-09,Program,"Regelverkskrav for slam og ulike typer organisk avfall",primær,lest_i_kilde,hvitbok_kap7,Kort 3
G6-SE-008,G6,K1,SE,forbruk storhusholdning og kjøkken,"Handboken anbefaler å øve for å teste kontinuitet i kjøkkenene – planer uten øving er utilstrekkelig.",policy_mål,,,2022,https://www.livsmedelsverket.se/globalassets/publikationsdatabas/handbocker-verktyg/beredskapshandbok-for-offentliga-maltider-2022/beredskapshandbok_for_offentliga_maltider_2022_webb.pdf,Livsmedelsverket,2022,§8.2,"Öva för att testa kontinuiteten i köken",primær,lest_i_kilde,hvitbok_kap7,Kompetanse tilgjengelig under forstyrrelse via øving
G6-NX-011,G6,K1,Norden,avfall og sidestrømmer,"Ikke funnet i avgrenset søk: nordisk case der manglende husdyrernæringskompetanse alene er dokumentert årsak til svikt i sidestrøm-til-fôr under beredskap.",fakta,,,,ikke funnet i avgrenset søk,,,,"ikke funnet i avgrenset søk",,ikke_verifisert,hvitbok_kap7,Kort 2 gap
G6-NX-012,G6,K2,Norden,distribusjon og handel,"Ikke funnet i avgrenset søk: dokumentert nordisk grensekryssende aktiveringsøvelse for mat/sidestrøm med læring om kompetansegap.",fakta,,,,ikke funnet i avgrenset søk,,,,"ikke funnet i avgrenset søk",,ikke_verifisert,hvitbok_kap10,Kort 5 gap
G6-FI-005,G6,K2,FI,foredling,"Landbruksdirektoratet brukte Finlands modell for integrert beredskapslagring som inspirasjon for norsk utforming (studietur/møter).",case,,,2023,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Rapport%202023%2017%20Beredskapslagring%20av%20matkorn.pdf/_/attachment/inline/c490a06e-4588-4e41-8a15-95ef45cfda60:33698f26c6deee389e3702247a211c7411fb0dad/Rapport%202023%2017%20Beredskapslagring%20av%20matkorn.pdf,Landbruksdirektoratet,2023-02-20,§1.2/1.3,"Tilnærmingen med bruk av integrert lagring er sterkt inspirert av Finlands modell",primær,lest_i_kilde,aktørkart,Kort 1 K3 læring på tvers
G6-DK-005,G6,K3,DK,forbruk storhusholdning og kjøkken,"Økoløft-metoden sentrerer kompetanseutvikling: kurs i økologisk matlaging, menyplanlegging, sesongvarer og matsvinnreduksjon.",fakta,,,2026,https://kbh-madhus.webflow.io/oekoloeft/metoden,Fonden Københavns Madhus,aksessert 2026-09-14,Økoløft Metoden,"Omdrejningspunktet for Økoløft er at kompetenceudvikle medarbejderne",primær,lest_i_kilde,hvitbok_kap7,Direkte kompetansemekanisme
