node_id,name,node_type,domain,subdomain,country,description,key_people,scale_metric_year,org_nr,locator_url,sourceClass,verificationStatus,confidence,accessedAt,notes
algevekst-as,ALGEVEKST AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Dyrking av makroalger. Dyrking av makroalger og andre nærliggende blødyr, og det som naturlig tilhører under dette.",,2026,923734317,https://data.brreg.no/enhetsregisteret/api/enheter/923734317,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
alsaker-as,ALSAKER AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Drift av og investering i oppdrettsverksemd og alt som har samanheng med dette. Selskapet kan også investere i anna industriverksemd, skip, eigedom og aksjar og/eller andelar i selskap med liknande verksemd. Drift av og investering i oppdrettsverksemd og alt som har samanheng med dette. Selskapet kan også investere i a",,2026,887259682,https://data.brreg.no/enhetsregisteret/api/enheter/887259682,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
alsaker-fjordbruk-as,ALSAKER FJORDBRUK AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Drift av og deltakelse i matfiskproduksjon. Drift av og investering i oppdrettsverksemd og alt som har samanheng med dette. Selskapet kan også investere i anna verksemd, skip, eigedom, aksjar og andelar i selskap.",,2026,979494009,https://data.brreg.no/enhetsregisteret/api/enheter/979494009,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
amar-wolffish-as,AMAR WOLFFISH AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Produksjon av fisk. Produksjon av fisk og annen virksomhet forbundet med dette.",,2026,837595592,https://data.brreg.no/enhetsregisteret/api/enheter/837595592,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
aminor-as,AMINOR AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Fiskeoppdrett, herunder stamfiskhold, yngelproduksjon og matfiskproduksjon, videreforedling og salg av oppdrettet fisk, samt virksomhet som faller naturlig under dette. Forretningsmessig virksomhet, salg av konsulenttjenester, deltagelse i andre selskaper med lignende formål og kjøp, salg og utleie av fast eiendom. Fis",,2026,999573525,https://data.brreg.no/enhetsregisteret/api/enheter/999573525,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
amirah-seafood-as,AMIRAH SEAFOOD AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Oppdrett av sjømat på land og salg av sjømat. Rådgivningstjenester tilknyttet dette, og investeringer og deltakelse i andre selskaper tilknyttet sjømatnæringen. Produksjon, foredling og omsetning av all type fisk og skalldyr, samt annen økonomisk virksomhet og rådgivning tilknyttet dette, enten direkte eller gjennom de",,2026,920236871,https://data.brreg.no/enhetsregisteret/api/enheter/920236871,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
amla-havbruk-as,AMLA HAVBRUK AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Produksjon av matfisk, bløtdyr, krepsdyr og pigghuder i hav- og kystbasert akvakultur. Produksjon av matfisk, bløtdyr, krepsdyr og pigghuder i hav- og kystbasert akvakultur.",,2026,932055694,https://data.brreg.no/enhetsregisteret/api/enheter/932055694,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
andfjord-salmon-as,ANDFJORD SALMON AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Oppdrett av laks. Produksjon av matfisk, bløtdyr, krepsdyr og pigghuder i hav- og kystbasert akvakultur.",,2026,932201070,https://data.brreg.no/enhetsregisteret/api/enheter/932201070,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
antennemaller-as,ANTENNEMALLER AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Handel, primært oppdrett og videresalg til butikker og privatkunder, import av tropisk fisk ferskvann og saltvann til akvariehobbyen. Oppdrett samt, import/eksport av tropisk fisk, koraller, akvarier og dyrerelaterte artikler samt hva herved står i forbindelse.",,2026,914898307,https://data.brreg.no/enhetsregisteret/api/enheter/914898307,registry_snapshot,machine_verified,hoy,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup.
arctic-cod-as,ARCTIC COD AS,organisasjon,primaerproduksjon,havbruk-akvakultur,NO,"Brreg-registrert aktor i primaerproduksjon/havbruk med NACE 03.211 (Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann). Fiskeoppdrett. Eie aksjer og andeler i andre selskap. Produksjon og utviklingsaktivitet innen oppdrett av torsk, laks og andre relevante arter med dertil hørende virksomhet.",,2026,918275649,https://data.brreg.no/enhetsregisteret/api/enheter/918275649,registry_snapshot,machine_verified,middels,2026-06-27,Brreg API validert aktiv enhet 2026-06-27; NACE 03.211; ingen Company-rad funnet i lokal DB ved pre-dedup. Flagges for etterkontroll fordi aktivitet ogsaa omtaler investerings-/holdingrolle.
