insight_id,insight_title,doc_id,doc_title,source,rank,confidence,decision
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmv9nxrb0018w70du3q8av2t,Nordisk avhandlingsregister — matpolitikk,Report,38.00000190734863,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmpax3i2001pu10dyrnjc98w,Sirkularitet i nordisk mat — dypanalyse,Report,38.00000190734863,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmr1dw2q001tu30dbghk5r8h,Nordisk matmaktkonsentrasjon — historikk,Report,34.000000953674316,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmpax3jc001wu10d4a4veidh,Tenketanker og NGO-er i nordisk matdebatt,Report,32.00000047683716,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmqza93t001sy70dcwbyzm6v,Nordiske mat-tenkere og paavirkernettverk,Report,32.00000047683716,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmo87fi8l00kiq30dv4w4v2xn,Perplexity Promptpack — Møte 7 (20.04.2026),Document,27.30000114440918,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmo87ff59000aq30dug05vwd4,Research Corpus Audit -- Food Systems 2026,Document,25.200000762939453,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmn7lfl4d0004fy0d8rbhfxsd,Research Corpus Audit -- Food Systems 2026,Document,25.200000762939453,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmnyng10v000xd50dki28l95j,PDF-gjennomgang: Nordisk komparativ mappe,Document,21.200000762939453,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmn7lflc8002gfy0dcl4adf21,Rema 1000: Nokkelen til succes pa det danske detailmarked,Thesis,18.000000715255737,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmn7lflbd0026fy0d9gzydjoo,The Impact of Food Loss and Waste Reduction Practices on Consumer Grocery Store Choice,Thesis,18.000000715255737,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmo87ff6y000iq30ddjzoa6cj,Plattform-kobling — seed ↔ arkiv,Document,16.200000762939453,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmnyng0y0000ad50dpgsnq1wl,Plattform-kobling — seed ↔ arkiv,Document,16.200000762939453,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmv9ny04004mw70d4mf5vlop,Perplexity-masterliste: Food Systems 2026,Document,15.600000381469727,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmo87ff5z000eq30dh9polgas,Arkiv-indeks — research/,Document,15.600000381469727,high,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmn7lfle20034fy0dc9vqxsim,Food Loss and Waste in the Fresh Potato Supply Chain of Denmark,Thesis,12.000000476837158,medium,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmn7lflf0003kfy0dihwc7g7o,Retailer's role in reducing food waste: Case study of Finnish retailers,Thesis,12.000000476837158,medium,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmn7lflf5003mfy0dvfnndzkg,Fremtidens Coop — En virksomhed i forandring,Thesis,12.000000476837158,medium,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmpax3i2001pu10dyrnjc98w,Sirkularitet i nordisk mat — dypanalyse,Report,38.00000190734863,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmv9nxrb0018w70du3q8av2t,Nordisk avhandlingsregister — matpolitikk,Report,32.00000047683716,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmqza93t001sy70dcwbyzm6v,Nordiske mat-tenkere og paavirkernettverk,Report,32.00000047683716,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmxa66g4003mty0dl3iidwm5,Hagar plc — Management Report 2024/25 and Q4 Results,Report,30,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmoh2g8gr003mn60d5og028js,Breaking Barriers,Report,30,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmo87fi8l00kiq30dv4w4v2xn,Perplexity Promptpack — Møte 7 (20.04.2026),Document,25.500001907348633,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmn7lfldk002zfy0d7d1h5j56,Learning for Crisis: Improving food security in Uppsala County through participative localized food production,Thesis,24.000000953674316,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmpax3dg0008u10d0422hpen,Markedskonsentrasjon i Skandinavia,Thesis,24.000000953674316,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmn7lfl4d0004fy0d8rbhfxsd,Research Corpus Audit -- Food Systems 2026,Document,24,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmo87ff59000aq30dug05vwd4,Research Corpus Audit -- Food Systems 2026,Document,24,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmnyng0ve0000d50ddmwephuv,Arkiv-indeks — research/,Document,19.200000762939453,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmo87ff5z000eq30dh9polgas,Arkiv-indeks — research/,Document,19.200000762939453,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmnyng10v000xd50dki28l95j,PDF-gjennomgang: Nordisk komparativ mappe,Document,18.700000762939453,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmn7lflc5002ffy0d0smwg881,"Food Security in Iceland: Present Vulnerabilities, Possible Solutions",Thesis,18.000000715255737,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmn7lflc8002gfy0dcl4adf21,Rema 1000: Nokkelen til succes pa det danske detailmarked,Thesis,18.000000715255737,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmn7lflfk003tfy0d5yqpf2ya,"AI in the Swedish Food System: Exploring Adoption, Challenges, and Opportunities in Primary Production",Thesis,18.000000715255737,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmpax3jc001wu10d4a4veidh,"Tenketanker, NGO-er og sivilsamfunnsorganisasjoner: Nordiske matsystemer",Document,16,high,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmv9ny04004mw70d4mf5vlop,Perplexity-masterliste: Food Systems 2026,Document,15.600000381469727,high,
ins-07,Gigamapping som metode for systemkartlegging,cmmv9nxpx000iw70desd9ioor,Food Waste: A practice-oriented design for sustainability approach,Thesis,22.000000476837158,high,
ins-07,Gigamapping som metode for systemkartlegging,cmmpax3f1000ru10dlc6nv1ep,"Akademisk dypforskning: Nordiske matsystemer, markedskonsentrasjon og matpolitikk",Document,8.100000381469727,medium,
ins-07,Gigamapping som metode for systemkartlegging,cmmpax3f9000tu10dox34ei1c,NIBIO: Metode for selvforsyningsberegning,Report,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmpax3d40006u10dmn1ntfus,UiB: Kjoepermakt i nordisk dagligvare,Report,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmnyng2hw00cid50dblzjcvwl,Environmental and economic assessment of food-packaging systems with a focus on food waste,Report,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmxa66s70048ty0dm7tpib23,Dagligvaretilsynet — Årsrapport 2022,Report,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmn7lfle20034fy0dc9vqxsim,Food Loss and Waste in the Fresh Potato Supply Chain of Denmark,Thesis,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmn7lfldz0033fy0dw4gfsr7o,Hvordan kan Norge vri matkonsumet gronnere?,Thesis,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmv9nxpj000dw70dnnwvstxl,Supermarket food waste: Prevention and management,Thesis,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmo87ffa40010q30dkxh3x7qm,"PDF-gjennomgang: Forskningsinstitutt, NIBIO og NORSUS",Document,5.100000381469727,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmv9nxvq0037w70d2y45dvsd,"Food Access, Food Deserts og Lokal HHI — Nordisk metodikk",Document,4,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmv9nxpx000iw70desd9ioor,Untitled,Document,3.6000001430511475,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmxl54fi0006jw0d0m9q66ym,Drøfting Transition Groups — Metodikk og Governance,Document,2.5,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmv9nxyo0045w70dai9qqd11,"Food Access, Food Deserts og Lokal HHI: Metoder, Kilder og Datasett for Nordisk og Komparativ Analyse",Document,2.4000000953674316,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmpax3k2001zu10dz43na8c8,Phase 4B & 4C Design: Data Expansion + Advanced Visualization,Document,2.200000047683716,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmxl54eh0002jw0dckrm5ekw,Møtenotat 9. mars 2026 — Food Systems Transition Group,Document,2.1000001430511475,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmpax3f6000su10dla5oqhtm,Finsk matberedskap — HVK-modellen,Report,22.000000476837158,high,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmn7lfldk002zfy0d7d1h5j56,Learning for Crisis: Improving food security in Uppsala County through participative localized food production,Thesis,18.000000715255737,high,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmxa66jf003oty0drnkzsson,Kesko Annual Report 2024,Report,18.000000715255737,high,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmv9nxq5000nw70d9upwe6ej,Enacting a Circular Economy,Thesis,12.000000476837158,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmoh2g8g9003ln60d1luiwjr1,Policy tools for sustainable and healthy eating,Report,12.000000476837158,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmn7lflbb0025fy0drhokllg7,The Status of Operational Technology Cybersecurity within The Norwegian Food Supply Sector,Thesis,12.000000476837158,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmv9nxpf000bw70da4efmfvs,Market's imperfections — Building a concerned market for food waste,Thesis,12.000000476837158,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmxa66n4003vty0dq5vqmsvl,Elintarvikemarkkinavaltuutetun toimintakertomus 2023,Report,12.000000476837158,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmxa66ng003wty0dlfdpgu2b,Food2030 — Government Report on Food Policy: Finland feeds us and the world,Report,12.000000476837158,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmxa66620033ty0d49joui46,Markedskonsentrasjon i Skandinavia,Document,10.800000190734863,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmo87fi6i00k1q30dh046ijuk,Lag en komparativ analyse av suksess- og fiaskotilfeller i nordisk sirkulær mat i perioden 2015–2026. Minimum 15 case totalt.,Document,9.300000190734863,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmp11sfkr0006zq0dpzj0x2p8,Ekologiska Arsrapporten 2024,Document,9,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmo87ffcw001jq30dd5ipihrh,Alternative distribusjonskanaler som utfordrer og kompletterer dagligvarekjedene i Norden,Document,7.800000190734863,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmo7gxgo4007y060dsrg4cdu1,Alternative distribusjonskanaler som utfordrer og kompletterer dagligvarekjedene i Norden,Document,7.800000190734863,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmo7gxgou0082060de2z51ph9,Alternative distribusjonskanaler som utfordrer og kompletterer dagligvarekjedene i Norden,Document,7.800000190734863,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmp11sfna000nzq0dlftf3tlj,Ekomatcentrum Kompletterande statistik till Ekologiska Arsrapporten 2024,Document,7.200000286102295,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmxvfn6o001k1i0d19kek5be,"Klimatiltak i landbruket — Utredning om modeller, karbonlagring og bærekraftig matproduksjon",Document,7.100000381469727,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmn7lfla0001pfy0d1c2qldtc,Gar det att oka graden av sjalvforsorjning? Svensk notkotts- och spannmalsproduktion,Thesis,6.000000238418579,low,
ins-10,Kaffeprosjektet som referansecase,cmo7gxjgq00k3060dt7i115mj,Deep Research Prompt Pack - Nordic Circular Food Landscape,Document,13.800000190734863,medium,
ins-10,Kaffeprosjektet som referansecase,cmn7lflfk003tfy0d5yqpf2ya,"AI in the Swedish Food System: Exploring Adoption, Challenges, and Opportunities in Primary Production",Thesis,12.000000476837158,medium,
ins-10,Kaffeprosjektet som referansecase,cmn7lfldg002yfy0dp7zadxu4,Kan et forbud mot prisdiskriminering fremme etablering av nettaktorer i dagligvaremarkedet?,Thesis,12.000000476837158,medium,
ins-10,Kaffeprosjektet som referansecase,cmmpax3dw000du10dqqlrl0i5,Consumer-owned retail cooperative in duopoly with horizontally differentiated goods,Thesis,12.000000476837158,medium,
ins-10,Kaffeprosjektet som referansecase,cmn7lflau001zfy0dmc5vjzab,Common Grocery Self-Service Checkout Failures That Customers Can Resolve Without Employee Assistance,Thesis,12.000000476837158,medium,
ins-10,Kaffeprosjektet som referansecase,cmn7lfld5002tfy0dfqg2rfnd,To-rolle-plattformer og egne merkevarer: en analyse av konkurranse- og velferdseffekter,Thesis,12.000000476837158,medium,
ins-10,Kaffeprosjektet som referansecase,cmmpax3hr001mu10d7f71d6va,NOU-er og stortingsdokumenter — juridisk oversikt,Report,10,medium,
ins-10,Kaffeprosjektet som referansecase,cmmxvfo5f00351i0dop0d2r66,PubMed-søk: Relevante publikasjoner for Food Systems 2026,Document,9.100000381469727,medium,
ins-10,Kaffeprosjektet som referansecase,cmo7gxgq7008a060dd1cblzam,"EAT: relevant forskning, kunnskap og innsikt",Document,6.100000381469727,low,
ins-10,Kaffeprosjektet som referansecase,cmnyng2f300cbd50drtdc2tp9,Unlocking bacterial potential to reduce farmland N2O emissions,Report,6.000000238418579,low,
ins-10,Kaffeprosjektet som referansecase,cmmxa66ab003dty0dbcrezadr,SIFO: Lojalitetsprogrammer og prisdata,Report,6.000000238418579,low,
ins-10,Kaffeprosjektet som referansecase,cmmqoltst000u1s0dlr2wrldd,Islands melmolle og matsuverenitet,Report,6.000000238418579,low,
ins-10,Kaffeprosjektet som referansecase,cmmv9nxrb0018w70du3q8av2t,Nordisk avhandlingsregister — matpolitikk,Report,6.000000238418579,low,
ins-10,Kaffeprosjektet som referansecase,cmokdp3qf0000y20dsvg0p64j,Nordic Nutrition Recommendations 2023,Document,5.700000286102295,low,
ins-10,Kaffeprosjektet som referansecase,cmp11sflq000azq0dvo63zidb,Annual report on official controls 2023,Document,4.5,low,
ins-10,Kaffeprosjektet som referansecase,cmmv9ny04004mw70d4mf5vlop,Perplexity-masterliste: Food Systems 2026,Document,4.200000286102295,low,
ins-10,Kaffeprosjektet som referansecase,cmmxa679z006dty0dd13955wr,GitHub-kodebase-referanser — Food Systems 2026,Document,3.9000000953674316,low,
ins-10,Kaffeprosjektet som referansecase,cmp11sfly000bzq0d14bxlvad,Iceland country profile - control system for organic production,Document,3.9000000953674316,low,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmp11sfh50001zq0d0xllhueq,Produksjon av okologiske jordbruksvarer 2025,Document,47.400001525878906,high,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmp11sfkr0006zq0dpzj0x2p8,Ekologiska Arsrapporten 2024,Document,22.5,high,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmv9nxqq000yw70dh65jiitb,Sustainable food procurement in public catering: UK vs DK/SE,Thesis,18.000000715255737,high,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmn7lfldr0030fy0dkg2x7qst,Matpolitikk i Norge — fremdeles norsk? Norsk forvaltnings arbeid med politikkutvikling innenfor EOS,Thesis,18.000000715255737,high,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmo87fgsp00b2q30dnmgdp0g3,[Deep Research] Lag en komplett massebalanse for det nordiske matsystemet:,Document,17.400001525878906,high,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmp11sfie0003zq0dcan4hfzw,Statistik over okologiske jordbrugsbedrifter 2024,Document,16.200000762939453,high,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmo87fgk0009wq30d4p0stajt,"Identifiser de 20 mest operative KPI-ene for å måle sirkularitetsgrad i matsystemer, organisert etter R9-nivå. For hver KPI:",Document,12.300000190734863,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmpax3e2000fu10drds5fmwk,Uniform Pricing in Norwegian Grocery Retail,Thesis,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmxa66q70043ty0dbvm8m5xg,Nordic Food Markets — A Taste for Competition,Report,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmokdp3qf0000y20dsvg0p64j,Nordic Nutrition Recommendations 2023,Report,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmnyng2fy00cdd50dtndm6dn3,Assessing the role of CAP for more sustainable and healthier food systems in Europe,Report,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmxa66s70048ty0dm7tpib23,Dagligvaretilsynet — Årsrapport 2022,Report,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmv9nxqm000xw70dnly3nts1,Organic food conversion in Danish public kitchens,Thesis,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmv9nxpj000dw70dnnwvstxl,Supermarket food waste: Prevention and management,Thesis,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmxa66jf003oty0drnkzsson,Kesko Annual Report 2024,Report,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmp11sfnm000pzq0dn1orxnsu,Ekomatcentrum EMC marknadsrapport 2022,Document,11.40000057220459,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmo87ffd2001kq30dr57jdi3c,Nordiske og internasjonale benchmark-case for matsystemomstilling,Document,10.300000190734863,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmo7gxgox0083060dg9rbv56k,Nordiske og internasjonale benchmark-case for matsystemomstilling,Document,10.300000190734863,medium,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmmpax3i2001pu10dyrnjc98w,Sirkularitet i nordisk mat — dypanalyse,Report,38.00000190734863,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmmqza93t001sy70dcwbyzm6v,Nordiske mat-tenkere og paavirkernettverk,Report,32.00000047683716,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmmv9nxrb0018w70du3q8av2t,Nordisk avhandlingsregister — matpolitikk,Report,32.00000047683716,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmmxa66g4003mty0dl3iidwm5,Hagar plc — Management Report 2024/25 and Q4 Results,Report,30,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmoh2g8gr003mn60d5og028js,Breaking Barriers,Report,30,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmo87fi8l00kiq30dv4w4v2xn,Perplexity Promptpack — Møte 7 (20.04.2026),Document,24.600000381469727,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmn7lfl4d0004fy0d8rbhfxsd,Research Corpus Audit -- Food Systems 2026,Document,22.200000762939453,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmo87ff59000aq30dug05vwd4,Research Corpus Audit -- Food Systems 2026,Document,22.200000762939453,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmnyng10v000xd50dki28l95j,PDF-gjennomgang: Nordisk komparativ mappe,Document,18.400001525878906,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmn7lflc8002gfy0dcl4adf21,Rema 1000: Nokkelen til succes pa det danske detailmarked,Thesis,18.000000715255737,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmn7lflbd0026fy0d9gzydjoo,The Impact of Food Loss and Waste Reduction Practices on Consumer Grocery Store Choice,Thesis,18.000000715255737,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmmpax3rx002mu10d3imte3fi,Innsatsvarer og oppstrøms verdikjeder i nordisk landbruk,Document,15.100000381469727,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmnyng0ve0000d50ddmwephuv,Arkiv-indeks — research/,Document,15.000000953674316,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmo87ff5z000eq30dh9polgas,Arkiv-indeks — research/,Document,15.000000953674316,high,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmmpax3t4002ou10dled3hd5b,Matsvinn og sirkulaer okonomi i matsystemet: Nordisk komparativ analyse,Document,14.200000762939453,medium,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmn7lflel003dfy0d7wwaxwum,Politics You Can Eat: Insights from the Implementation of Sodertalje Municipality's Food Supply Strategy,Thesis,12.000000476837158,medium,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmmpax3dg0008u10d0422hpen,Markedskonsentrasjon i Skandinavia,Thesis,12.000000476837158,medium,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmn7lflf5003mfy0dvfnndzkg,Fremtidens Coop — En virksomhed i forandring,Thesis,12.000000476837158,medium,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66oq003zty0dhw4emg34,Salling Group / Coop Danmark-oppkjop,Report,50,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66jf003oty0drnkzsson,Kesko Annual Report 2024,Report,42.00000286102295,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66ig003nty0d6xiruh1x,ICA Gruppen Annual Report 2024,Report,42.00000286102295,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmpax3dj0009u10d92to3qyp,Etableringshindringer i dagligvaremarkedet: Lokale reguleringer som etableringshindring,Thesis,34.000000953674316,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66ma003sty0dvqa38351,Salling Group Annual Report 2024 — Every Day Better,Report,34.000000953674316,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmpax3dw000du10dqqlrl0i5,Consumer-owned retail cooperative in duopoly with horizontally differentiated goods,Thesis,30,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmokdp3qf0000y20dsvg0p64j,Nordic Nutrition Recommendations 2023,Document,27.30000114440918,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66620033ty0d49joui46,Markedskonsentrasjon i Skandinavia,Document,26.700000762939453,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmn7lfldu0031fy0dcmksj3re,Promoting the Planetary Health Diet in Grocery Retail: Comparison of Retail Chains in Finland,Thesis,24.000000953674316,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmv9nxys0046w70dov6it3a9,Nordisk Dagligvaremarked: Markedsstruktur og Validering 2024–2026,Document,23.400001525878906,high,
