url,title,author_institution,year,country,doc_type,theme,priority,download_status,local_path,next_action,origin_files,origin_entity_ids,sources_count
https://bolagsverket.se/en/foretag/aktiebolag/avvecklaaktiebolag/konkursavaktiebolag.755.html,Mycorena AB konkurs 10.07.2024 - trustee Magnus Loefving (Lindahl KB),Bolagsverket,2024,SE,konkursbehandling,sirkular-konkurser,P1,downloaded,research/evidence-pack/sirkular-konkurser/mycorena/konkurs-bolagsverket.pdf,lookup_konkurs_via_bolagsverket,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://bora.uib.no/bora-xmlui/bitstream/handle/1956/19351/1-s2.0-S0044848617322998-main.pdf,1 s2.0 S0044848617322998 main,UiB,2024,NO,report-pdf,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/bora-uib-aquaculture-feed-2017.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://cdn.sanity.io/files/nqimd3nr/production/83977a7461d5d52e3f4412cf733f75221adccbb5.pdf,Impact report 2024,Too Good To Go,2024,DK,corporate,benchmark,P3,downloaded,research/evidence-pack/internasjonal/tgtg-impact-2024.pdf,download_impact_report,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://cdn.sanity.io/files/z1voeyrb/production/34008b322a06d7ee0901d57578582d0cf82c32ce.pdf?dl=Reitan%20Retail%202025_Oppslag.pdf,Ars- og ansvarsrapport 2024,Reitan Retail,2024,NO,annual_report,annual-reports,P2,downloaded,research/evidence-pack/arsrapporter/reitan-retail-2024.pdf,register_and_extract_key_figures,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://coop.dk/media/vvwp2bdy/coop-danmark-aarsrapport-2024.pdf,Coop Danmark aarsrapport 2024,Coop Danmark,2025,DK,annual_report,annual-reports,P1,downloaded,research/evidence-pack/arsrapporter/coop-danmark-2024.pdf,register_and_extract_key_figures,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://digitalassets.sallinggroup.com/raw/upload/fl_attachment%3AAnnual%20report%202024%252epdf/external_content_providers/magnolia/next/jcr%3Ac5f40c7a-153b-434d-8d7f-3c1eafb3dafe,Annual report 2024,Salling Group,2024,DK,annual_report,annual-reports,P3,downloaded,research/evidence-pack/arsrapporter/salling-group-2024.pdf,register_and_extract_key_figures,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://diva-portal.org/smash/get/diva2%3A2052202/FULLTEXT01.pdf,/smash/get/diva2:2052202/FULLTEXT01.pdf,DiVA/Swedish University,2024,SE,report-pdf,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/diva-fulltext-2052202.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://downloads.eu.ctfassets.net/69zmfo9ko3qk/2QvCIRYayaH5K6dAMK48De/2801533b804d7c9f660b997103bd675e/Coop_Norge_SA_%C3%A5rsrapport_2024_HR_1.pdf,Arsrapport og finansiell informasjon 2024,Coop Norge,2024,NO,annual_report,annual-reports,P2,downloaded,research/evidence-pack/arsrapporter/coop-norge-2024.pdf,register_and_extract_key_figures,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://eatforum.org/publication/2025-eat-lancet-commission-summary-report-for-and-with-policymakers/,2025 eat lancet commission summary report for and with policymakers,EAT Foundation,2024,INT,web-page,aquaculture-feed,P2,downloaded,research/evidence-pack/forskningsrunde-2026-04-20/eat-foundation/eat-lancet-2025-summary-for-policymakers.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://en.kfst.dk/media/51101/fremtidens-detailhandel.pdf,fremtidens detailhandel,KFST,2024,DK,report-pdf,competition,P1,downloaded,research/evidence-pack/nordisk/kfst-fremtidens-detailhandel.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://enento.com/nordic-business-outlook-2024-bankruptcies-surge-in-sweden-and-finland-norways-construction-sector-struggles/,Nordic Business Outlook - 2024 Bankruptcies Surge Sweden Finland,Enento,2024,NORDIC,analysis,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/_overview/enento-nordic-2024.pdf,snapshot_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://enifer.com/enifer-secures-e36m-in-funding,Enifer Pekilo mycoprotein - Finnish active analog,Enifer,2024,FI,benchmark,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/_benchmarks/enifer-funding-2024.pdf,snapshot_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://enormbiofactory.com/,Enorm Biofactory selskaps-hjemmeside (arkiv pre-konkurs),Enorm Biofactory,2025,DK,annual_report,sirkular-konkurser,P1,downloaded,research/evidence-pack/sirkular-konkurser/enorm-biofactory/website-archive-2025.pdf,wayback_snapshot_site,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://feedmagazine.agrarzeitung.de/news/news/denmark-insect-producer-enorm-biofactory-insolvent-154350,Denmark Insect producer Enorm Biofactory insolvent,Feed Magazine (Agrarzeitung),2025,DE,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-feedmagazine-2025.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://food.ec.europa.eu/system/files/2019-06/fw_eu-actions_food-donation_ms-practices-food-redis.pdf,fw eu actions food donation ms practices food redis,EU-kommisjonen,2024,INT,report-pdf,circularity-waste,P2,downloaded,research/evidence-pack/nordisk/eu-food-donation-practices-2019.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://foodsystemeconomics.org/wp-content/uploads/FSEC-Global_Policy_Report.pdf,FSEC Global Policy Report,FSEC,2024,INT,report-pdf,general,P2,downloaded,research/evidence-pack/forskningsrunde-2026-04-20/eat-foundation/fsec-global-policy-report.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://guide.michelin.com/gb/en/oslo-region/oslo/restaurant/rest,Rest Oslo - Green Star profile,MICHELIN Guide,2023,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/rest-oslo/michelin-profile.pdf,snapshot_profile_page,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://hdl.handle.net/11250/3197662,On Vertical Restraints: Essays in Industrial Organzation,NHH / NVA; Ulsaker / NHH,2016,NO,phd_thesis; thesis,academic-theses,P2,downloaded,research/evidence-pack/akademia/ulsaker-phd-thesis.pdf,reconcile_local_thesis_metadata_with_public_nva_record,research/evidence-pack/download-backlog-2026-03-18.csv; src/lib/data/theses.ts,ulsaker-phd-2016,3
https://helda.helsinki.fi/bitstreams/c4b81b44-e270-46b4-ae57-71ac0367e792/download,/bitstreams/c4b81b44-e270-46b4-ae57-71ac0367e792/download,Helsinki University,2024,FI,thesis,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/helda-helsinki-food-systems.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://journal.fi/sosiologia/article/download/124542/74699,/sosiologia/article/download/124542/74699,,2024,FI,journal-article,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/journal-fi-sosiologia-reko-2022.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://jukuri.luke.fi/,Finnish local food study,Luke/Jukuri,2019,FI,academic,alt-distribusjon,P3,downloaded,research/evidence-pack/akademia/luke-finnish-local-food-2019.pdf,locate_jukuri_entry,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://kfst.dk/media/3wxbfqqe/20241120-evaluering-af-foedevarehandelsloven-2024.pdf,20241120 evaluering af foedevarehandelsloven 2024,KFST,2024,DK,report-pdf,general,P1,downloaded,research/evidence-pack/nordisk/kfst-evaluering-foedevarehandelsloven-2024.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://kfst.dk/media/edgjum43/20250326-salling-groups-erhvervelse-af-dele-af-coop-danmark-a.pdf,"Salling Group, acquisition of parts of Coop Danmark; Salling/Coop decision legacy file",KFST,2025,DK,decision,merger-control,P1; P3,downloaded,research/evidence-pack/nordisk/kfst-salling-coop-2025-full.pdf,register_and_compare_with_existing_danish_case_pdf,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://konkurransetilsynet.no/dagligvare-forskjeller-i-innkjopspriser-ytterligere-redusert/,Kartlegging av innkjopspriser 2017-2023,Konkurransetilsynet,2024,NO,konkurransetilsyn; report,competition-enforcement,P1,downloaded,research/evidence-pack/tilsyn/innkjopspriser-2017-2023.pdf,register_as_manual_html_capture_not_official_attachment,research/evidence-pack/download-backlog-2026-03-18.csv; src/lib/data/reports.ts,kt-innkjopspriser-2017-2023,3
https://konkurransetilsynet.no/wp-content/uploads/2018/08/betaling-for-hylleplass.pdf,betaling for hylleplass,Konkurransetilsynet,2024,NO,report-pdf,competition,P1,downloaded,research/evidence-pack/tilsyn/betaling-for-hylleplass-2018.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://konkurransetilsynet.no/wp-content/uploads/2022/,Dagligvarerapport 2022,Konkurransetilsynet,2022,NO,report,eiendom,P2,downloaded,research/evidence-pack/tilsyn/dagligvarerapport-2024.pdf,link_or_download_2022_version,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://konkurransetilsynet.no/wp-content/uploads/2022/12/Konkurransetilsynets-dagligvarerapport-2022.pdf,Konkurransetilsynets dagligvarerapport 2022,Konkurransetilsynet,2024,NO,report-pdf,competition,P1,downloaded,research/evidence-pack/tilsyn/dagligvarerapport-2022.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://konkurransetilsynet.no/wp-content/uploads/2023/12/Utredning-om-prisjusteringsvinduer-2023.pdf,Utredning om prisjusteringsvinduer,Konkurransetilsynet,2023,NO,konkurransetilsyn; report,pricing-governance,P1,downloaded,research/evidence-pack/tilsyn/prisjusteringsvinduer-2023.pdf,register_in_report_or_source_layers,research/evidence-pack/download-backlog-2026-03-18.csv; src/lib/data/reports.ts,kt-prisjusteringsvinduer-2023,3
https://konkurransetilsynet.no/wp-content/uploads/2024/05/Rapport-marginstudie.pdf,Marginstudie Del 1,Konkurransetilsynet,2024,NO,konkurransetilsyn; report,market-power,P1,downloaded,research/evidence-pack/tilsyn/marginstudie-2024-del1-offisiell.pdf,register_and_compare_with_existing_local_copy,research/evidence-pack/download-backlog-2026-03-18.csv; src/lib/data/reports.ts,kt-marginstudie-2024-del1,3
https://konkurransetilsynet.no/wp-content/uploads/2025/01/Del-2.-Kartlegging-av-marginer-ved-bruk-av-informasjon-pa-produktniva.pdf,Marginstudie Del 2,Konkurransetilsynet,2025,NO,konkurransetilsyn; report,market-power,P1,downloaded,research/evidence-pack/tilsyn/marginstudie-2025-del2-offisiell.pdf,register_and_compare_with_existing_local_copy,research/evidence-pack/download-backlog-2026-03-18.csv; src/lib/data/reports.ts,kt-marginstudie-2025-del2,3
https://konkurransetilsynet.no/wp-content/uploads/2025/02/V2024-4-Offentlig-versjon-Coop-Norge-SA-Norgesgruppen-ASA-Rema-1000-AS-%E2%80%93-palegg-om-opphor-av-overtredelse-.pdf,"Prisjeger-saken (4,9 mrd. NOK); Prisjeger-saken, offentlig versjon",Konkurransetilsynet,2024,NO,decision; konkurransetilsyn,competition-enforcement,P1,downloaded,research/evidence-pack/tilsyn/prisjeger-saken-2024-offentlig-versjon.pdf,register_in_report_and_source_layers,research/evidence-pack/download-backlog-2026-03-18.csv; src/lib/data/reports.ts,kt-prisjeger-saken-2024,3
https://konkurransetilsynet.no/wp-content/uploads/2025/04/Konkurransetilsynets-Dagligvarerapport-2024-25.pdf,Dagligvarerapport 2024-25; Konkurransetilsynets Dagligvarerapport 2024 25; Konkurransetilsynets Dagligvarerapport 2024-25; Konkurransetilsynets dagligvarerapport 2024-25,Konkurransetilsynet,2024; 2025,NO,insight-source; konkurransetilsyn; rapport; report; report-pdf,competition; market-power,P1,downloaded,research/evidence-pack/tilsyn/dagligvarerapport-2025.pdf,register_and_deduplicate_against_existing_local_copy,research/evidence-pack/download-backlog-2026-03-18.csv; research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv; src/lib/data/insights.ts; src/lib/data/reports.ts; src/lib/data/sources.ts,ins-02; ins-93; kt-dagligvarerapport-2024; src-14,9
https://librairie.ademe.fr/img/cms/ADEME-publications-alimentation-gaspillage-alimentaire-0326.pdf,Garot law panel study (10 stores),ADEME,2019,FR,research,benchmark,P3,downloaded,research/evidence-pack/internasjonal/ademe-garot-panel-2019.pdf,locate_ademe_publication,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://lovdata.no/LTI/lov/2020-04-17-29,2020 04 17 29,Lovdata,2024,NO,legislation,general,P1,downloaded,research/evidence-pack/offentlig/lovdata-lov-god-handelsskikk-2020.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://lovdata.no/forskrift/2026-04-17-601,2026 04 17 601,Lovdata,2024,NO,legislation,general,P1,downloaded,research/evidence-pack/offentlig/lovdata-forskrift-dagligvare-2026.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://mb.cision.com/Main/1306/3471652/1509412.pdf,Mat.se / Mathem merger 2021,Kinnevik,2021,SE,press,failed-entrants,P3,downloaded,research/evidence-pack/media/kinnevik-mathem-2021.pdf,archive_press_release,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://mb.cision.com/Main/1306/4109005/3277591.pdf,Annual and sustainability report 2024,Axfood,2024,SE,annual_report,annual-reports,P3,downloaded,research/evidence-pack/arsrapporter/axfood-annual-report-2024.pdf,register_and_extract_key_figures,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://news.cision.com/matsmart/,Group results 2024 (Cision),Matsmart,2024,SE,press,alt-distribusjon,P3,downloaded,research/evidence-pack/selskap/matsmart-results-2024.pdf,download_cision_release,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://norsus.no/wp-content/uploads/Mobiplast_okonomiske-konsekvenser-av-posevalg.pdf,Mobiplast okonomiske konsekvenser av posevalg,NORSUS,2024,NO,report-pdf,circularity-waste,P1,downloaded,research/evidence-pack/forskningsinstitutt/norsus-mobiplast-posevalg.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://norsus.no/wp-content/uploads/OR-48.23-Biorest-fra-marine-rastoffer-og-husdyrgjodsel.pdf,OR 48.23 Biorest fra marine rastoffer og husdyrgjodsel,NORSUS,2024,NO,report-pdf,circularity-waste,P1,downloaded,research/evidence-pack/forskningsinstitutt/norsus-biorest-marine-rastoffer-husdyrgjodsel.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/handle/11250/3092539/no.ntnu:inspera:142433913:96959685.pdf,no.ntnu:inspera:142433913:96959685,,2024,NO,report-pdf,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/ntnu-microplast-biorest.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://onlinelibrary.wiley.com/doi/full/10.1155/anu/3198303,/doi/full/10.1155/anu/3198303,,2024,INT,journal-article,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/wiley-anu-protein-fishmeal-alternatives-2025.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://onlinelibrary.wiley.com/doi/pdf/10.1111%2Fraq.12281,/doi/pdf/10.1111/raq.12281,,2024,INT,journal-article,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/wiley-raq-insect-meals-fish-2018.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://phys.org/news/2025-01-vertical-farming-future-business-failures.html,Five reasons vertical farming is still the future despite failures,phys.org,2025,INT,analysis,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/_overview/physorg-analysis.pdf,snapshot_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://plantefonden.dk/,Plantefonden; Plantefonden projects 2023-2025,Plantefonden / Landbrugsstyrelsen,2025,DK,fund; public-body; rapport,benchmark,P1,downloaded,research/evidence-pack/internasjonal/plantefonden-projects-2025.pdf,download_projects_list,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/actors.ts; src/lib/data/sources.ts,actor-plantefonden-dk; src-151,5
https://pmc.ncbi.nlm.nih.gov/articles/PMC9727232/,/articles/PMC9727232/,,2024,INT,journal-article,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/pmc-9727232-aquaculture.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://projekter.aau.dk/projekter/files/783577089/Afgangsprojekt_HD1_Analyse_af_Salling_Group_AS_og_Coop_Danmark_AS.pdf,Analyse af Salling Group A/S og Coop Danmark A/S,Aalborg University; Huynh & Mortensen / Aalborg Universitet,2025,DK,thesis,academic-theses,P1,downloaded,research/evidence-pack/akademia/huynh-mortensen-2025.pdf,register_in_thesis_layer,research/evidence-pack/download-backlog-2026-03-18.csv; src/lib/data/theses.ts,huynh-mortensen-2025,3
https://proteinproductiontechnology.com/post/hooked-foods-files-for-bankruptcy-after-seven-year-push-to-crack-plant-based-seafood,Hooked Foods files bankruptcy after 7-year plant-based seafood push,Protein Production Technology,2026,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://pub.norden.org/nord2020-048/,Nord2020-048 - Nordic public meals,Nordisk Raad,2020,NORDIC,report,horeca,P2,downloaded,research/evidence-pack/nordisk/nord2020-048-public-meals.pdf,download_from_pub_norden,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://pub.norden.org/nord2020-048/nord2020-048.pdf,nord2020 048,Nordisk Ministerråd,2024,DK,report-pdf,general,P2,downloaded,research/evidence-pack/nordisk/norden-food-waste-2020-048.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://pub.norden.org/temanord2021-504/temanord2021-504.pdf,Temanord 2021:504,Nordisk Raad,2021,NORDIC,report,horeca,P3,downloaded,research/evidence-pack/nordisk/temanord-2021-504.pdf,download_from_pub_norden,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://publications.vtt.fi/julkaisut/muut/2021/Food-Research-and-Innovation-Strategy-for-Finland-2021-2035.pdf,Food Research and Innovation Strategy for Finland 2021 2035,VTT,2024,FI,report-pdf,aquaculture-feed,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/vtt-food-innovation-strategy-finland-2021-2035.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://pubmed.ncbi.nlm.nih.gov/39280774/,/39280774/,PubMed,2024,INT,journal-article,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/pmc-9727232-aquaculture.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://regnskaber.cvrapi.dk/40316573/amNsb3VkczovLzAzL2QzLzI3LzQxL2Y1L2Q1MjktNDAyOC04ODJmLTg1YTEzOGUxM2NmMA.pdf,TGTG ApS Annual Report 2024 (Danish entity),Too Good To Go ApS,2024,DK,benchmark,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-aarsrapport-2024.pdf,download_regnskab_via_cvrapi,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://ruralis.no/wp-content/uploads/2021/10/aas-utnyttelse-av-forressurser-i-norsk-lakseoppdrett-i-2020-sluttkonferanse.pdf,aas utnyttelse av forressurser i norsk lakseoppdrett i 2020 sluttkonferanse,Ruralis,2024,NO,report-pdf,aquaculture-feed,P1,downloaded,research/evidence-pack/forskningsinstitutt/ruralis-forressurser-lakseoppdrett-2020.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://sifted.eu/articles/infarm-quits-europe-news,Infarm quits Europe as vertical farming withers,Sifted,2023,EU,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/infarm-dk/media-sifted.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://sifted.eu/articles/infarm-raised-500m-and-disappeared,Infarm raised 500m and disappeared (deep analysis),Sifted,2024,EU,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/infarm-dk/analysis-sifted-500m.pdf,paywall_attempt_or_snapshot,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://sifted.eu/articles/ynsect-collapse-industry-analysis,Ynsect collapse - insect protein industry analysis,Sifted,2025,INT,analysis,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/enorm-biofactory/analysis-sifted-ynsect.pdf,snapshot_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://stiftelsennorskmat.no/,Lokalmatrapport 2025; Stiftelsen Norsk Mat - Lokalmatrapport 2025,Stiftelsen Norsk Mat,2025,NO,industry_report; rapport,alt-distribusjon,P2,downloaded,research/evidence-pack/bransje/lokalmatrapport-2025.pdf,download_from_stiftelsen,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/sources.ts,src-147,3
https://tech.eu/2024/08/29/naplasol-acquires-mycorena-to-enhance-mycoprotein-portfolio/,Naplasol acquires Mycorena to boost mycelium market,Tech.eu,2024,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/mycorena/media-tech-eu-2024.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
