node_id,name,node_type,domain,subdomain,country,description,key_people,scale_metric_year,org_nr,locator_url,sourceClass,verificationStatus,confidence,accessedAt,notes
a-ids-e-holding-as,A. IDSØE HOLDING AS,organisasjon,foredling-industri,kjott-egg,NO,"Brreg-registrert aktor i foredling-industri/kjott-egg med 10.130 (Produksjon av kjøtt- og fjørfevarer). Investering i aksjer, andeler i andre selskap samt investering i fast eiendom. Investering i aksjer, andeler og fast eiendom og alt som herved står i forbindelse.",,2026,912943194,https://data.brreg.no/enhetsregisteret/api/enheter/912943194,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.130; ingen Company-rad funnet i lokal DB ved pre-dedup; flagges for etterkontroll fordi aktivitet ogsaa omtaler investerings-/holding-/utleierolle.
alf-str-m-larsen-as,ALF STRØM-LARSEN AS,organisasjon,foredling-industri,kjott-egg,NO,Brreg-registrert aktor i foredling-industri/kjott-egg med 10.130 (Produksjon av kjøtt- og fjørfevarer). Produksjon og handel samt delta i andre selskaper. Drive med produksjon og salg av kjøtt og andre matvarer til private så vel som bedrifter.,,2026,933112993,https://data.brreg.no/enhetsregisteret/api/enheter/933112993,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.130; ingen Company-rad funnet i lokal DB ved pre-dedup.
annis-ringebu-as,ANNIS RINGEBU AS,organisasjon,foredling-industri,kjott-egg,NO,"Brreg-registrert aktor i foredling-industri/kjott-egg med 10.130 (Produksjon av kjøtt- og fjørfevarer). Produksjon og salg av næringsmidler. Restaurantdrift. Catering. Foredling, produksjon salg av slaktevarer og det som er naturlig i denne sammenheng.",,2026,985458316,https://data.brreg.no/enhetsregisteret/api/enheter/985458316,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.130; ingen Company-rad funnet i lokal DB ved pre-dedup.
axel-andersen-as,AXEL ANDERSEN AS,organisasjon,foredling-industri,kjott-egg,NO,Brreg-registrert aktor i foredling-industri/kjott-egg med 10.110 (Bearbeiding og konservering av kjøtt unntatt fjørfekjøtt). Å drive slakteri samt produksjon og handel av kjøttvarer. Drive slakteri samt produksjon og handel av kjøtt- varer.,,2026,977069904,https://data.brreg.no/enhetsregisteret/api/enheter/977069904,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.110; ingen Company-rad funnet i lokal DB ved pre-dedup.
bagn-p-lsemakeri-as,BAGN PØLSEMAKERI AS,organisasjon,foredling-industri,kjott-egg,NO,"Brreg-registrert aktor i foredling-industri/kjott-egg med 10.130 (Produksjon av kjøtt- og fjørfevarer). Pølseproduksjon og salg pølser og lignende produkter, og aktiviteter i tilknytning til dette herunder å eie aksjer i andre selskaper. Pølseproduksjon og salg pølser og lignende produkter og aktiviteter i tilknytning til dette- herunder å eie aksjer i andre selskaper.",,2026,992041684,https://data.brreg.no/enhetsregisteret/api/enheter/992041684,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.130; ingen Company-rad funnet i lokal DB ved pre-dedup; flagges for etterkontroll fordi aktivitet ogsaa omtaler investerings-/holding-/utleierolle.
beefsteak-as,BEEFSTEAK AS,organisasjon,foredling-industri,kjott-egg,NO,Brreg-registrert aktor i foredling-industri/kjott-egg med 10.130 (Produksjon av kjøtt- og fjørfevarer). Produksjon og salg av kjøtt og kjøttprodukter. Produksjon og salg av kjøtt og kjøttprodukter.,,2026,934859774,https://data.brreg.no/enhetsregisteret/api/enheter/934859774,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.130; ingen Company-rad funnet i lokal DB ved pre-dedup.
bergstr-m-kj-tt-og-delikatesse-as,BERGSTRØM KJØTT OG DELIKATESSE AS,organisasjon,foredling-industri,kjott-egg,NO,"Brreg-registrert aktor i foredling-industri/kjott-egg med 10.130 (Produksjon av kjøtt- og fjørfevarer). Produksjon av kjøttvarer, samt butikkhandel med kjøtt og kjøttvarer. Produksjon av kjøttvarer, samt butikkhandle med kjøtt og kjøttvarer.",,2026,883976282,https://data.brreg.no/enhetsregisteret/api/enheter/883976282,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.130; ingen Company-rad funnet i lokal DB ved pre-dedup.
berika-as,BERIKA AS,organisasjon,foredling-industri,kjott-egg,NO,"Brreg-registrert aktor i foredling-industri/kjott-egg med 10.120 (Bearbeiding og konservering av fjørfekjøtt). Produksjon og handel med næringsmidler som engroshandel med bredt utvalg av nærings- og nytelsesmidler, og det som naturlig står i forbindelse hermed, samt delta i andre selskapet med lignende formål. I tillegg salg av tjenester tilknyttet salg, administrasjon og infrastruktur for formål nevnt i første setning. Produksjon og handel med næringsmidler og det som naturlig står i forbindelse hermed, samt delta i andre se",,2026,923999396,https://data.brreg.no/enhetsregisteret/api/enheter/923999396,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.120; ingen Company-rad funnet i lokal DB ved pre-dedup.
best-food-as,BEST FOOD AS,organisasjon,foredling-industri,kjott-egg,NO,"Brreg-registrert aktor i foredling-industri/kjott-egg med 10.110 (Bearbeiding og konservering av kjøtt unntatt fjørfekjøtt). Import og eksport av matvarer, biler og byggematerialer, handel med dette, samt foredling og salg av kjøtt- og delikatessevarer. Import og eksport av matvarer, biler og byggematerialer, handel med dette, samt foredling og salg av kjøtt- og delikatessevarer.",,2026,993894044,https://data.brreg.no/enhetsregisteret/api/enheter/993894044,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.110; ingen Company-rad funnet i lokal DB ved pre-dedup.
bjartmar-as,BJARTMAR AS,organisasjon,foredling-industri,kjott-egg,NO,Brreg-registrert aktor i foredling-industri/kjott-egg med 10.130 (Produksjon av kjøtt- og fjørfevarer). Eie og forvalte aksjer i andre selskaper. Eie og forvalte aksjer i andre selskaper.,,2026,989427105,https://data.brreg.no/enhetsregisteret/api/enheter/989427105,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 10.130; ingen Company-rad funnet i lokal DB ved pre-dedup.
