node_id,name,node_type,domain,subdomain,country,description,key_people,scale_metric_year,org_nr,locator_url,sourceClass,verificationStatus,confidence,accessedAt,notes
utdanningslegatet-i-norges-vel,UTDANNINGSLEGATET I NORGES VEL STI,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 94.991 (Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål).,,2026,981104390,https://data.brreg.no/enhetsregisteret/api/enheter/981104390,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 94.991; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
utviklingsfondet,UTVIKLINGSFONDET STI,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 94.991 (Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål).,,2026,928624471,https://data.brreg.no/enhetsregisteret/api/enheter/928624471,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 94.991; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
stiftelsen-fritt-ord,STIFTELSEN FRITT ORD,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 94.991 (Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål).,,2026,840667022,https://data.brreg.no/enhetsregisteret/api/enheter/840667022,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 94.991; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
gc-rieber-fondet,GC RIEBER FONDET STI,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 94.991 (Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål).,,2026,977152445,https://data.brreg.no/enhetsregisteret/api/enheter/977152445,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 94.991; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
stiftelsen-scheibler,STIFTELSEN SCHEIBLER,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 94.991 (Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål).,,2026,975365581,https://data.brreg.no/enhetsregisteret/api/enheter/975365581,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 94.991; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
stiftelsen-kristian-gerhard-jebsen,STIFTELSEN KRISTIAN GERHARD JEBSEN,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 94.991 (Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål).,,2026,993962724,https://data.brreg.no/enhetsregisteret/api/enheter/993962724,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 94.991; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
stiftelsen-miljofyrtarn,STIFTELSEN MILJØFYRTÅRN,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 94.991 (Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål).,,2026,986327401,https://data.brreg.no/enhetsregisteret/api/enheter/986327401,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 94.991; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
sparebankstiftelsen-sparebanken-norge,SPAREBANKSTIFTELSEN SPAREBANKEN NORGE,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 64.321 (Finansstiftelser).,,2026,999282482,https://data.brreg.no/enhetsregisteret/api/enheter/999282482,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 64.321; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
sparebankstiftelsen-sparebanken-more,SPAREBANKSTIFTELSEN SPAREBANKEN MØRE,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 64.321 (Finansstiftelser).,,2026,934578392,https://data.brreg.no/enhetsregisteret/api/enheter/934578392,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 64.321; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
sparebankstiftelsen-askim,SPAREBANKSTIFTELSEN ASKIM,fond,finansiering-investering,stiftelse-fond,NO,Brreg-registrert stiftelse eller fond i finansiering-investering med 64.321 (Finansstiftelser).,,2026,915167691,https://data.brreg.no/enhetsregisteret/api/enheter/915167691,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; org.form STI; NACE 64.321; faktisk mat-/kapitalrolle flagges for menneskelig etterkontroll før hard claim-lock.
