file,kind,bytes,sha256,paired_text_file,paired_text_bytes,notes
downloads/se-krav-ekobarometer-2023-november-biologisk-mangfald.pdf,pdf,6547794,8d15c86ad6998b42fd8d2e6e1f28bd3246388a7c1393524336c17cb7bcf9ea01,text/se-krav-ekobarometer-2023-november-biologisk-mangfald.txt,37159,downloaded_and_extracted
downloads/se-krav-ekobarometer-2023-september-skolmjolk.pdf,pdf,3267504,c2364647423bd6766d2649e3eccc99da438668abd1901f62f4efe4aaf2bf77be,text/se-krav-ekobarometer-2023-september-skolmjolk.txt,21619,downloaded_and_extracted
downloads/se-krav-ekobarometer-2023-juni-potatis.pdf,pdf,4295656,8cd1fb34857093fd36f28e4222ceb4fcd887f4612791ba2f4723e38388448a8b,text/se-krav-ekobarometer-2023-juni-potatis.txt,32553,downloaded_and_extracted
downloads/se-krav-ekobarometer-2023-april.pdf,pdf,3352239,7ba6916da5a4136e41494f312795d8a0b9cac8c54bf2bd71e1e2984676ecbe30,text/se-krav-ekobarometer-2023-april.txt,23490,downloaded_and_extracted
downloads/se-krav-effektrapport-page-2026.html,html,127823,11b3b2c240ac04a5dca0b068edbac6f1396bff2e1b50faf44aca10f388805a08,text/se-krav-effektrapport-page-2026.txt,5851,downloaded_and_extracted
downloads/se-krav-ekobarometer-page-2026.html,html,139028,04aee5b8d96baf925f1ba97482f51fb7f08f5c54cb1ce9bc4e2eb7138f92828c,text/se-krav-ekobarometer-page-2026.txt,8572,downloaded_and_extracted
downloads/se-ekomatcentrum-ekomatsligan-2024-page.html,html,106348,8b686876ee8c4de1baa68f1bf470c3c9d8b117e04a73b859e5ecbd073f7fd35c,text/se-ekomatcentrum-ekomatsligan-2024-page.txt,7865,downloaded_and_extracted
downloads/se-ekomatcentrum-ekologiska-marknadsdagen-2024-page.html,html,85690,6ebb03f12cd8f2cb6596abe05103b75c469bad6a15e20f4a23038c426e520c3c,text/se-ekomatcentrum-ekologiska-marknadsdagen-2024-page.txt,4934,downloaded_and_extracted
downloads/se-ekomatcentrum-offentlig-sektor-2023-page.html,html,83021,d0b67195eeb0abcc01dd07aa909b1ad838f04cbf063a8774bd9702b9079fe2b6,text/se-ekomatcentrum-offentlig-sektor-2023-page.txt,5216,downloaded_and_extracted
downloads/se-ekomatcentrum-ekomatligan-2025-page.html,html,99250,ef2f902a33fa42e2e3fbf6ccf9f8ea35b8a0253149ccdd8952f72875aff3936e,text/se-ekomatcentrum-ekomatligan-2025-page.txt,5135,downloaded_event_page_checked
downloads/se-ekomatcentrum-nationella-rapporter-statistik-marknadsrapporter-2026.html,html,321237,79d3326579a8e1f5d92e117b47bdf623807e0879f400e0f294b8548027a58b86,text/se-ekomatcentrum-nationella-rapporter-statistik-marknadsrapporter-2026.txt,27840,downloaded_and_extracted
downloads/se-ekomatcentrum-kompletterande-statistik-ekologiska-arsrapporten-2024.pdf,pdf,635715,2f3c35c37a6f457fbe0efbd63cdcbad2b7aff21b8d0340bd05dd402dc04c13fa,text/se-ekomatcentrum-kompletterande-statistik-ekologiska-arsrapporten-2024.txt,14106,downloaded_and_extracted
downloads/se-ekomatcentrum-emc-marknadsrapport-2023.pdf,pdf,17567012,d6bb2d0e49080f7f051d6baa71cf4b063ce1fb5a0c065d97b750b6e5361a1d84,text/se-ekomatcentrum-emc-marknadsrapport-2023.txt,83093,downloaded_and_extracted
downloads/se-ekomatcentrum-emc-marknadsrapport-2022.pdf,pdf,14089425,8c6af68ec224ddd8be0f022e6f5f9d68a701b03fd491fec9829a381573506550,text/se-ekomatcentrum-emc-marknadsrapport-2022.txt,108225,downloaded_and_extracted
