source_path,source_top_folder,filename,ext,size_bytes,modified_at,sha256,priority,project_fit,candidate_model,typed_layer_candidate,import_file_path,proposed_title,proposed_year,proposed_country,proposed_theme,proposed_doc_type,review_status,action,final_title,final_year,final_country,final_theme,final_doc_type,final_url,notes
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/approval insect novel food - Food Safety - European Commission.pdf,05_Foodtech_Alt_Protein_And_Innovation,approval insect novel food - Food Safety - European Commission.pdf,.pdf,230313,2026-04-20T13:18:34.558Z,8831ac419319577a88f6b00bb38f416d152efddc5a07f36a9a5ba678df0759c4,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/8831ac4193-approval-insect-novel-food-food-safety-european-commission.pdf,approval insect novel food - Food Safety - European Commission,,eu,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/BioMar _ Powered by Partnership. Driven by Innovation_.pdf,05_Foodtech_Alt_Protein_And_Innovation,BioMar _ Powered by Partnership. Driven by Innovation_.pdf,.pdf,1679055,2026-04-20T13:39:12.183Z,095360a751fe16856e12ffc18bbb6cc983882b8b712c3176d2338ced4e6cfc67,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/095360a751-biomar-powered-by-partnership-driven-by-innovation.pdf,BioMar | Powered by Partnership. Driven by Innovation.,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Danish insect ag firm ENORM declared bankrupt.pdf,05_Foodtech_Alt_Protein_And_Innovation,Danish insect ag firm ENORM declared bankrupt.pdf,.pdf,1220847,2026-04-20T11:55:03.583Z,ec96af6ae7ea9ebc3280ac28a405413875342aa32ff4023b34c38548938c8df0,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/ec96af6ae7-danish-insect-ag-firm-enorm-declared-bankrupt.pdf,Danish insect ag firm ENORM declared bankrupt,,dk,foodtech-alt-protein,report,pending,review,,,,,,,
"Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/DUG Foodtech Declared Bankrupt, Assets Now Open for Acquisition - vegconomist - the vegan business magazine.pdf",05_Foodtech_Alt_Protein_And_Innovation,"DUG Foodtech Declared Bankrupt, Assets Now Open for Acquisition - vegconomist - the vegan business magazine.pdf",.pdf,764541,2026-04-20T12:43:27.354Z,cf6f2af13e2352aa62c4f0bcec9314b754b94dfd95d26e2ebf52e281bdd031a0,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/cf6f2af13e-dug-foodtech-declared-bankrupt-assets-now-open-for-acquisition-vegconomist-the-vegan-business-magazine.pdf,"DUG Foodtech Declared Bankrupt, Assets Now Open for Acquisition - vegconomist - the vegan business magazine",,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Enifer - Ingredients for a sustainable food chain.pdf,05_Foodtech_Alt_Protein_And_Innovation,Enifer - Ingredients for a sustainable food chain.pdf,.pdf,1193806,2026-04-20T13:15:49.663Z,e1477dd45a8a1d9697b44a0ce2be9d083dffb59b2d86dc0116f01bffd5491788,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/e1477dd45a-enifer-ingredients-for-a-sustainable-food-chain.pdf,Enifer - Ingredients for a sustainable food chain,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Enorm - larvae for green development of the agricultural and food industry.pdf,05_Foodtech_Alt_Protein_And_Innovation,Enorm - larvae for green development of the agricultural and food industry.pdf,.pdf,1965026,2026-04-20T12:35:37.244Z,73959f8202e711586788a3edebd0e2a3f3fb04a134cc4f3703111371fca2c94a,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/73959f8202-enorm-larvae-for-green-development-of-the-agricultural-and-food-industry.pdf,Enorm - larvae for green development of the agricultural and food industry,,,foodtech-alt-protein,report,pending,review,,,,,,,
"Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Five reasons why vertical farming is still the future, despite all the recent business failures.pdf",05_Foodtech_Alt_Protein_And_Innovation,"Five reasons why vertical farming is still the future, despite all the recent business failures.pdf",.pdf,165622,2026-04-20T12:41:26.633Z,23359212aefd4848683b86a3f9f46416c95e23964b8781d69b47a418e4605272,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/23359212ae-five-reasons-why-vertical-farming-is-still-the-future-despite-all-the-recent-business-failures.pdf,"Five reasons why vertical farming is still the future, despite all the recent business failures",,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Foodrise_ Rising up for fair and resilient food systems.pdf,05_Foodtech_Alt_Protein_And_Innovation,Foodrise_ Rising up for fair and resilient food systems.pdf,.pdf,4592204,2026-04-20T13:16:14.228Z,1280935094de31536f62365e85a396958ae16059740ee03017f174fde9e5390e,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/1280935094-foodrise-rising-up-for-fair-and-resilient-food-systems.pdf,Foodrise: Rising up for fair and resilient food systems,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/French insect protein producer Ÿnsect enters judicial liquidation _ PetfoodIndustry.pdf,05_Foodtech_Alt_Protein_And_Innovation,French insect protein producer Ÿnsect enters judicial liquidation _ PetfoodIndustry.pdf,.pdf,2705845,2026-04-20T13:04:39.188Z,4181e010b622f4098bd62edbc2e93658de945801b8969a8b830ff522b1553103,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/4181e010b6-french-insect-protein-producer-ynsect-enters-judicial-liquidation-petfoodindustry.pdf,French insect protein producer Ÿnsect enters judicial liquidation | PetfoodIndustry,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hailia - Enabling the Blue Food Revolution.pdf,05_Foodtech_Alt_Protein_And_Innovation,Hailia - Enabling the Blue Food Revolution.pdf,.pdf,1354696,2026-04-20T13:18:52.561Z,8fda4db5c8620b214549a7bdcaf1e4a3338c2c6a461dda66e5f2c71426881c13,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/8fda4db5c8-hailia-enabling-the-blue-food-revolution.pdf,Hailia - Enabling the Blue Food Revolution,,,foodtech-alt-protein,report,pending,review,,,,,,,
"Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hooked Foods - Enkelt, Gott & Näringsrikt. 100% Veganskt såklart, för allas bästa!.pdf",05_Foodtech_Alt_Protein_And_Innovation,"Hooked Foods - Enkelt, Gott & Näringsrikt. 100% Veganskt såklart, för allas bästa!.pdf",.pdf,4723242,2026-04-20T13:20:21.770Z,a3cb60c9762833a14e9b0cbc8bce1960803ab288deffa9501eb480a3f481acbd,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/a3cb60c976-hooked-foods-enkelt-gott-naringsrikt-100-veganskt-saklart-for-allas-basta.pdf,"Hooked Foods - Enkelt, Gott & Näringsrikt. 100% Veganskt såklart, för allas bästa!",,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hooked Foods files for bankruptcy after seven-year push to crack plant-based seafood _ PPTI News.pdf,05_Foodtech_Alt_Protein_And_Innovation,Hooked Foods files for bankruptcy after seven-year push to crack plant-based seafood _ PPTI News.pdf,.pdf,4587642,2026-04-20T12:41:42.998Z,9f669f688d5403d10a24fa499de9a69752aced7be7a08b6cc72f97ef600838a5,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/9f669f688d-hooked-foods-files-for-bankruptcy-after-seven-year-push-to-crack-plant-based-seafood-ppti-news.pdf,Hooked Foods files for bankruptcy after seven-year push to crack plant-based seafood | PPTI News,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Industry Consolidation_ 40+ Major Alternative Protein Companies Have Shut or Been Acquired in Past Year.pdf,05_Foodtech_Alt_Protein_And_Innovation,Industry Consolidation_ 40+ Major Alternative Protein Companies Have Shut or Been Acquired in Past Year.pdf,.pdf,6091044,2026-04-20T12:56:28.488Z,7f1fc1c9f2c9e71ff45033b74286abe67c58cf7989c6309764d1a9d8572b0aa2,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/7f1fc1c9f2-industry-consolidation-40-major-alternative-protein-companies-have-shut-or-been-acquired-in-past-year.pdf,Industry Consolidation: 40+ Major Alternative Protein Companies Have Shut or Been Acquired in Past Year,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Infarm closes Copenhagen operations amid ongoing ‘strategy shift’.pdf,05_Foodtech_Alt_Protein_And_Innovation,Infarm closes Copenhagen operations amid ongoing ‘strategy shift’.pdf,.pdf,648058,2026-04-20T11:55:55.642Z,6b70cd3a757ae3a31fe477b451d5599c7bfbe2933485b05ac58cd2ca3bf8946e,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/6b70cd3a75-infarm-closes-copenhagen-operations-amid-ongoing-strategy-shift.pdf,Infarm closes Copenhagen operations amid ongoing ‘strategy shift’,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Insect producer seeks reconstruction in the face of bankruptcy _ The Fish Site.pdf,05_Foodtech_Alt_Protein_And_Innovation,Insect producer seeks reconstruction in the face of bankruptcy _ The Fish Site.pdf,.pdf,1076385,2026-04-20T12:43:07.218Z,7dff9e2bef44a9c9bffa257f11d0476dea45701d1b74f262fe3379bce451a882,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/7dff9e2bef-insect-producer-seeks-reconstruction-in-the-face-of-bankruptcy-the-fish-site.pdf,Insect producer seeks reconstruction in the face of bankruptcy | The Fish Site,,,foodtech-alt-protein,report,pending,review,,,,,,,
"Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Lessons from vertical farming bankruptcies, layoffs, and closures in 2023.pdf",05_Foodtech_Alt_Protein_And_Innovation,"Lessons from vertical farming bankruptcies, layoffs, and closures in 2023.pdf",.pdf,489544,2026-04-20T13:07:28.290Z,66a7e4f52622b24426a43d222453bc23ae2735ca10dd988a5ae93d9a68073456,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/66a7e4f526-lessons-from-vertical-farming-bankruptcies-layoffs-and-closures-in-2023.pdf,"Lessons from vertical farming bankruptcies, layoffs, and closures in 2023",2023,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Mycoprotein Producer Mycorena’s Bankruptcy_ Setback or Fresh Start_.pdf,05_Foodtech_Alt_Protein_And_Innovation,Mycoprotein Producer Mycorena’s Bankruptcy_ Setback or Fresh Start_.pdf,.pdf,5300711,2026-04-20T13:01:50.955Z,1bc93c7e05416d4db55ca957ddf99ccd84ae7f70f37c5f14d6f141496b0f3e06,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/1bc93c7e05-mycoprotein-producer-mycorena-s-bankruptcy-setback-or-fresh-start.pdf,Mycoprotein Producer Mycorena’s Bankruptcy: Setback or Fresh Start?,,,foodtech-alt-protein,report,pending,review,,,,,,,
"Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Mycorena Files for Bankruptcy, Seeks New Ownership to Continue Pioneering Mycoprotein Ingredients - vegconomist - the vegan business magazine.pdf",05_Foodtech_Alt_Protein_And_Innovation,"Mycorena Files for Bankruptcy, Seeks New Ownership to Continue Pioneering Mycoprotein Ingredients - vegconomist - the vegan business magazine.pdf",.pdf,944465,2026-04-20T08:26:31.616Z,480ff1d656febd593a5289f6245bb5417a64f83785661572688d451722236b7b,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/480ff1d656-mycorena-files-for-bankruptcy-seeks-new-ownership-to-continue-pioneering-mycoprotein-ingredients-vegconomist-the-vegan-business-magazine.pdf,"Mycorena Files for Bankruptcy, Seeks New Ownership to Continue Pioneering Mycoprotein Ingredients - vegconomist - the vegan business magazine",,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Naplasol acquires Mycorena to boost the mycelium and alt-protein market - Tech.eu.pdf,05_Foodtech_Alt_Protein_And_Innovation,Naplasol acquires Mycorena to boost the mycelium and alt-protein market - Tech.eu.pdf,.pdf,1871895,2026-04-20T12:43:00.375Z,f51cbae9c5fe1c39bcbd91952236f5544863a855446c80d3137675ff3c8232ae,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/f51cbae9c5-naplasol-acquires-mycorena-to-boost-the-mycelium-and-alt-protein-market-tech-eu.pdf,Naplasol acquires Mycorena to boost the mycelium and alt-protein market - Tech.eu,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Plantagon's Fall_ Lessons for AgTech Innovators.pdf,05_Foodtech_Alt_Protein_And_Innovation,Plantagon's Fall_ Lessons for AgTech Innovators.pdf,.pdf,11595444,2026-04-20T08:25:40.641Z,ef3221497b64e88be924f10c0571337fbde184b4cd735c3b713b7c393be43e7b,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/ef3221497b-plantagon-s-fall-lessons-for-agtech-innovators.pdf,Plantagon's Fall: Lessons for AgTech Innovators,,,foodtech-alt-protein,report,pending,review,,,,,,,
"Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/PROMYC, mycoproteins.pdf",05_Foodtech_Alt_Protein_And_Innovation,"PROMYC, mycoproteins.pdf",.pdf,245524,2026-04-20T13:24:09.861Z,6c9ac395e8b5e2174f6e4c2fb8f2936f2530df6076086649da73ed30308b4098,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/6c9ac395e8-promyc-mycoproteins.pdf,"PROMYC, mycoproteins",,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Protix - Join the future of food today.pdf,05_Foodtech_Alt_Protein_And_Innovation,Protix - Join the future of food today.pdf,.pdf,6827,2026-04-20T13:33:49.894Z,53aba822a603c206a109bfc49e77f219dd5501fff9f10401924062031c5dec23,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/53aba822a6-protix-join-the-future-of-food-today.pdf,Protix - Join the future of food today,,,foodtech-alt-protein,report,pending,review,,,,,,,
"Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine.pdf",05_Foodtech_Alt_Protein_And_Innovation,"Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine.pdf",.pdf,827461,2026-04-20T12:43:21.147Z,4f4994d86fbce51ea27120d5af7bce85006d5de38350c9a15d38f649139c0311,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/4f4994d86f-stockeld-dreamery-shuts-down-citing-a-decline-in-the-plant-based-category-vegconomist-the-vegan-business-magazine.pdf,"Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine",,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine.pdf,05_Foodtech_Alt_Protein_And_Innovation,Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine.pdf,.pdf,4624743,2026-04-20T08:26:21.626Z,082f2937bdbee17ed72c271fd3e65ea9a050bb7b707cda80edf62bed1cd95387,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/082f2937bd-sweden-s-hooked-foods-closes-down-after-seven-years-of-operations-vegconomist-the-vegan-business-magazine.pdf,Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine,,se,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup.pdf,05_Foodtech_Alt_Protein_And_Innovation,Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup.pdf,.pdf,1132427,2026-04-20T11:56:41.103Z,62db8399fdcaa4b675d039895978383c7c2d2360904e58c86ef822306ff4f26b,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/62db8399fd-swedish-foodtech-startup-restructures-through-acquisition-after-bankruptcy-filing-arcticstartup.pdf,Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup,,se,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Swedish vertical farming company Plantagon International bankrupt.pdf,05_Foodtech_Alt_Protein_And_Innovation,Swedish vertical farming company Plantagon International bankrupt.pdf,.pdf,277133,2026-04-20T12:57:10.743Z,0dc83513b4aad5767ce6a05a8784f9c3222cc99f761bb2bdd7a8a35113d999bf,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/0dc83513b4-swedish-vertical-farming-company-plantagon-international-bankrupt.pdf,Swedish vertical farming company Plantagon International bankrupt,,se,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/The Nordic alternative protein research ecosystem - GFI Europe.pdf,05_Foodtech_Alt_Protein_And_Innovation,The Nordic alternative protein research ecosystem - GFI Europe.pdf,.pdf,10752738,2026-04-20T13:07:40.655Z,559ac48dbd62425a609437d4139274b37c0807d58af85fca398cde8ee8c139af,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/559ac48dbd-the-nordic-alternative-protein-research-ecosystem-gfi-europe.pdf,The Nordic alternative protein research ecosystem - GFI Europe,,nordic,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans.pdf,05_Foodtech_Alt_Protein_And_Innovation,Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans.pdf,.pdf,12520852,2026-04-20T12:56:44.650Z,28730e1058e7d3bdf5e0170afa52b65b32a00a570c0de4209e801b897f89a902,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/28730e1058-vegan-cheese-startup-stockeld-dreamery-shuts-as-plant-based-decline-foils-funding-plans.pdf,Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Ynsect_ how the world leader in insects ended up in receivership — ONEI.pdf,05_Foodtech_Alt_Protein_And_Innovation,Ynsect_ how the world leader in insects ended up in receivership — ONEI.pdf,.pdf,2743367,2026-04-20T13:04:18.655Z,18fe1d39ba91810c7d376954674e0960cc5084beb9b2aafd3e3a6f908297a59f,P2,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/18fe1d39ba-ynsect-how-the-world-leader-in-insects-ended-up-in-receivership-onei.pdf,Ynsect: how the world leader in insects ended up in receivership — ONEI,,,foodtech-alt-protein,report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2021 Impact Report ENG.pdf,06_Company_And_Annual_Reports,2021 Impact Report ENG.pdf,.pdf,31824425,2026-04-20T13:06:55.869Z,72a18173d8125cea6350e256c1a24e10cd26a448d7d8704fced884f3f473d0cb,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/72a18173d8-2021-impact-report-eng.pdf,2021 Impact Report ENG,2021,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2022 Impact Report ENG.pdf,06_Company_And_Annual_Reports,2022 Impact Report ENG.pdf,.pdf,51717558,2026-04-20T13:06:58.533Z,01bdfb4dbebea269069a34ccf3cb9e5b0b2e62c16f184d57a8693673ae4e5f64,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/01bdfb4dbe-2022-impact-report-eng.pdf,2022 Impact Report ENG,2022,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2023 Impact Report ENG-NA.pdf,06_Company_And_Annual_Reports,2023 Impact Report ENG-NA.pdf,.pdf,9953262,2026-04-20T13:07:01.097Z,7b0646623b22bf236e321f874f6e2410e65e716a7f07aea3147946408f053387,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/7b0646623b-2023-impact-report-eng-na.pdf,2023 Impact Report ENG NA,2023,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Environmental Footprint Report ENG.pdf,06_Company_And_Annual_Reports,2024 Environmental Footprint Report ENG.pdf,.pdf,1385265,2026-04-20T13:07:03.881Z,37157a71fd2f1123f4c595ee307455d7715a3b6e15da8f4c53330aff4e5e0fcb,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/37157a71fd-2024-environmental-footprint-report-eng.pdf,Environmental footprint of the food saved by Too Good To Go V1.1,2024,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Impact Report - Too Good To Go - US_CA.pdf,06_Company_And_Annual_Reports,2024 Impact Report - Too Good To Go - US_CA.pdf,.pdf,10834971,2026-04-20T13:07:07.017Z,4af370e4514e90efdc4230cf944456e690cbf66791db939ba042cd271dbac347,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/4af370e451-2024-impact-report-too-good-to-go-us-ca.pdf,2024 Impact Report Too Good To Go US CA,2024,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2025-Cargill-Annual-Report.pdf,06_Company_And_Annual_Reports,2025-Cargill-Annual-Report.pdf,.pdf,4222504,2026-04-20T13:39:27.422Z,beee685b89fb9fb2c7f37fecf4b652190d9b13eb963c61df3b8349dc338dd420,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/beee685b89-2025-cargill-annual-report.pdf,2025 Cargill Annual Report,2025,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/Annual report 2024.pdf,06_Company_And_Annual_Reports,Annual report 2024.pdf,.pdf,46972917,2026-04-20T08:20:39.928Z,7bda968b6db61b798a9aaaf817b1c398efd8f780c7cbc35c87dc09cecf37d3d8,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/7bda968b6d-annual-report-2024.pdf,Annual report 2024,2024,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/barekraft-i-asko-2024.pdf,06_Company_And_Annual_Reports,barekraft-i-asko-2024.pdf,.pdf,18646489,2026-04-20T08:19:24.612Z,94b68068c89e9713e968f3c5ef17ed0f4e74fa57206ea5dd383aac6b44529108,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/94b68068c8-barekraft-i-asko-2024.pdf,barekraft i asko 2024,2024,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/Cheffelo_Arsredovisning_Hallbarhetsrapport_2025_SE.pdf,06_Company_And_Annual_Reports,Cheffelo_Arsredovisning_Hallbarhetsrapport_2025_SE.pdf,.pdf,10574199,2026-04-20T11:43:44.771Z,408e0ce33339edd5db40f78793ad5882e75ec92c3d217e14359180a55e0adcae,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/408e0ce333-cheffelo-arsredovisning-hallbarhetsrapport-2025-se.pdf,Cheffelo Arsredovisning Hallbarhetsrapport 2025 SE,2025,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/kesko-annual-report-2024.pdf,06_Company_And_Annual_Reports,kesko-annual-report-2024.pdf,.pdf,13217116,2026-04-20T08:17:59.463Z,1d2541e18dc300d67b188e262b92211c57f44d823b32b133bfc0588ef96cd731,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/1d2541e18d-kesko-annual-report-2024.pdf,kesko annual report 2024,2024,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/Matsmart-Ars-och-hallbarhetsredovisning-2024.pdf,06_Company_And_Annual_Reports,Matsmart-Ars-och-hallbarhetsredovisning-2024.pdf,.pdf,49206677,2026-04-20T12:41:11.050Z,d9aab84f2b536e81c9c4d0342cd08737a67e073cda69330fd352b7a19c4785cb,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/d9aab84f2b-matsmart-ars-och-hallbarhetsredovisning-2024.pdf,Matsmart Ars och hallbarhetsredovisning 2024,2024,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon.pdf,06_Company_And_Annual_Reports,NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon.pdf,.pdf,1846265,2026-04-20T13:19:36.257Z,b19d796b217bba17e38933741021ed3a1922882c57ce80eb972f7eefe5046b14,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/b19d796b21-nce-heidner-biocluster-norges-ledende-n-ringsklynge-innen-bio-konomi-og-b-rekraftig-matproduksjon.pdf,NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon,,no,company-and-annual-reports,annual_report,pending,review,,,,,,,
