target,status,operation,confidence,document_id,typed_id,existing_id,source_path,import_file_path,filename,document_title,promoted_title,review_action,title_remediation_status,current_target_links,reason_codes,reason_summary,payload_preview
Thesis,skip,none,medium,cmo7cflb5003szo0dza7m081w,thesis-food-fc5c0c484e1b,,Food Research Process 20.04.26/07_Academic_Research_And_Theses/hse_ethesis_14678.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/fc5c0c484e-hse-ethesis-14678.pdf,hse_ethesis_14678.pdf,Retailer's role in reducing food waste Case study of Finnish retailers,Retailer's role in reducing food waste Case study of Finnish retailers,skip,clear,,review-action-not-import,review-action-not-import,{}
Thesis,updated,update,high,cmo7cflbl003tzo0dikg4m4np,thesis-food-5c1b2fbf7c82,thesis-food-5c1b2fbf7c82,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Hybrid-Supply-Chain-Models-in-Swedish-Grocery-Retail.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5c1b2fbf7c-hybrid-supply-chain-models-in-swedish-grocery-retail.pdf,Hybrid-Supply-Chain-Models-in-Swedish-Grocery-Retail.pdf,"Hybrid Supply Chain Models in Swedish Grocery Retail: Balancing Cost Drivers, Environmental Sustainability and Social Responsibility","Hybrid Supply Chain Models in Swedish Grocery Retail: Balancing Cost Drivers, Environmental Sustainability and Social Responsibility",import,clear,Thesis:thesis-food-5c1b2fbf7c82,document-already-linked-to-thesis,document-already-linked-to-thesis,"{""id"":""thesis-food-5c1b2fbf7c82"",""authors"":""Emilia Sedwall; Calle Bjerne; Alexander Grandin"",""institution"":""JIBS, Business Administration, Jonkoping University"",""year"":2025,""title"":""Hybrid Supply Chain Models in Swedish Grocery Retail: Balancing Cost Drivers Environmental Sustainability and Social Responsibility"",""titleNo"":null,""url"":""https://urn.kb.se/resolve?urn=urn:nbn:se:hj:diva-68275"",""synthesis"":""Oppgaven kombinerer litteratursok med syv semistrukturerte intervjuer for a vurdere hybride forsyningskjeder i svensk dagligvarehandel. Den konkluderer med at en blanding av sentralisert og desentralisert distribusjon kan redusere kostnader og utslipp samtidig som den stotter sosialt ansvar gjennom bedre lagerstrategier og mer baerekraftig drift."",""keyFindings"":[],""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""takeaways"":[],""method"":null,""awardWinning"":false,""degree"":""master"",""doi"":null,""isbn"":null,""publisher"":null,""accessDate"":null,""documentId"":""cmo7cflbl003tzo0dikg4m4np""}"
Thesis,skip,none,medium,cmo7cfldd003xzo0ddqqmr4gu,thesis-food-f39079f2cd99,,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Lina-Orlova_Masteroppgave2019.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f39079f2cd-lina-orlova-masteroppgave2019.pdf,Lina-Orlova_Masteroppgave2019.pdf,Lina Orlova Masteroppgave2019,Lina Orlova Masteroppgave2019,skip,clear,,review-action-not-import,review-action-not-import,{}
Thesis,skip,none,high,cmo7cflfb0041zo0dvp1eubqj,thesis-food-c3ed438dd6cf,,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Marie+Hebrok.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/c3ed438dd6-marie-hebrok.pdf,Marie+Hebrok.pdf,Food Waste: A practice-oriented design for sustainability approach,Food Waste: A practice-oriented design for sustainability approach,skip,clear,,review-action-not-import,review-action-not-import,{}
Thesis,skip,none,high,cmo7cflfq0042zo0dd23x5xuv,thesis-food-bde475848143,,Food Research Process 20.04.26/07_Academic_Research_And_Theses/master_Duong_Linh_2025.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/bde4758481-master-duong-linh-2025.pdf,master_Duong_Linh_2025.pdf,Master Thesis_Linh Duong,Master Thesis_Linh Duong,skip,clear,,review-action-not-import,review-action-not-import,{}
Thesis,updated,update,medium,cmo7cflg50043zo0dzc8c6p32,thesis-food-3a4005a27bf6,thesis-food-3a4005a27bf6,Food Research Process 20.04.26/07_Academic_Research_And_Theses/MASTER-EMILIAEPOSITO-.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3a4005a27b-master-emiliaeposito.pdf,MASTER-EMILIAEPOSITO-.pdf,Microsoft Word - MASTER2022.docx,Microsoft Word - MASTER2022.docx,import,clear,Thesis:thesis-food-3a4005a27bf6,document-already-linked-to-thesis,document-already-linked-to-thesis,"{""id"":""thesis-food-3a4005a27bf6"",""authors"":""Emilia Alnaes Esposito"",""institution"":""Universitetet i Bergen"",""year"":2022,""title"":""Nar matsvinn blir et politikkomrade: Et casestudie av Norges tilnaerming til matsvinnproblematikken"",""titleNo"":null,""url"":""https://hdl.handle.net/11250/3010552"",""synthesis"":""Dokumentanalyse av hvordan matsvinn gikk fra marginalt tema til etablert norsk politikkomrade. Fremhever polysentrisk styring der stat, naeringsliv og sivilsamfunn deler ansvar gjennom overlappende nettverk og avtaler."",""keyFindings"":[],""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""takeaways"":[],""method"":null,""awardWinning"":false,""degree"":""master"",""doi"":null,""isbn"":null,""publisher"":null,""accessDate"":null,""documentId"":""cmo7cflg50043zo0dzc8c6p32""}"
Thesis,updated,update,high,cmo7cflgl0044zo0dq93gg03y,thesis-food-930f5a92fd59,segersven-2024,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis Peppi Segersven.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/930f5a92fd-master-s-thesis-peppi-segersven.pdf,Master's Thesis Peppi Segersven.pdf,Master's Thesis Peppi Segersven,Master's Thesis Peppi Segersven,import,clear,Thesis:segersven-2024,document-already-linked-to-thesis,document-already-linked-to-thesis,"{""id"":""thesis-food-930f5a92fd59"",""authors"":""Peppi Segersven"",""institution"":""Lappeenranta-Lahti University of Technology LUT"",""year"":2024,""title"":""Development of risk management and resilience of supply chains in Finnish food industry companies post-COVID-19"",""titleNo"":null,""url"":""https://urn.fi/URN:NBN:fi-fe2024043024001"",""synthesis"":""Intervjuer med fem finske matindustribedrifter viser at pandemien loftet supply chain risk management til et mer strategisk niva. Leverandorsamarbeid, multi-sourcing, synlighet og rask beredskap trekkes fram som de viktigste post-COVID grepene."",""keyFindings"":[],""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""takeaways"":[],""method"":null,""awardWinning"":false,""degree"":""master"",""doi"":null,""isbn"":null,""publisher"":null,""accessDate"":null,""documentId"":""cmo7cflgl0044zo0dq93gg03y""}"
Thesis,updated,update,high,cmo7cflgz0045zo0dy3s79u8f,thesis-food-fc018a0d7be7,makela-2023,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis_Mäkelä_Mika.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/fc018a0d7b-master-s-thesis-makela-mika.pdf,Master's Thesis_Mäkelä_Mika.pdf,Master's Thesis Mäkelä Mika,Master's Thesis Mäkelä Mika,import,clear,Thesis:makela-2023,document-already-linked-to-thesis,document-already-linked-to-thesis,"{""id"":""thesis-food-fc018a0d7be7"",""authors"":""Mika Makela"",""institution"":""Lappeenranta-Lahti University of Technology LUT"",""year"":2023,""title"":""Managing waste in food supply chains with supply chain collaboration and integration"",""titleNo"":null,""url"":""https://urn.fi/URN:NBN:fi-fe2023052245722"",""synthesis"":""Kvalitativ fler-case-studie av seks finske matbedrifter om hvordan leverandor-detaljist-samarbeid kan redusere matsvinn. Konkluderer med at samarbeid og integrasjon hjelper, men at effekten avhenger av koordinering pa tvers av hele kjeden."",""keyFindings"":[],""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""takeaways"":[],""method"":null,""awardWinning"":false,""degree"":""master"",""doi"":null,""isbn"":null,""publisher"":null,""accessDate"":null,""documentId"":""cmo7cflgz0045zo0dy3s79u8f""}"
Thesis,updated,update,high,cmo7cflhf0046zo0d0bqs0x9g,thesis-food-67557def0cdf,thesis-food-67557def0cdf,Food Research Process 20.04.26/07_Academic_Research_And_Theses/masteroppgave__mats_b._simonsen.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/67557def0c-masteroppgave-mats-b-simonsen.pdf,masteroppgave__mats_b._simonsen.pdf,masteroppgave mats b simonsen,masteroppgave mats b simonsen,import,clear,Thesis:thesis-food-67557def0cdf,document-already-linked-to-thesis,document-already-linked-to-thesis,"{""id"":""thesis-food-67557def0cdf"",""authors"":""Mats Baltscheffskij Simonsen"",""institution"":""Norges teknisk-naturvitenskapelige universitet (NTNU)"",""year"":2017,""title"":""Digitaliseringen av norsk dagligvarehandel: En kvalitativ studie av visjonsarbeid brukerforstaelser og dets implikasjoner pa innovative prosesser"",""titleNo"":null,""url"":""https://hdl.handle.net/11250/2456020"",""synthesis"":""STS-orientert kvalitativ studie av hvordan norsk dagligvare digitaliseres gjennom aktorer som SPAR, Meny, Bunnpris og Kolonial.no. Skiller mellom konservative, radikale og hybride losninger og viser at brukerforstaelser og tekniske justeringer former hvilke modeller som overlever."",""keyFindings"":[],""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""takeaways"":[],""method"":null,""awardWinning"":false,""degree"":""master"",""doi"":null,""isbn"":null,""publisher"":null,""accessDate"":null,""documentId"":""cmo7cflhf0046zo0d0bqs0x9g""}"
Thesis,updated,update,high,cmo7cflqr004lzo0d694jzmo3,thesis-food-56c96072511e,albizzati-phd-2021,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Paola_Federica_Albizzati_thesis.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/56c9607251-paola-federica-albizzati-thesis.pdf,Paola_Federica_Albizzati_thesis.pdf,Paola Federica Albizzati thesis,Paola Federica Albizzati thesis,import,clear,Thesis:albizzati-phd-2021,document-already-linked-to-thesis,document-already-linked-to-thesis,"{""id"":""thesis-food-56c96072511e"",""authors"":""Paola Federica Albizzati"",""institution"":""Technical University of Denmark (DTU)"",""year"":2021,""title"":""Sustainability Assessment of Food Waste Management"",""titleNo"":null,""url"":""https://orbit.dtu.dk/en/publications/sustainability-assessment-of-food-waste-management"",""synthesis"":""PhD-avhandling som vurderer 21 matsvinnsveier med livslops- og baerekraftsanalyse. Viser at forebygging er klart best, og at redistribusjon og dyrefor normalt kommer bedre ut enn energiutnyttelse, forbrenning og deponi."",""keyFindings"":[],""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""takeaways"":[],""method"":null,""awardWinning"":false,""degree"":""master"",""doi"":null,""isbn"":null,""publisher"":null,""accessDate"":null,""documentId"":""cmo7cflqr004lzo0d694jzmo3""}"
Thesis,skip,none,high,cmo7cflrb004mzo0d38qrt0r7,thesis-food-a42ecc1c4f1d,,Food Research Process 20.04.26/07_Academic_Research_And_Theses/pdf  MARK STEIN  PhD  24  OCT  22.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/a42ecc1c4f-pdf-mark-stein-phd-24-oct-22.pdf,pdf  MARK STEIN  PhD  24  OCT  22.pdf,"University of Salford, Manchester","University of Salford, Manchester",skip,clear,,review-action-not-import,review-action-not-import,{}
Thesis,updated,update,high,cmo7cflru004nzo0d0dn38621,thesis-food-7a19be6dbec1,thesis-food-7a19be6dbec1,Food Research Process 20.04.26/07_Academic_Research_And_Theses/PhD_Thesis_Nina_N_rgaard_S_rensen_print_final.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7a19be6dbe-phd-thesis-nina-n-rgaard-s-rensen-print-final.pdf,PhD_Thesis_Nina_N_rgaard_S_rensen_print_final.pdf,Organic food conversion in Danish public kitchens: The effects of the Danish Organic Action Plan 2020 on organic public procurement and wellbeing at work,Organic food conversion in Danish public kitchens: The effects of the Danish Organic Action Plan 2020 on organic public procurement and wellbeing at work,import,clear,Thesis:thesis-food-7a19be6dbec1,document-already-linked-to-thesis,document-already-linked-to-thesis,"{""id"":""thesis-food-7a19be6dbec1"",""authors"":""Nina Norgaard Sorensen"",""institution"":""Technical University of Denmark, National Food Institute"",""year"":2016,""title"":""Organic food conversion in Danish public kitchens: The effects of the Danish Organic Action Plan 2020 on organic public procurement and wellbeing at work"",""titleNo"":null,""url"":""https://orbit.dtu.dk/en/publications/organic-food-conversion-in-danish-public-kitchens-the-effects-of-/"",""synthesis"":""Evaluates how Denmark's Organic Action Plan 2020 affected public kitchens' organic procurement and staff wellbeing. The thesis finds substantial increases in organic purchasing without deterioration in work conditions, with many kitchen workers reporting higher motivation."",""keyFindings"":[],""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""takeaways"":[],""method"":null,""awardWinning"":false,""degree"":""master"",""doi"":null,""isbn"":null,""publisher"":null,""accessDate"":null,""documentId"":""cmo7cflru004nzo0d0dn38621""}"
Thesis,skip,none,high,cmo7cfm1c0055zo0doa1gsfle,thesis-food-b72466e769a6,,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Susanne_Helen_Gangstøe_Masteroppgave.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/b72466e769-susanne-helen-gangst-e-masteroppgave.pdf,Susanne_Helen_Gangstøe_Masteroppgave.pdf,Susanne Helen Gangstøe Masteroppgave,Susanne Helen Gangstøe Masteroppgave,skip,clear,,review-action-not-import,review-action-not-import,{}
Thesis,skip,none,high,cmo7cfm6p005izo0dxyh9ffle,thesis-food-daa9a5173334,,Food Research Process 20.04.26/07_Academic_Research_And_Theses/thesis_food_ng_meile_uniform_pricing_public_version.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/daa9a51733-thesis-food-ng-meile-uniform-pricing-public-version.pdf,thesis_food_ng_meile_uniform_pricing_public_version.pdf,thesis food ng meile uniform pricing public version,thesis food ng meile uniform pricing public version,skip,clear,,review-action-not-import,review-action-not-import,{}
Thesis,skip,none,medium,cmo7cfmeo0060zo0d5hrtedok,thesis-food-9350b777abaa,,Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matsikkerhet-i-Norge-forsyningsberedskap-masteroppgave-2016.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/9350b777ab-matsikkerhet-i-norge-forsyningsberedskap-masteroppgave-2016.pdf,Matsikkerhet-i-Norge-forsyningsberedskap-masteroppgave-2016.pdf,Matsikkerhet i Norge forsyningsberedskap masteroppgave 2016,Matsikkerhet i Norge forsyningsberedskap masteroppgave 2016,skip,clear,,review-action-not-import,review-action-not-import,{}
